rt;order;latinsqrn;phrase;subject;condition;idnumber;idfull;rtLog;context;quantifier
987;58;3;masking_go;9814;FPA;13;FPA_13;2,994317153;FP;A
7903;59;3;CNTX;9814;FPA;13;FPA_13;3,897791982;FP;A
2820;60;3;PREG;9814;FPA;13;FPA_13;3,468495025;FP;A
1526;61;3;blanco_CUANT;9814;FPA;13;FPA_13;3,183554534;FP;A
4118;62;3;blanco_REST;9814;FPA;13;FPA_13;3,614686342;FP;A
3024;63;3;preg_Y;9814;FPA;13;FPA_13;3,480581787;FP;A
1264;64;3;;9814;FPA;13;FPA_13;3,101747074;FP;A
898;65;3;masking_nogo;9814;FPS;19;FPS_19;2,953276337;FP;S
827;66;3;masking_go;9814;FPS;19;FPS_19;2,91750551;FP;S
5583;67;3;CNTX;9814;FPS;19;FPS_19;3,746867628;FP;S
2486;68;3;PREG;9814;FPS;19;FPS_19;3,413634997;FP;S
2395;69;3;blanco_CUANT;9814;FPS;19;FPS_19;3,379305518;FP;S
2222;70;3;blanco_REST;9814;FPS;19;FPS_19;3,346744055;FP;S
737;71;3;masking_nogo;9814;CNA;5;CNA_5;2,867467488;CN;A
767;72;3;masking_go;9814;CNA;5;CNA_5;2,884795364;CN;A
5053;73;3;CNTX;9814;CNA;5;CNA_5;3,703549298;CN;A
1824;74;3;PREG;9814;CNA;5;CNA_5;3,261024834;CN;A
2843;75;3;blanco_CUANT;9814;CNA;5;CNA_5;3,45377686;CN;A
1551;76;3;blanco_REST;9814;CNA;5;CNA_5;3,190611798;CN;A
1337;77;3;masking_nogo;9814;CNA;3;CNA_3;3,126131407;CN;A
1208;78;3;masking_go;9814;CNA;3;CNA_3;3,082066934;CN;A
12310;79;3;CNTX;9814;CNA;3;CNA_3;4,090258053;CN;A
4280;80;3;PREG;9814;CNA;3;CNA_3;3,631443769;CN;A
4572;81;3;blanco_CUANT;9814;CNA;3;CNA_3;3,660106222;CN;A
2257;82;3;blanco_REST;9814;CNA;3;CNA_3;3,353531559;CN;A
2563;83;3;preg_Y;9814;CNA;3;CNA_3;3,408748606;CN;A
1429;84;3;;9814;CNA;3;CNA_3;3,155032229;CN;A
872;85;3;masking_nogo;9814;FPS;16;FPS_16;2,940516485;FP;S
985;86;3;masking_go;9814;FPS;16;FPS_16;2,99343623;FP;S
5183;87;3;CNTX;9814;FPS;16;FPS_16;3,714581209;FP;S
1158;88;3;PREG;9814;FPS;16;FPS_16;3,082066934;FP;S
2600;89;3;blanco_CUANT;9814;FPS;16;FPS_16;3,414973348;FP;S
2649;90;3;blanco_REST;9814;FPS;16;FPS_16;3,423081958;FP;S
881;91;3;masking_nogo;9814;FPA;11;FPA_11;2,944975908;FP;A
756;92;3;masking_go;9814;FPA;11;FPA_11;2,878521796;FP;A
4257;93;3;CNTX;9814;FPA;11;FPA_11;3,62910365;FP;A
2951;94;3;PREG;9814;FPA;11;FPA_11;3,488127496;FP;A
2767;95;3;blanco_CUANT;9814;FPA;11;FPA_11;3,442009159;FP;A
3485;96;3;blanco_REST;9814;FPA;11;FPA_11;3,542202782;FP;A
3126;97;3;preg_N;9814;FPA;11;FPA_11;3,494988974;FP;A
2764;98;3;;9814;FPA;11;FPA_11;3,441538039;FP;A
694;1;3;masking_nogo;1404;CNA;2;CNA_2;2,84135947;CN;A
544;2;3;masking_go;1404;CNA;2;CNA_2;2,7355989;CN;A
2847;3;3;CNTX;1404;CNA;2;CNA_2;3,454387467;CN;A
932;4;3;PREG;1404;CNA;2;CNA_2;2,969415912;CN;A
1349;5;3;blanco_CUANT;1404;CNA;2;CNA_2;3,13001195;CN;A
1668;6;3;blanco_REST;1404;CNA;2;CNA_2;3,222196046;CN;A
646;7;3;masking_nogo;1404;FPA;11;FPA_11;2,810232518;FP;A
225;8;3;masking_go;1404;FPA;11;FPA_11;2,352182518;FP;A
3185;9;3;CNTX;1404;FPA;11;FPA_11;3,503109437;FP;A
1574;10;3;PREG;1404;FPA;11;FPA_11;3,215108581;FP;A
1607;11;3;blanco_CUANT;1404;FPA;11;FPA_11;3,206015877;FP;A
2472;12;3;blanco_REST;1404;FPA;11;FPA_11;3,393048466;FP;A
3847;13;3;preg_N;1404;FPA;11;FPA_11;3,585122186;FP;A
1521;14;3;;1404;FPA;11;FPA_11;3,182129214;FP;A
650;15;3;masking_nogo;1404;FPS;16;FPS_16;2,812913357;FP;S
236;16;3;masking_go;1404;FPS;16;FPS_16;2,372912003;FP;S
4402;17;3;CNTX;1404;FPS;16;FPS_16;3,643650038;FP;S
2008;18;3;PREG;1404;FPS;16;FPS_16;3,320976677;FP;S
2073;19;3;blanco_CUANT;1404;FPS;16;FPS_16;3,316599302;FP;S
1357;20;3;blanco_REST;1404;FPS;16;FPS_16;3,132579848;FP;S
573;21;3;masking_nogo;1404;CNA;5;CNA_5;2,758154622;CN;A
233;22;3;masking_go;1404;CNA;5;CNA_5;2,367355921;CN;A
2949;23;3;CNTX;1404;CNA;5;CNA_5;3,469674773;CN;A
1292;24;3;PREG;1404;CNA;5;CNA_5;3,111262514;CN;A
1563;25;3;blanco_CUANT;1404;CNA;5;CNA_5;3,193958978;CN;A
1496;26;3;blanco_REST;1404;CNA;5;CNA_5;3,174931594;CN;A
566;27;3;masking_nogo;1404;FPS;20;FPS_20;2,752816431;FP;S
250;28;3;masking_go;1404;FPS;20;FPS_20;2,397940009;FP;S
4350;29;3;CNTX;1404;FPS;20;FPS_20;3,638489257;FP;S
924;30;3;PREG;1404;FPS;20;FPS_20;2,983626287;FP;S
1246;31;3;blanco_CUANT;1404;FPS;20;FPS_20;3,095518042;FP;S
1366;32;3;blanco_REST;1404;FPS;20;FPS_20;3,135450699;FP;S
642;33;3;masking_nogo;1404;FPA;15;FPA_15;2,807535028;FP;A
298;34;3;masking_go;1404;FPA;15;FPA_15;2,474216264;FP;A
4973;35;3;CNTX;1404;FPA;15;FPA_15;3,696618459;FP;A
561;36;3;PREG;1404;FPA;15;FPA_15;2,767155866;FP;A
1220;37;3;blanco_CUANT;1404;FPA;15;FPA_15;3,086359831;FP;A
2271;38;3;blanco_REST;1404;FPA;15;FPA_15;3,356217134;FP;A
-1;39;3;masking_nogo;1404;FPS;17;FPS_17;NA;FP;S
874;40;3;masking_go;1404;FPS;17;FPS_17;2,941511433;FP;S
2085;41;3;CNTX;1404;FPS;17;FPS_17;3,319106059;FP;S
1815;42;3;PREG;1404;FPS;17;FPS_17;3,277150614;FP;S
3252;43;3;blanco_CUANT;1404;FPS;17;FPS_17;3,512150537;FP;S
1691;44;3;blanco_REST;1404;FPS;17;FPS_17;3,228143608;FP;S
-1;45;3;masking_nogo;1404;FPA;13;FPA_13;NA;FP;A
190;46;3;masking_go;1404;FPA;13;FPA_13;2,278753601;FP;A
4251;47;3;CNTX;1404;FPA;13;FPA_13;3,628491105;FP;A
1323;48;3;PREG;1404;FPA;13;FPA_13;3,139879086;FP;A
2558;49;3;blanco_CUANT;1404;FPA;13;FPA_13;3,40790054;FP;A
1854;50;3;blanco_REST;1404;FPA;13;FPA_13;3,26810973;FP;A
2780;51;3;preg_Y;1404;FPA;13;FPA_13;3,444044796;FP;A
1806;52;3;;1404;FPA;13;FPA_13;3,256717746;FP;A
1960;53;3;masking_nogo;1404;CNA;4;CNA_4;3,292256071;CN;A
1267;54;3;masking_go;1404;CNA;4;CNA_4;3,102776615;CN;A
3071;55;3;CNTX;1404;CNA;4;CNA_4;3,487279816;CN;A
3175;56;3;PREG;1404;CNA;4;CNA_4;3,50174373;CN;A
1796;57;3;blanco_CUANT;1404;CNA;4;CNA_4;3,254306332;CN;A
941;58;3;blanco_REST;1404;CNA;4;CNA_4;2,973589623;CN;A
620;59;3;masking_nogo;1404;CNA;3;CNA_3;2,792391689;CN;A
583;60;3;masking_go;1404;CNA;3;CNA_3;2,765668555;CN;A
5692;61;3;CNTX;1404;CNA;3;CNA_3;3,755264891;CN;A
1453;62;3;PREG;1404;CNA;3;CNA_3;3,162265614;CN;A
1384;63;3;blanco_CUANT;1404;CNA;3;CNA_3;3,14113609;CN;A
1972;64;3;blanco_REST;1404;CNA;3;CNA_3;3,294906911;CN;A
3066;65;3;preg_Y;1404;CNA;3;CNA_3;3,486572151;CN;A
1001;66;3;;1404;CNA;3;CNA_3;3,000434077;CN;A
633;67;3;masking_nogo;1404;FPA;12;FPA_12;2,80140371;FP;A
166;68;3;masking_go;1404;FPA;12;FPA_12;2,220108088;FP;A
4512;69;3;CNTX;1404;FPA;12;FPA_12;3,654369091;FP;A
1192;70;3;PREG;1404;FPA;12;FPA_12;3,094471129;FP;A
1071;71;3;blanco_CUANT;1404;FPA;12;FPA_12;3,029789471;FP;A
1156;72;3;blanco_REST;1404;FPA;12;FPA_12;3,062957834;FP;A
476;73;3;masking_nogo;1404;FPS;18;FPS_18;2,677606953;FP;S
180;74;3;masking_go;1404;FPS;18;FPS_18;2,255272505;FP;S
4178;75;3;CNTX;1404;FPS;18;FPS_18;3,620968436;FP;S
993;76;3;PREG;1404;FPS;18;FPS_18;3,01494035;FP;S
2529;77;3;blanco_CUANT;1404;FPS;18;FPS_18;3,402948829;FP;S
814;78;3;blanco_REST;1404;FPS;18;FPS_18;2,910624405;FP;S
-1;79;3;masking_nogo;1404;CNA;1;CNA_1;NA;CN;A
265;80;3;masking_go;1404;CNA;1;CNA_1;2,423245874;CN;A
3871;81;3;CNTX;1404;CNA;1;CNA_1;3,587823171;CN;A
1464;82;3;PREG;1404;CNA;1;CNA_1;3,165541077;CN;A
3411;83;3;blanco_CUANT;1404;CNA;1;CNA_1;3,532881719;CN;A
1693;84;3;blanco_REST;1404;CNA;1;CNA_1;3,228656958;CN;A
2918;85;3;preg_N;1404;CNA;1;CNA_1;3,465085288;CN;A
922;86;3;;1404;CNA;1;CNA_1;2,964730921;CN;A
689;87;3;masking_nogo;1404;FPA;14;FPA_14;2,838219222;FP;A
227;88;3;masking_go;1404;FPA;14;FPA_14;2,356025857;FP;A
1723;89;3;CNTX;1404;FPA;14;FPA_14;3,236285277;FP;A
1449;90;3;PREG;1404;FPA;14;FPA_14;3,179264464;FP;A
1911;91;3;blanco_CUANT;1404;FPA;14;FPA_14;3,281260687;FP;A
1388;92;3;blanco_REST;1404;FPA;14;FPA_14;3,142389466;FP;A
-1;93;3;masking_nogo;1404;FPS;19;FPS_19;NA;FP;S
248;94;3;masking_go;1404;FPS;19;FPS_19;2,394451681;FP;S
3295;95;3;CNTX;1404;FPS;19;FPS_19;3,517855419;FP;S
1647;96;3;PREG;1404;FPS;19;FPS_19;3,234770295;FP;S
1302;97;3;blanco_CUANT;1404;FPS;19;FPS_19;3,114610984;FP;S
702;98;3;blanco_REST;1404;FPS;19;FPS_19;2,846337112;FP;S
-1;1;3;masking_nogo;1564;FPS;16;FPS_16;NA;FP;S
600;2;3;masking_go;1564;FPS;16;FPS_16;2,77815125;FP;S
5911;3;3;CNTX;1564;FPS;16;FPS_16;3,771660959;FP;S
1977;4;3;PREG;1564;FPS;16;FPS_16;3,314288661;FP;S
3040;5;3;blanco_CUANT;1564;FPS;16;FPS_16;3,482873584;FP;S
4967;6;3;blanco_REST;1564;FPS;16;FPS_16;3,69609416;FP;S
-1;7;3;masking_nogo;1564;CNA;3;CNA_3;NA;CN;A
679;8;3;masking_go;1564;CNA;3;CNA_3;2,831869774;CN;A
4574;9;3;CNTX;1564;CNA;3;CNA_3;3,66029616;CN;A
4471;10;3;PREG;1564;CNA;3;CNA_3;3,65040467;CN;A
1942;11;3;blanco_CUANT;1564;CNA;3;CNA_3;3,288249226;CN;A
2263;12;3;blanco_REST;1564;CNA;3;CNA_3;3,354684554;CN;A
14551;13;3;preg_Y;1564;CNA;3;CNA_3;4,162892841;CN;A
2109;14;3;;1564;CNA;3;CNA_3;3,32407658;CN;A
-1;15;3;masking_nogo;1564;FPA;15;FPA_15;NA;FP;A
1199;16;3;masking_go;1564;FPA;15;FPA_15;3,078819183;FP;A
9208;17;3;CNTX;1564;FPA;15;FPA_15;3,964165311;FP;A
2568;18;3;PREG;1564;FPA;15;FPA_15;3,427810573;FP;A
1695;19;3;blanco_CUANT;1564;FPA;15;FPA_15;3,229169703;FP;A
6461;20;3;blanco_REST;1564;FPA;15;FPA_15;3,810299741;FP;A
-1;21;3;masking_nogo;1564;FPS;20;FPS_20;NA;FP;S
521;22;3;masking_go;1564;FPS;20;FPS_20;2,716837723;FP;S
4801;23;3;CNTX;1564;FPS;20;FPS_20;3,681331706;FP;S
1954;24;3;PREG;1564;FPS;20;FPS_20;3,30920418;FP;S
3199;25;3;blanco_CUANT;1564;FPS;20;FPS_20;3,50501424;FP;S
7559;26;3;blanco_REST;1564;FPS;20;FPS_20;3,878464345;FP;S
1766;27;3;masking_nogo;1564;FPA;12;FPA_12;3,246990699;FP;A
735;28;3;masking_go;1564;FPA;12;FPA_12;2,866287339;FP;A
6127;29;3;CNTX;1564;FPA;12;FPA_12;3,78724788;FP;A
1579;30;3;PREG;1564;FPA;12;FPA_12;3,216693599;FP;A
2743;31;3;blanco_CUANT;1564;FPA;12;FPA_12;3,438225808;FP;A
1606;32;3;blanco_REST;1564;FPA;12;FPA_12;3,205745541;FP;A
-1;33;3;masking_nogo;1564;CNA;2;CNA_2;NA;CN;A
872;34;3;masking_go;1564;CNA;2;CNA_2;2,940516485;CN;A
5471;35;3;CNTX;1564;CNA;2;CNA_2;3,738066715;CN;A
4135;36;3;PREG;1564;CNA;2;CNA_2;3,616475514;CN;A
3078;37;3;blanco_CUANT;1564;CNA;2;CNA_2;3,488268615;CN;A
1863;38;3;blanco_REST;1564;CNA;2;CNA_2;3,270212855;CN;A
-1;39;3;masking_nogo;1564;FPA;13;FPA_13;NA;FP;A
569;40;3;masking_go;1564;FPA;13;FPA_13;2,755112266;FP;A
5527;41;3;CNTX;1564;FPA;13;FPA_13;3,742489465;FP;A
3228;42;3;PREG;1564;FPA;13;FPA_13;3,527114112;FP;A
1864;43;3;blanco_CUANT;1564;FPA;13;FPA_13;3,270445908;FP;A
2398;44;3;blanco_REST;1564;FPA;13;FPA_13;3,379849179;FP;A
8151;45;3;preg_Y;1564;FPA;13;FPA_13;3,911210893;FP;A
1732;46;3;;1564;FPA;13;FPA_13;3,238547888;FP;A
-1;47;3;masking_nogo;1564;CNA;4;CNA_4;NA;CN;A
439;48;3;masking_go;1564;CNA;4;CNA_4;2,64246452;CN;A
2879;49;3;CNTX;1564;CNA;4;CNA_4;3,459241665;CN;A
3963;50;3;PREG;1564;CNA;4;CNA_4;3,598024072;CN;A
2383;51;3;blanco_CUANT;1564;CNA;4;CNA_4;3,377124042;CN;A
3294;52;3;blanco_REST;1564;CNA;4;CNA_4;3,517723595;CN;A
-1;53;3;masking_nogo;1564;FPS;19;FPS_19;NA;FP;S
409;54;3;masking_go;1564;FPS;19;FPS_19;2,611723308;FP;S
3272;55;3;CNTX;1564;FPS;19;FPS_19;3,514813295;FP;S
1165;56;3;PREG;1564;FPS;19;FPS_19;3,084576278;FP;S
1694;57;3;blanco_CUANT;1564;FPS;19;FPS_19;3,228913406;FP;S
1007;58;3;blanco_REST;1564;FPS;19;FPS_19;3,003029471;FP;S
-1;59;3;masking_nogo;1564;CNA;1;CNA_1;NA;CN;A
512;60;3;masking_go;1564;CNA;1;CNA_1;2,709269961;CN;A
7696;61;3;CNTX;1564;CNA;1;CNA_1;3,886265059;CN;A
2800;62;3;PREG;1564;CNA;1;CNA_1;3,447158031;CN;A
4824;63;3;blanco_CUANT;1564;CNA;1;CNA_1;3,683407299;CN;A
1871;64;3;blanco_REST;1564;CNA;1;CNA_1;3,272073788;CN;A
3462;65;3;preg_N;1564;CNA;1;CNA_1;3,539327064;CN;A
1359;66;3;;1564;CNA;1;CNA_1;3,133219457;CN;A
-1;67;3;masking_nogo;1564;FPS;18;FPS_18;NA;FP;S
384;68;3;masking_go;1564;FPS;18;FPS_18;2,584331224;FP;S
5199;69;3;CNTX;1564;FPS;18;FPS_18;3,715919817;FP;S
1174;70;3;PREG;1564;FPS;18;FPS_18;3,087781418;FP;S
3351;71;3;blanco_CUANT;1564;FPS;18;FPS_18;3,525174428;FP;S
1564;72;3;blanco_REST;1564;FPS;18;FPS_18;3,194236749;FP;S
-1;73;3;masking_nogo;1564;FPA;14;FPA_14;NA;FP;A
449;74;3;masking_go;1564;FPA;14;FPA_14;2,652246341;FP;A
6249;75;3;CNTX;1564;FPA;14;FPA_14;3,795810525;FP;A
1585;76;3;PREG;1564;FPA;14;FPA_14;3,218272854;FP;A
5255;77;3;blanco_CUANT;1564;FPA;14;FPA_14;3,72057272;FP;A
2846;78;3;blanco_REST;1564;FPA;14;FPA_14;3,454234896;FP;A
-1;79;3;masking_nogo;1564;FPS;17;FPS_17;NA;FP;S
561;80;3;masking_go;1564;FPS;17;FPS_17;2,748962861;FP;S
2950;81;3;CNTX;1564;FPS;17;FPS_17;3,469822016;FP;S
1971;82;3;PREG;1564;FPS;17;FPS_17;3,312811826;FP;S
2574;83;3;blanco_CUANT;1564;FPS;17;FPS_17;3,410608543;FP;S
3271;84;3;blanco_REST;1564;FPS;17;FPS_17;3,514680544;FP;S
-1;85;3;masking_nogo;1564;FPA;11;FPA_11;NA;FP;A
416;86;3;masking_go;1564;FPA;11;FPA_11;2,619093331;FP;A
4648;87;3;CNTX;1564;FPA;11;FPA_11;3,667266119;FP;A
2336;88;3;PREG;1564;FPA;11;FPA_11;3,386677284;FP;A
1465;89;3;blanco_CUANT;1564;FPA;11;FPA_11;3,165837625;FP;A
3400;90;3;blanco_REST;1564;FPA;11;FPA_11;3,531478917;FP;A
4767;91;3;preg_N;1564;FPA;11;FPA_11;3,678245152;FP;A
4318;92;3;;1564;FPA;11;FPA_11;3,635282638;FP;A
-1;93;3;masking_nogo;1564;CNA;5;CNA_5;NA;CN;A
535;94;3;masking_go;1564;CNA;5;CNA_5;2,728353782;CN;A
3079;95;3;CNTX;1564;CNA;5;CNA_5;3,488409689;CN;A
1716;96;3;PREG;1564;CNA;5;CNA_5;3,234517284;CN;A
2183;97;3;blanco_CUANT;1564;CNA;5;CNA_5;3,339053736;CN;A
1903;98;3;blanco_REST;1564;CNA;5;CNA_5;3,279438788;CN;A
-1;1;3;masking_nogo;1605;FPA;13;FPA_13;NA;FP;A
562;2;3;masking_go;1605;FPA;13;FPA_13;2,749736316;FP;A
2567;3;3;CNTX;1605;FPA;13;FPA_13;3,409425869;FP;A
2355;4;3;PREG;1605;FPA;13;FPA_13;3,390228362;FP;A
2056;5;3;blanco_CUANT;1605;FPA;13;FPA_13;3,31302311;FP;A
1857;6;3;blanco_REST;1605;FPA;13;FPA_13;3,268811904;FP;A
2238;7;3;preg_Y;1605;FPA;13;FPA_13;3,349860082;FP;A
3511;8;3;;1605;FPA;13;FPA_13;3,545430829;FP;A
-1;9;3;masking_nogo;1605;FPS;20;FPS_20;NA;FP;S
548;10;3;masking_go;1605;FPS;20;FPS_20;2,738780558;FP;S
1989;11;3;CNTX;1605;FPS;20;FPS_20;3,298634783;FP;S
1128;12;3;PREG;1605;FPS;20;FPS_20;3,070407322;FP;S
1063;13;3;blanco_CUANT;1605;FPS;20;FPS_20;3,026533265;FP;S
927;14;3;blanco_REST;1605;FPS;20;FPS_20;2,967079734;FP;S
-1;15;3;masking_nogo;1605;CNA;4;CNA_4;NA;CN;A
780;16;3;masking_go;1605;CNA;4;CNA_4;2,892094603;CN;A
1879;17;3;CNTX;1605;CNA;4;CNA_4;3,27392678;CN;A
805;18;3;PREG;1605;CNA;4;CNA_4;2,90579588;CN;A
1208;19;3;blanco_CUANT;1605;CNA;4;CNA_4;3,082066934;CN;A
1087;20;3;blanco_REST;1605;CNA;4;CNA_4;3,036229544;CN;A
-1;21;3;masking_nogo;1605;FPA;12;FPA_12;NA;FP;A
340;22;3;masking_go;1605;FPA;12;FPA_12;2,531478917;FP;A
2751;23;3;CNTX;1605;FPA;12;FPA_12;3,43949059;FP;A
1026;24;3;PREG;1605;FPA;12;FPA_12;3,029383778;FP;A
1174;25;3;blanco_CUANT;1605;FPA;12;FPA_12;3,069668097;FP;A
975;26;3;blanco_REST;1605;FPA;12;FPA_12;2,989004616;FP;A
-1;27;3;masking_nogo;1605;FPS;18;FPS_18;NA;FP;S
540;28;3;masking_go;1605;FPS;18;FPS_18;2,73239376;FP;S
2903;29;3;CNTX;1605;FPS;18;FPS_18;3,462847036;FP;S
1842;30;3;PREG;1605;FPS;18;FPS_18;3,283527365;FP;S
1247;31;3;blanco_CUANT;1605;FPS;18;FPS_18;3,095866453;FP;S
519;32;3;blanco_REST;1605;FPS;18;FPS_18;2,715167358;FP;S
-1;33;3;masking_nogo;1605;CNA;3;CNA_3;NA;CN;A
379;34;3;masking_go;1605;CNA;3;CNA_3;2,57863921;CN;A
2712;35;3;CNTX;1605;CNA;3;CNA_3;3,433289685;CN;A
747;36;3;PREG;1605;CNA;3;CNA_3;2,873320602;CN;A
992;37;3;blanco_CUANT;1605;CNA;3;CNA_3;2,996511672;CN;A
775;38;3;blanco_REST;1605;CNA;3;CNA_3;2,889301703;CN;A
2071;39;3;preg_Y;1605;CNA;3;CNA_3;3,316180099;CN;A
815;40;3;;1605;CNA;3;CNA_3;2,911157609;CN;A
-1;41;3;masking_nogo;1605;FPA;14;FPA_14;NA;FP;A
395;42;3;masking_go;1605;FPA;14;FPA_14;2,596597096;FP;A
2577;43;3;CNTX;1605;FPA;14;FPA_14;3,411114419;FP;A
820;44;3;PREG;1605;FPA;14;FPA_14;2,931966115;FP;A
864;45;3;blanco_CUANT;1605;FPA;14;FPA_14;2,936513742;FP;A
528;46;3;blanco_REST;1605;FPA;14;FPA_14;2,722633923;FP;A
464;47;3;masking_nogo;1605;FPS;16;FPS_16;2,666517981;FP;S
307;48;3;masking_go;1605;FPS;16;FPS_16;2,487138375;FP;S
2025;49;3;CNTX;1605;FPS;16;FPS_16;3,306425028;FP;S
384;50;3;PREG;1605;FPS;16;FPS_16;2,602059991;FP;S
1038;51;3;blanco_CUANT;1605;FPS;16;FPS_16;3,016197354;FP;S
463;52;3;blanco_REST;1605;FPS;16;FPS_16;2,665580991;FP;S
-1;53;3;masking_nogo;1605;CNA;1;CNA_1;NA;CN;A
428;54;3;masking_go;1605;CNA;1;CNA_1;2,631443769;CN;A
2344;55;3;CNTX;1605;CNA;1;CNA_1;3,369957607;CN;A
805;56;3;PREG;1605;CNA;1;CNA_1;2,90579588;CN;A
1808;57;3;blanco_CUANT;1605;CNA;1;CNA_1;3,257198426;CN;A
512;58;3;blanco_REST;1605;CNA;1;CNA_1;2,709269961;CN;A
2000;59;3;preg_N;1605;CNA;1;CNA_1;3,301029996;CN;A
958;60;3;;1605;CNA;1;CNA_1;2,981365509;CN;A
-1;61;3;masking_nogo;1605;FPS;17;FPS_17;NA;FP;S
346;62;3;masking_go;1605;FPS;17;FPS_17;2,539076099;FP;S
1304;63;3;CNTX;1605;FPS;17;FPS_17;3,115277591;FP;S
1319;64;3;PREG;1605;FPS;17;FPS_17;3,138302698;FP;S
1799;65;3;blanco_CUANT;1605;FPS;17;FPS_17;3,255031163;FP;S
544;66;3;blanco_REST;1605;FPS;17;FPS_17;2,7355989;FP;S
-1;67;3;masking_nogo;1605;CNA;2;CNA_2;NA;CN;A
380;68;3;masking_go;1605;CNA;2;CNA_2;2,579783597;CN;A
1766;69;3;CNTX;1605;CNA;2;CNA_2;3,246990699;CN;A
614;70;3;PREG;1605;CNA;2;CNA_2;2,788168371;CN;A
39369;71;3;blanco_CUANT;1605;CNA;2;CNA_2;4,595154384;CN;A
527;72;3;blanco_REST;1605;CNA;2;CNA_2;2,721810615;CN;A
-1;73;3;masking_nogo;1605;FPA;11;FPA_11;NA;FP;A
299;74;3;masking_go;1605;FPA;11;FPA_11;2,475671188;FP;A
1624;75;3;CNTX;1605;FPA;11;FPA_11;3,210586025;FP;A
866;76;3;PREG;1605;FPA;11;FPA_11;2,95568775;FP;A
991;77;3;blanco_CUANT;1605;FPA;11;FPA_11;2,996073654;FP;A
560;78;3;blanco_REST;1605;FPA;11;FPA_11;2,748188027;FP;A
3158;79;3;preg_N;1605;FPA;11;FPA_11;3,499412126;FP;A
736;80;3;;1605;FPA;11;FPA_11;2,866877814;FP;A
-1;81;3;masking_nogo;1605;FPA;15;FPA_15;NA;FP;A
459;82;3;masking_go;1605;FPA;15;FPA_15;2,661812686;FP;A
4168;83;3;CNTX;1605;FPA;15;FPA_15;3,61992771;FP;A
429;84;3;PREG;1605;FPA;15;FPA_15;2,650307523;FP;A
856;85;3;blanco_CUANT;1605;FPA;15;FPA_15;2,932473765;FP;A
767;86;3;blanco_REST;1605;FPA;15;FPA_15;2,884795364;FP;A
-1;87;3;masking_nogo;1605;CNA;5;CNA_5;NA;CN;A
452;88;3;masking_go;1605;CNA;5;CNA_5;2,655138435;CN;A
2791;89;3;CNTX;1605;CNA;5;CNA_5;3,445759836;CN;A
1112;90;3;PREG;1605;CNA;5;CNA_5;3,046104787;CN;A
799;91;3;blanco_CUANT;1605;CNA;5;CNA_5;2,902546779;CN;A
422;92;3;blanco_REST;1605;CNA;5;CNA_5;2,625312451;CN;A
-1;93;3;masking_nogo;1605;FPS;19;FPS_19;NA;FP;S
362;94;3;masking_go;1605;FPS;19;FPS_19;2,558708571;FP;S
2376;95;3;CNTX;1605;FPS;19;FPS_19;3,375846436;FP;S
667;96;3;PREG;1605;FPS;19;FPS_19;2,84260924;FP;S
854;97;3;blanco_CUANT;1605;FPS;19;FPS_19;2,931457871;FP;S
991;98;3;blanco_REST;1605;FPS;19;FPS_19;2,996073654;FP;S
1267;1;3;masking_nogo;1689;FPS;17;FPS_17;3,102776615;FP;S
455;2;3;masking_go;1689;FPS;17;FPS_17;2,658011397;FP;S
1903;3;3;CNTX;1689;FPS;17;FPS_17;3,279438788;FP;S
1611;4;3;PREG;1689;FPS;17;FPS_17;3,225309282;FP;S
2439;5;3;blanco_CUANT;1689;FPS;17;FPS_17;3,3872118;FP;S
2085;6;3;blanco_REST;1689;FPS;17;FPS_17;3,319106059;FP;S
1478;7;3;masking_nogo;1689;CNA;5;CNA_5;3,169674434;CN;A
872;8;3;masking_go;1689;CNA;5;CNA_5;2,940516485;CN;A
2799;9;3;CNTX;1689;CNA;5;CNA_5;3,447002898;CN;A
1140;10;3;PREG;1689;CNA;5;CNA_5;3,056904851;CN;A
1334;11;3;blanco_CUANT;1689;CNA;5;CNA_5;3,12515583;CN;A
2224;12;3;blanco_REST;1689;CNA;5;CNA_5;3,347134783;CN;A
919;13;3;masking_nogo;1689;FPA;14;FPA_14;2,963315511;FP;A
385;14;3;masking_go;1689;FPA;14;FPA_14;2,58546073;FP;A
1726;15;3;CNTX;1689;FPA;14;FPA_14;3,237040791;FP;A
1394;16;3;PREG;1689;FPA;14;FPA_14;3,162564407;FP;A
1263;17;3;blanco_CUANT;1689;FPA;14;FPA_14;3,101403351;FP;A
1383;18;3;blanco_REST;1689;FPA;14;FPA_14;3,14082218;FP;A
824;19;3;masking_nogo;1689;FPS;18;FPS_18;2,915927212;FP;S
1746;20;3;masking_go;1689;FPS;18;FPS_18;3,242044239;FP;S
3368;21;3;CNTX;1689;FPS;18;FPS_18;3,527372083;FP;S
1041;22;3;PREG;1689;FPS;18;FPS_18;3,035829825;FP;S
2239;23;3;blanco_CUANT;1689;FPS;18;FPS_18;3,350054094;FP;S
1030;24;3;blanco_REST;1689;FPS;18;FPS_18;3,012837225;FP;S
646;25;3;masking_nogo;1689;CNA;4;CNA_4;2,810232518;CN;A
537;26;3;masking_go;1689;CNA;4;CNA_4;2,729974286;CN;A
2279;27;3;CNTX;1689;CNA;4;CNA_4;3,357744325;CN;A
1304;28;3;PREG;1689;CNA;4;CNA_4;3,115277591;CN;A
