rt;order;latinsqrn;phrase;subject;condition;idnumber;idfull;rtLog;context;quantifier
649;46;1;masking_go;4892;CNA;12;CNA_12;2,812244697;CN;A
3114;47;1;CNTX;4892;CNA;12;CNA_12;3,493318608;CN;A
922;48;1;PREG;4892;CNA;12;CNA_12;2,964730921;CN;A
2236;49;1;blanco_CUANT;4892;CNA;12;CNA_12;3,349471799;CN;A
974;50;1;blanco_REST;4892;CNA;12;CNA_12;2,988558957;CN;A
7538;51;1;preg_Y;4892;CNA;12;CNA_12;3,877256133;CN;A
2750;52;1;;4892;CNA;12;CNA_12;3,439332694;CN;A
1348;53;1;masking_nogo;4892;FPA;4;FPA_4;3,129689892;FP;A
1179;54;1;masking_go;4892;FPA;4;FPA_4;3,071513805;FP;A
2210;55;1;CNTX;4892;FPA;4;FPA_4;3,344392274;FP;A
1008;56;1;PREG;4892;FPA;4;FPA_4;3,021602716;FP;A
1282;57;1;blanco_CUANT;4892;FPA;4;FPA_4;3,107888025;FP;A
980;58;1;blanco_REST;4892;FPA;4;FPA_4;2,991226076;FP;A
-1;59;1;masking_nogo;4892;CNA;14;CNA_14;NA;CN;A
2573;60;1;masking_go;4892;CNA;14;CNA_14;3,410439786;CN;A
5064;61;1;CNTX;4892;CNA;14;CNA_14;3,704493697;CN;A
1864;62;1;PREG;4892;CNA;14;CNA_14;3,270445908;CN;A
846;63;1;blanco_CUANT;4892;CNA;14;CNA_14;2,927370363;CN;A
1599;64;1;blanco_REST;4892;CNA;14;CNA_14;3,203848464;CN;A
734;65;1;masking_nogo;4892;FPA;2;FPA_2;2,86569606;FP;A
1444;66;1;masking_go;4892;FPA;2;FPA_2;3,159567193;FP;A
3626;67;1;CNTX;4892;FPA;2;FPA_2;3,5594278;FP;A
791;68;1;PREG;4892;FPA;2;FPA_2;2,916453949;FP;A
1264;69;1;blanco_CUANT;4892;FPA;2;FPA_2;3,101747074;FP;A
1566;70;1;blanco_REST;4892;FPA;2;FPA_2;3,194791758;FP;A
3608;71;1;preg_N;4892;FPA;2;FPA_2;3,557266529;FP;A
2499;72;1;;4892;FPA;2;FPA_2;3,397766256;FP;A
-1;73;1;masking_nogo;4892;FPS;7;FPS_7;NA;FP;S
394;74;1;masking_go;4892;FPS;7;FPS_7;2,595496222;FP;S
1936;75;1;CNTX;4892;FPS;7;FPS_7;3,286905353;FP;S
901;76;1;PREG;4892;FPS;7;FPS_7;2,973127854;FP;S
1298;77;1;blanco_CUANT;4892;FPS;7;FPS_7;3,113274692;FP;S
779;78;1;blanco_REST;4892;FPS;7;FPS_7;2,891537458;FP;S
541;79;1;masking_nogo;4892;FPA;5;FPA_5;2,733197265;FP;A
482;80;1;masking_go;4892;FPA;5;FPA_5;2,683047038;FP;A
2628;81;1;CNTX;4892;FPA;5;FPA_5;3,419625361;FP;A
905;82;1;PREG;4892;FPA;5;FPA_5;2,974971994;FP;A
1676;83;1;blanco_CUANT;4892;FPA;5;FPA_5;3,224274014;FP;A
1732;84;1;blanco_REST;4892;FPA;5;FPA_5;3,238547888;FP;A
-1;85;1;masking_nogo;4892;CNA;15;CNA_15;NA;CN;A
538;86;1;masking_go;4892;CNA;15;CNA_15;2,730782276;CN;A
3310;87;1;CNTX;4892;CNA;15;CNA_15;3,519827994;CN;A
753;88;1;PREG;4892;CNA;15;CNA_15;2,876794976;CN;A
1347;89;1;blanco_CUANT;4892;CNA;15;CNA_15;3,129367596;CN;A
1621;90;1;blanco_REST;4892;CNA;15;CNA_15;3,209783015;CN;A
3124;91;1;preg_N;4892;CNA;15;CNA_15;3,494711025;CN;A
2568;92;1;;4892;CNA;15;CNA_15;3,409595019;CN;A
-1;93;1;masking_nogo;4892;FPS;10;FPS_10;NA;FP;S
902;94;1;masking_go;4892;FPS;10;FPS_10;2,955206538;FP;S
2324;95;1;CNTX;4892;FPS;10;FPS_10;3,366236124;FP;S
910;96;1;PREG;4892;FPS;10;FPS_10;2,977266212;FP;S
1324;97;1;blanco_CUANT;4892;FPS;10;FPS_10;3,121887985;FP;S
845;98;1;blanco_REST;4892;FPS;10;FPS_10;2,926856709;FP;S
844;1;1;masking_nogo;5114;FPA;5;FPA_5;2,926342447;FP;A
796;2;1;masking_go;5114;FPA;5;FPA_5;2,900913068;FP;A
3852;3;1;CNTX;5114;FPA;5;FPA_5;3,585686278;FP;A
629;4;1;PREG;5114;FPA;5;FPA_5;2,816903839;FP;A
1360;5;1;blanco_CUANT;5114;FPA;5;FPA_5;3,133538908;FP;A
1350;6;1;blanco_REST;5114;FPA;5;FPA_5;3,130333768;FP;A
646;7;1;masking_nogo;5114;CNA;13;CNA_13;2,810232518;CN;A
84;8;1;masking_go;5114;CNA;13;CNA_13;1,924279286;CN;A
4778;9;1;CNTX;5114;CNA;13;CNA_13;3,679246145;CN;A
789;10;1;PREG;5114;CNA;13;CNA_13;2,897077003;CN;A
736;11;1;blanco_CUANT;5114;CNA;13;CNA_13;2,866877814;CN;A
962;12;1;blanco_REST;5114;CNA;13;CNA_13;2,983175072;CN;A
660;13;1;masking_nogo;5114;FPS;10;FPS_10;2,819543936;FP;S
1046;14;1;masking_go;5114;FPS;10;FPS_10;3,019531685;FP;S
7240;15;1;CNTX;5114;FPS;10;FPS_10;3,859738566;FP;S
4055;16;1;PREG;5114;FPS;10;FPS_10;3,626134979;FP;S
944;17;1;blanco_CUANT;5114;FPS;10;FPS_10;2,974971994;FP;S
772;18;1;blanco_REST;5114;FPS;10;FPS_10;2,8876173;FP;S
682;19;1;masking_nogo;5114;FPA;3;FPA_3;2,833784375;FP;A
1392;20;1;masking_go;5114;FPA;3;FPA_3;3,143639235;FP;A
7160;21;1;CNTX;5114;FPA;3;FPA_3;3,854913022;FP;A
746;22;1;PREG;5114;FPA;3;FPA_3;2,890979597;FP;A
906;23;1;blanco_CUANT;5114;FPA;3;FPA_3;2,957128198;FP;A
1256;24;1;blanco_REST;5114;FPA;3;FPA_3;3,098989639;FP;A
1432;25;1;masking_nogo;5114;CNA;15;CNA_15;3,155943018;CN;A
1050;26;1;masking_go;5114;CNA;15;CNA_15;3,021189299;CN;A
8080;27;1;CNTX;5114;CNA;15;CNA_15;3,907411361;CN;A
700;28;1;PREG;5114;CNA;15;CNA_15;2,84509804;CN;A
1376;29;1;blanco_CUANT;5114;CNA;15;CNA_15;3,138618434;CN;A
1848;30;1;blanco_REST;5114;CNA;15;CNA_15;3,266701967;CN;A
1468;31;1;preg_N;5114;CNA;15;CNA_15;3,166726056;CN;A
1248;32;1;;5114;CNA;15;CNA_15;3,096214585;CN;A
924;33;1;masking_nogo;5114;FPS;8;FPS_8;2,965671971;FP;S
614;34;1;masking_go;5114;FPS;8;FPS_8;2,788168371;FP;S
1712;35;1;CNTX;5114;FPS;8;FPS_8;3,23350376;FP;S
606;36;1;PREG;5114;FPS;8;FPS_8;2,800717078;FP;S
884;37;1;blanco_CUANT;5114;FPS;8;FPS_8;2,946452265;FP;S
490;38;1;blanco_REST;5114;FPS;8;FPS_8;2,69019608;FP;S
508;39;1;masking_nogo;5114;FPA;2;FPA_2;2,705863712;FP;A
556;40;1;masking_go;5114;FPA;2;FPA_2;2,745074792;FP;A
1420;41;1;CNTX;5114;FPA;2;FPA_2;3,152288344;FP;A
512;42;1;PREG;5114;FPA;2;FPA_2;2,727541257;FP;A
1826;43;1;blanco_CUANT;5114;FPA;2;FPA_2;3,261500773;FP;A
522;44;1;blanco_REST;5114;FPA;2;FPA_2;2,717670503;FP;A
3004;45;1;preg_N;5114;FPA;2;FPA_2;3,477699928;FP;A
728;46;1;;5114;FPA;2;FPA_2;2,862131379;FP;A
732;47;1;masking_nogo;5114;FPS;6;FPS_6;2,864511081;FP;S
760;48;1;masking_go;5114;FPS;6;FPS_6;2,880813592;FP;S
11292;49;1;CNTX;5114;FPS;6;FPS_6;4,052770869;FP;S
1070;50;1;PREG;5114;FPS;6;FPS_6;3,047664195;FP;S
1410;51;1;blanco_CUANT;5114;FPS;6;FPS_6;3,149219113;FP;S
702;52;1;blanco_REST;5114;FPS;6;FPS_6;2,846337112;FP;S
630;53;1;masking_nogo;5114;CNA;11;CNA_11;2,799340549;CN;A
740;54;1;masking_go;5114;CNA;11;CNA_11;2,86923172;CN;A
4120;55;1;CNTX;5114;CNA;11;CNA_11;3,614897216;CN;A
1701;56;1;PREG;5114;CNA;11;CNA_11;3,230704314;CN;A
1046;57;1;blanco_CUANT;5114;CNA;11;CNA_11;3,019531685;CN;A
926;58;1;blanco_REST;5114;CNA;11;CNA_11;2,966610987;CN;A
974;59;1;masking_nogo;5114;FPA;4;FPA_4;2,988558957;FP;A
702;60;1;masking_go;5114;FPA;4;FPA_4;2,846337112;FP;A
4296;61;1;CNTX;5114;FPA;4;FPA_4;3,633064273;FP;A
792;62;1;PREG;5114;FPA;4;FPA_4;2,916980047;FP;A
3696;63;1;blanco_CUANT;5114;FPA;4;FPA_4;3,567731963;FP;A
816;64;1;blanco_REST;5114;FPA;4;FPA_4;2,911690159;FP;A
746;65;1;masking_nogo;5114;CNA;12;CNA_12;2,872738827;CN;A
74;66;1;masking_go;5114;CNA;12;CNA_12;1,86923172;CN;A
2376;67;1;CNTX;5114;CNA;12;CNA_12;3,375846436;CN;A
770;68;1;PREG;5114;CNA;12;CNA_12;2,886490725;CN;A
1184;69;1;blanco_CUANT;5114;CNA;12;CNA_12;3,073351702;CN;A
666;70;1;blanco_REST;5114;CNA;12;CNA_12;2,823474229;CN;A
1612;71;1;preg_Y;5114;CNA;12;CNA_12;3,207365037;CN;A
906;72;1;;5114;CNA;12;CNA_12;2,957128198;CN;A
848;73;1;masking_nogo;5114;FPS;9;FPS_9;2,928395852;FP;S
518;74;1;masking_go;5114;FPS;9;FPS_9;2,71432976;FP;S
1398;75;1;CNTX;5114;FPS;9;FPS_9;3,145507171;FP;S
779;76;1;PREG;5114;FPS;9;FPS_9;2,909556029;FP;S
906;77;1;blanco_CUANT;5114;FPS;9;FPS_9;2,957128198;FP;S
642;78;1;blanco_REST;5114;FPS;9;FPS_9;2,807535028;FP;S
680;79;1;masking_nogo;5114;CNA;14;CNA_14;2,832508913;CN;A
682;80;1;masking_go;5114;CNA;14;CNA_14;2,833784375;CN;A
1866;81;1;CNTX;5114;CNA;14;CNA_14;3,270911639;CN;A
787;82;1;PREG;5114;CNA;14;CNA_14;2,895974732;CN;A
766;83;1;blanco_CUANT;5114;CNA;14;CNA_14;2,88422877;CN;A
954;84;1;blanco_REST;5114;CNA;14;CNA_14;2,979548375;CN;A
948;85;1;masking_nogo;5114;FPS;7;FPS_7;2,976808337;FP;S
726;86;1;masking_go;5114;FPS;7;FPS_7;2,860936621;FP;S
2806;87;1;CNTX;5114;FPS;7;FPS_7;3,448087667;FP;S
746;88;1;PREG;5114;FPS;7;FPS_7;2,890979597;FP;S
910;89;1;blanco_CUANT;5114;FPS;7;FPS_7;2,959041392;FP;S
1120;90;1;blanco_REST;5114;FPS;7;FPS_7;3,049218023;FP;S
878;91;1;masking_nogo;5114;FPA;1;FPA_1;2,943494516;FP;A
496;92;1;masking_go;5114;FPA;1;FPA_1;2,695481676;FP;A
1966;93;1;CNTX;5114;FPA;1;FPA_1;3,293583513;FP;A
625;94;1;PREG;5114;FPA;1;FPA_1;2,814247596;FP;A
2254;95;1;blanco_CUANT;5114;FPA;1;FPA_1;3,352953912;FP;A
954;96;1;blanco_REST;5114;FPA;1;FPA_1;2,979548375;FP;A
1422;97;1;preg_Y;5114;FPA;1;FPA_1;3,152899596;FP;A
766;98;1;;5114;FPA;1;FPA_1;2,88422877;FP;A
720;1;1;masking_nogo;5330;FPA;4;FPA_4;2,857332496;FP;A
567;2;1;masking_go;5330;FPA;4;FPA_4;2,753583059;FP;A
3799;3;1;CNTX;5330;FPA;4;FPA_4;3,579669294;FP;A
1250;4;1;PREG;5330;FPA;4;FPA_4;3,114944416;FP;A
1938;5;1;blanco_CUANT;5330;FPA;4;FPA_4;3,287353773;FP;A
1376;6;1;blanco_REST;5330;FPA;4;FPA_4;3,138618434;FP;A
617;7;1;masking_nogo;5330;CNA;13;CNA_13;2,790285164;CN;A
545;8;1;masking_go;5330;CNA;13;CNA_13;2,736396502;CN;A
4237;9;1;CNTX;5330;CNA;13;CNA_13;3,627058464;CN;A
1371;10;1;PREG;5330;CNA;13;CNA_13;3,137037455;CN;A
890;11;1;blanco_CUANT;5330;CNA;13;CNA_13;2,949390007;CN;A
1603;12;1;blanco_REST;5330;CNA;13;CNA_13;3,204933522;CN;A
537;13;1;masking_nogo;5330;FPS;10;FPS_10;2,729974286;FP;S
2127;14;1;masking_go;5330;FPS;10;FPS_10;3,32776749;FP;S
2861;15;1;CNTX;5330;FPS;10;FPS_10;3,456517858;FP;S
1964;16;1;PREG;5330;FPS;10;FPS_10;3,311329952;FP;S
1277;17;1;blanco_CUANT;5330;FPS;10;FPS_10;3,106190897;FP;S
1326;18;1;blanco_REST;5330;FPS;10;FPS_10;3,122543524;FP;S
574;19;1;masking_nogo;5330;FPA;5;FPA_5;2,758911892;FP;A
526;20;1;masking_go;5330;FPA;5;FPA_5;2,720985744;FP;A
3158;21;1;CNTX;5330;FPA;5;FPA_5;3,499412126;FP;A
654;22;1;PREG;5330;FPA;5;FPA_5;2,833784375;FP;A
868;23;1;blanco_CUANT;5330;FPA;5;FPA_5;2,938519725;FP;A
1269;24;1;blanco_REST;5330;FPA;5;FPA_5;3,103461622;FP;A
2049;25;1;masking_nogo;5330;FPS;8;FPS_8;3,311541958;FP;S
514;26;1;masking_go;5330;FPS;8;FPS_8;2,710963119;FP;S
10619;27;1;CNTX;5330;FPS;8;FPS_8;4,026083621;FP;S
893;28;1;PREG;5330;FPS;8;FPS_8;2,968949681;FP;S
1345;29;1;blanco_CUANT;5330;FPS;8;FPS_8;3,128722284;FP;S
1442;30;1;blanco_REST;5330;FPS;8;FPS_8;3,15896526;FP;S
1333;31;1;masking_nogo;5330;CNA;11;CNA_11;3,124830149;CN;A
916;32;1;masking_go;5330;CNA;11;CNA_11;2,961895474;CN;A
4175;33;1;CNTX;5330;CNA;11;CNA_11;3,62065648;CN;A
730;34;1;PREG;5330;CNA;11;CNA_11;2,86332286;CN;A
1494;35;1;blanco_CUANT;5330;CNA;11;CNA_11;3,174350597;CN;A
3160;36;1;blanco_REST;5330;CNA;11;CNA_11;3,499687083;CN;A
667;37;1;masking_nogo;5330;CNA;14;CNA_14;2,824125834;CN;A
446;38;1;masking_go;5330;CNA;14;CNA_14;2,649334859;CN;A
5351;39;1;CNTX;5330;CNA;14;CNA_14;3,728434951;CN;A
1147;40;1;PREG;5330;CNA;14;CNA_14;3,059563418;CN;A
937;41;1;blanco_CUANT;5330;CNA;14;CNA_14;2,971739591;CN;A
1135;42;1;blanco_REST;5330;CNA;14;CNA_14;3,054995862;CN;A
1319;43;1;masking_nogo;5330;FPA;2;FPA_2;3,120244796;FP;A
533;44;1;masking_go;5330;FPA;2;FPA_2;2,726727209;FP;A
1906;45;1;CNTX;5330;FPA;2;FPA_2;3,280122896;FP;A
652;46;1;PREG;5330;FPA;2;FPA_2;2,832508913;FP;A
1079;47;1;blanco_CUANT;5330;FPA;2;FPA_2;3,033021445;FP;A
842;48;1;blanco_REST;5330;FPA;2;FPA_2;2,925312091;FP;A
6330;49;1;preg_N;5330;FPA;2;FPA_2;3,80140371;FP;A
806;50;1;;5330;FPA;2;FPA_2;2,906335042;FP;A
1058;51;1;masking_nogo;5330;FPS;6;FPS_6;3,024485668;FP;S
485;52;1;masking_go;5330;FPS;6;FPS_6;2,685741739;FP;S
10850;53;1;CNTX;5330;FPS;6;FPS_6;4,035429738;FP;S
1594;54;1;PREG;5330;FPS;6;FPS_6;3,220631019;FP;S
4229;55;1;blanco_CUANT;5330;FPS;6;FPS_6;3,626237685;FP;S
1305;56;1;blanco_REST;5330;FPS;6;FPS_6;3,115610512;FP;S
639;57;1;masking_nogo;5330;FPA;1;FPA_1;2,805500858;FP;A
897;58;1;masking_go;5330;FPA;1;FPA_1;2,952792443;FP;A
3660;59;1;CNTX;5330;FPA;1;FPA_1;3,563481085;FP;A
974;60;1;PREG;5330;FPA;1;FPA_1;3,006893708;FP;A
2247;61;1;blanco_CUANT;5330;FPA;1;FPA_1;3,351603072;FP;A
2087;62;1;blanco_REST;5330;FPA;1;FPA_1;3,319522449;FP;A
4316;63;1;preg_Y;5330;FPA;1;FPA_1;3,635081436;FP;A
1301;64;1;;5330;FPA;1;FPA_1;3,114277297;FP;A
592;65;1;masking_nogo;5330;FPS;9;FPS_9;2,772321707;FP;S
598;66;1;masking_go;5330;FPS;9;FPS_9;2,776701184;FP;S
6929;67;1;CNTX;5330;FPS;9;FPS_9;3,840670561;FP;S
2146;68;1;PREG;5330;FPS;9;FPS_9;3,349860082;FP;S
1075;69;1;blanco_CUANT;5330;FPS;9;FPS_9;3,031408464;FP;S
716;70;1;blanco_REST;5330;FPS;9;FPS_9;2,854913022;FP;S
702;71;1;masking_nogo;5330;CNA;12;CNA_12;2,846337112;CN;A
481;72;1;masking_go;5330;CNA;12;CNA_12;2,682145076;CN;A
2436;73;1;CNTX;5330;CNA;12;CNA_12;3,386677284;CN;A
699;74;1;PREG;5330;CNA;12;CNA_12;2,844477176;CN;A
1346;75;1;blanco_CUANT;5330;CNA;12;CNA_12;3,12904506;CN;A
1563;76;1;blanco_REST;5330;CNA;12;CNA_12;3,193958978;CN;A
2789;77;1;preg_Y;5330;CNA;12;CNA_12;3,445448514;CN;A
634;78;1;;5330;CNA;12;CNA_12;2,802089258;CN;A
1058;79;1;masking_nogo;5330;FPA;3;FPA_3;3,024485668;FP;A
399;80;1;masking_go;5330;FPA;3;FPA_3;2,600972896;FP;A
4386;81;1;CNTX;5330;FPA;3;FPA_3;3,642068627;FP;A
1229;82;1;PREG;5330;FPA;3;FPA_3;3,107888025;FP;A
1866;83;1;blanco_CUANT;5330;FPA;3;FPA_3;3,270911639;FP;A
946;84;1;blanco_REST;5330;FPA;3;FPA_3;2,975891136;FP;A
670;85;1;masking_nogo;5330;CNA;15;CNA_15;2,826074803;CN;A
460;86;1;masking_go;5330;CNA;15;CNA_15;2,662757832;CN;A
3782;87;1;CNTX;5330;CNA;15;CNA_15;3,577721525;CN;A
771;88;1;PREG;5330;CNA;15;CNA_15;2,887054378;CN;A
1773;89;1;blanco_CUANT;5330;CNA;15;CNA_15;3,248708736;CN;A
1247;90;1;blanco_REST;5330;CNA;15;CNA_15;3,095866453;CN;A
2366;91;1;preg_N;5330;CNA;15;CNA_15;3,37401474;CN;A
1333;92;1;;5330;CNA;15;CNA_15;3,124830149;CN;A
753;93;1;masking_nogo;5330;FPS;7;FPS_7;2,876794976;FP;S
651;94;1;masking_go;5330;FPS;7;FPS_7;2,813580989;FP;S
1274;95;1;CNTX;5330;FPS;7;FPS_7;3,105169428;FP;S
1523;96;1;PREG;5330;FPS;7;FPS_7;3,200850498;FP;S
979;97;1;blanco_CUANT;5330;FPS;7;FPS_7;2,990782692;FP;S
913;98;1;blanco_REST;5330;FPS;7;FPS_7;2,960470778;FP;S
-1;1;1;masking_nogo;5608;CNA;14;CNA_14;NA;CN;A
1025;2;1;masking_go;5608;CNA;14;CNA_14;3,010723865;CN;A
3967;3;1;CNTX;5608;CNA;14;CNA_14;3,5984622;CN;A
1376;4;1;PREG;5608;CNA;14;CNA_14;3,138618434;CN;A
1284;5;1;blanco_CUANT;5608;CNA;14;CNA_14;3,108565024;CN;A
3030;6;1;blanco_REST;5608;CNA;14;CNA_14;3,481442629;CN;A
-1;7;1;masking_nogo;5608;FPA;3;FPA_3;NA;FP;A
530;8;1;masking_go;5608;FPA;3;FPA_3;2,72427587;FP;A
3680;9;1;CNTX;5608;FPA;3;FPA_3;3,565847819;FP;A
1166;10;1;PREG;5608;FPA;3;FPA_3;3,084933575;FP;A
1576;11;1;blanco_CUANT;5608;FPA;3;FPA_3;3,197556213;FP;A
2500;12;1;blanco_REST;5608;FPA;3;FPA_3;3,397940009;FP;A
-1;13;1;masking_nogo;5608;FPS;8;FPS_8;NA;FP;S
542;14;1;masking_go;5608;FPS;8;FPS_8;2,733999287;FP;S
3255;15;1;CNTX;5608;FPS;8;FPS_8;3,512550993;FP;S
1841;16;1;PREG;5608;FPS;8;FPS_8;3,283301229;FP;S
3665;17;1;blanco_CUANT;5608;FPS;8;FPS_8;3,564073979;FP;S
993;18;1;blanco_REST;5608;FPS;8;FPS_8;2,996949248;FP;S
-1;19;1;masking_nogo;5608;FPS;7;FPS_7;NA;FP;S
450;20;1;masking_go;5608;FPS;7;FPS_7;2,653212514;FP;S
1665;21;1;CNTX;5608;FPS;7;FPS_7;3,221414238;FP;S
871;22;1;PREG;5608;FPS;7;FPS_7;2,958085849;FP;S
1007;23;1;blanco_CUANT;5608;FPS;7;FPS_7;3,003029471;FP;S
981;24;1;blanco_REST;5608;FPS;7;FPS_7;2,991669007;FP;S
-1;25;1;masking_nogo;5608;FPA;1;FPA_1;NA;FP;A
720;26;1;masking_go;5608;FPA;1;FPA_1;2,857332496;FP;A
4158;27;1;CNTX;5608;FPA;1;FPA_1;3,618884485;FP;A
1557;28;1;PREG;5608;FPA;1;FPA_1;3,210586025;FP;A
3370;29;1;blanco_CUANT;5608;FPA;1;FPA_1;3,527629901;FP;A
1179;30;1;blanco_REST;5608;FPA;1;FPA_1;3,071513805;FP;A
4519;31;1;preg_Y;5608;FPA;1;FPA_1;3,655042341;FP;A
5787;32;1;;5608;FPA;1;FPA_1;3,762453482;FP;A
-1;33;1;masking_nogo;5608;CNA;13;CNA_13;NA;CN;A
550;34;1;masking_go;5608;CNA;13;CNA_13;2,740362689;CN;A
2309;35;1;CNTX;5608;CNA;13;CNA_13;3,363423933;CN;A
2109;36;1;PREG;5608;CNA;13;CNA_13;3,32407658;CN;A
793;37;1;blanco_CUANT;5608;CNA;13;CNA_13;2,899273187;CN;A
2257;38;1;blanco_REST;5608;CNA;13;CNA_13;3,353531559;CN;A
-1;39;1;masking_nogo;5608;FPA;2;FPA_2;NA;FP;A
713;40;1;masking_go;5608;FPA;2;FPA_2;2,85308953;FP;A
3107;41;1;CNTX;5608;FPA;2;FPA_2;3,492341253;FP;A
1952;42;1;PREG;5608;FPA;2;FPA_2;3,308564414;FP;A
942;43;1;blanco_CUANT;5608;FPA;2;FPA_2;2,974050903;FP;A
836;44;1;blanco_REST;5608;FPA;2;FPA_2;2,922206277;FP;A
2983;45;1;preg_N;5608;FPA;2;FPA_2;3,474653253;FP;A
4681;46;1;;5608;FPA;2;FPA_2;3,670338641;FP;A
-1;47;1;masking_nogo;5608;CNA;11;CNA_11;NA;CN;A
2880;48;1;masking_go;5608;CNA;11;CNA_11;3,459392488;CN;A
2479;49;1;CNTX;5608;CNA;11;CNA_11;3,394276527;CN;A
669;50;1;PREG;5608;CNA;11;CNA_11;2,825426118;CN;A
1813;51;1;blanco_CUANT;5608;CNA;11;CNA_11;3,258397804;CN;A
1838;52;1;blanco_REST;5608;CNA;11;CNA_11;3,264345507;CN;A
-1;53;1;masking_nogo;5608;FPS;6;FPS_6;NA;FP;S
670;54;1;masking_go;5608;FPS;6;FPS_6;2,826074803;FP;S
2996;55;1;CNTX;5608;FPS;6;FPS_6;3,476541809;FP;S
1237;56;1;PREG;5608;FPS;6;FPS_6;3,11058971;FP;S
1226;57;1;blanco_CUANT;5608;FPS;6;FPS_6;3,08849047;FP;S
766;58;1;blanco_REST;5608;FPS;6;FPS_6;2,88422877;FP;S
677;59;1;masking_nogo;5608;FPA;4;FPA_4;2,830588669;FP;A
535;60;1;masking_go;5608;FPA;4;FPA_4;2,728353782;FP;A
4009;61;1;CNTX;5608;FPA;4;FPA_4;3,603036056;FP;A
901;62;1;PREG;5608;FPA;4;FPA_4;2,973127854;FP;A
2096;63;1;blanco_CUANT;5608;FPA;4;FPA_4;3,321391278;FP;A
1315;64;1;blanco_REST;5608;FPA;4;FPA_4;3,118925753;FP;A
-1;65;1;masking_nogo;5608;FPS;10;FPS_10;NA;FP;S
592;66;1;masking_go;5608;FPS;10;FPS_10;2,772321707;FP;S
1869;67;1;CNTX;5608;FPS;10;FPS_10;3,271609301;FP;S
1134;68;1;PREG;5608;FPS;10;FPS_10;3,072617477;FP;S
1654;69;1;blanco_CUANT;5608;FPS;10;FPS_10;3,218535505;FP;S
938;70;1;blanco_REST;5608;FPS;10;FPS_10;2,972202838;FP;S
-1;71;1;masking_nogo;5608;CNA;15;CNA_15;NA;CN;A
552;72;1;masking_go;5608;CNA;15;CNA_15;2,741939078;CN;A
2508;73;1;CNTX;5608;CNA;15;CNA_15;3,399327532;CN;A
1150;74;1;PREG;5608;CNA;15;CNA_15;3,06069784;CN;A
1990;75;1;blanco_CUANT;5608;CNA;15;CNA_15;3,298853076;CN;A
2235;76;1;blanco_REST;5608;CNA;15;CNA_15;3,349277527;CN;A
2627;77;1;preg_N;5608;CNA;15;CNA_15;3,419460073;CN;A
1412;78;1;;5608;CNA;15;CNA_15;3,149834697;CN;A
-1;79;1;masking_nogo;5608;FPS;9;FPS_9;NA;FP;S
415;80;1;masking_go;5608;FPS;9;FPS_9;2,618048097;FP;S
1883;81;1;CNTX;5608;FPS;9;FPS_9;3,27485032;FP;S
1162;82;1;PREG;5608;FPS;9;FPS_9;3,08350262;FP;S
1187;83;1;blanco_CUANT;5608;FPS;9;FPS_9;3,074450719;FP;S
861;84;1;blanco_REST;5608;FPS;9;FPS_9;2,935003151;FP;S
-1;85;1;masking_nogo;5608;CNA;12;CNA_12;NA;CN;A
555;86;1;masking_go;5608;CNA;12;CNA_12;2,744292983;CN;A
3974;87;1;CNTX;5608;CNA;12;CNA_12;3,599227863;CN;A
856;88;1;PREG;5608;CNA;12;CNA_12;2,932473765;CN;A
2193;89;1;blanco_CUANT;5608;CNA;12;CNA_12;3,341038632;CN;A
1305;90;1;blanco_REST;5608;CNA;12;CNA_12;3,115610512;CN;A
2754;91;1;preg_Y;5608;CNA;12;CNA_12;3,439963936;CN;A
4123;92;1;;5608;CNA;12;CNA_12;3,615213335;CN;A
-1;93;1;masking_nogo;5608;FPA;5;FPA_5;NA;FP;A
621;94;1;masking_go;5608;FPA;5;FPA_5;2,7930916;FP;A
4724;95;1;CNTX;5608;FPA;5;FPA_5;3,674309889;FP;A
723;96;1;PREG;5608;FPA;5;FPA_5;2,877371346;FP;A
1589;97;1;blanco_CUANT;5608;FPA;5;FPA_5;3,201123897;FP;A
739;98;1;blanco_REST;5608;FPA;5;FPA_5;2,868644438;FP;A
-1;1;1;masking_nogo;5648;CNA;12;CNA_12;NA;CN;A
1268;2;1;masking_go;5648;CNA;12;CNA_12;3,103119254;CN;A
7216;3;1;CNTX;5648;CNA;12;CNA_12;3,858296525;CN;A
2612;4;1;PREG;5648;CNA;12;CNA_12;3,416973173;CN;A
3101;5;1;blanco_CUANT;5648;CNA;12;CNA_12;3,491501766;CN;A
4192;6;1;blanco_REST;5648;CNA;12;CNA_12;3,622421274;CN;A
8903;7;1;preg_Y;5648;CNA;12;CNA_12;3,949536373;CN;A
2140;8;1;;5648;CNA;12;CNA_12;3,330413773;CN;A
493;9;1;masking_nogo;5648;FPA;3;FPA_3;2,692846919;FP;A
380;10;1;masking_go;5648;FPA;3;FPA_3;2,579783597;FP;A
5140;11;1;CNTX;5648;FPA;3;FPA_3;3,710963119;FP;A
1597;12;1;PREG;5648;FPA;3;FPA_3;3,221414238;FP;A
2624;13;1;blanco_CUANT;5648;FPA;3;FPA_3;3,418963831;FP;A
5178;14;1;blanco_REST;5648;FPA;3;FPA_3;3,714162046;FP;A
-1;15;1;masking_nogo;5648;FPS;6;FPS_6;NA;FP;S
404;16;1;masking_go;5648;FPS;6;FPS_6;2,606381365;FP;S
4870;17;1;CNTX;5648;FPS;6;FPS_6;3,687528961;FP;S
