subject;index;acceptability;condition;idnumber
62;24;5;CNS;1
62;28;4;FPA;3
62;30;5;FPS;11
62;38;6;CNA;13
62;40;6;FPS;13
62;44;1;FPA;2
62;48;1;CNS;2
62;50;3;CNA;15
62;54;3;FPA;5
62;56;4;FPS;14
62;66;3;FPS;12
62;68;1;CNS;5
62;70;4;CNA;12
62;72;4;FPA;4
62;82;0;FPS;15
62;90;4;CNA;11
62;92;2;FPA;1
62;94;4;CNS;4
63;22;5;FPA;1
63;24;0;CNS;5
63;26;2;CNA;14
63;28;4;FPS;12
63;38;6;CNS;4
63;40;0;CNA;11
63;42;6;FPA;4
63;44;0;FPS;11
63;52;3;FPA;3
63;58;3;FPS;13
63;60;5;CNA;15
63;62;1;CNS;2
63;66;3;CNS;1
63;68;4;FPA;5
63;70;6;CNA;12
63;78;1;FPS;14
63;80;1;FPA;2
63;82;0;CNA;13
63;88;1;CNS;3
63;90;2;FPS;15
64;18;4;FPA;3
64;20;4;FPS;13
64;30;4;CNA;13
64;32;4;FPS;12
64;34;2;CNS;2
64;44;3;CNA;12
64;46;4;FPA;1
64;52;2;CNS;5
64;54;2;FPA;2
64;56;1;CNA;14
64;62;2;FPS;15
64;70;2;CNA;15
64;74;3;FPA;5
64;76;2;CNS;1
64;78;2;FPS;14
64;82;4;FPS;11
64;86;5;FPA;4
64;88;5;CNS;4
64;92;1;CNA;11
65;16;6;CNS;4
65;24;6;FPA;4
65;30;6;FPS;11
65;32;2;FPS;14
65;34;0;CNA;14
65;46;3;CNS;3
65;54;5;FPA;2
65;58;0;CNS;1
65;60;6;CNA;12
65;66;4;CNA;13
65;70;5;FPS;13
65;72;6;FPA;1
65;74;0;CNS;2
65;80;6;CNA;15
65;84;5;FPA;5
65;88;5;FPS;15
65;90;2;CNS;5
66;18;6;FPS;18
66;20;2;CNS;6
66;24;6;FPA;7
66;26;5;CNA;19
66;34;5;FPA;8
66;38;4;FPS;19
66;42;2;CNS;10
66;44;5;CNA;16
66;52;6;FPA;9
66;54;5;CNA;17
66;56;4;FPS;17
66;58;0;CNS;8
66;66;5;CNA;18
66;72;5;FPS;16
66;78;6;FPA;6
66;80;5;CNS;7
66;82;5;FPS;20
66;84;6;FPA;10
66;90;4;CNA;20
67;18;1;CNA;19
67;20;5;CNS;8
67;24;5;FPS;20
67;26;2;FPA;9
67;34;4;FPS;19
67;38;0;CNS;6
67;40;3;FPA;10
67;44;3;CNA;20
67;48;5;CNA;17
67;50;1;CNS;7
67;56;4;FPA;6
67;60;2;FPS;17
67;64;4;FPS;16
67;68;2;CNA;16
67;76;5;FPA;8
67;78;3;CNS;10
67;82;3;CNA;18
67;88;5;FPS;18
67;92;5;CNS;9
67;94;5;FPA;7
68;16;5;FPS;18
68;32;3;FPA;10
68;34;4;CNA;16
68;40;5;CNS;8
68;44;5;FPS;16
68;48;6;FPS;19
68;54;5;CNS;7
68;60;2;CNA;20
68;68;5;CNA;19
68;72;2;CNS;9
68;74;0;FPS;17
68;76;4;FPA;7
68;80;4;CNA;17
68;82;0;CNS;10
68;88;2;FPS;20
68;90;6;FPA;8
69;20;6;FPS;20
69;26;4;CNS;6
69;28;6;FPA;9
69;30;6;CNA;17
69;32;6;FPS;19
69;38;6;FPA;8
69;42;6;CNS;8
69;46;6;CNA;16
69;48;6;FPA;7
69;50;4;CNA;20
69;58;5;CNS;10
69;60;5;FPS;18
69;72;6;CNA;19
69;74;6;CNS;7
69;76;5;FPA;6
69;78;6;FPS;16
69;84;6;FPA;10
69;88;4;FPS;17
69;92;5;CNA;18
69;94;6;CNS;9
70;16;6;CNS;10
70;22;6;FPS;18
70;26;6;CNA;18
70;32;5;CNS;9
70;38;1;CNA;20
70;42;5;FPA;7
70;44;5;FPS;16
70;50;5;FPA;6
70;58;6;FPS;17
70;60;5;CNA;16
70;62;5;CNS;8
70;64;5;FPA;9
70;68;6;FPS;19
70;70;6;CNA;19
70;78;6;CNS;6
70;80;6;FPA;8
70;84;5;CNS;7
70;86;6;CNA;17
70;92;6;FPS;20
71;16;4;FPA;8
71;22;4;FPS;16
71;28;3;CNA;17
71;30;0;CNS;8
71;36;1;CNS;6
71;38;2;FPS;20
71;40;2;FPA;6
71;42;1;CNA;20
71;54;4;FPA;10
71;56;5;FPS;18
71;80;4;FPA;7
71;86;4;FPS;19
71;92;6;CNA;19
71;94;5;CNS;9
72;18;5;CNA;17
72;20;6;CNS;7
72;26;4;FPA;6
72;28;5;FPS;20
72;34;6;FPS;19
72;38;4;FPA;10
72;40;2;CNS;10
72;46;4;CNA;18
72;50;1;CNS;6
72;54;2;CNA;16
72;58;0;FPS;17
72;62;4;FPA;9
72;64;2;CNS;8
72;66;2;FPS;16
72;70;2;FPA;8
72;74;4;CNA;19
72;80;5;CNA;20
72;84;3;FPA;7
72;90;3;CNS;9
72;94;4;FPS;18
73;16;4;CNA;17
73;20;4;CNS;6
73;22;4;FPS;17
73;24;5;FPA;9
73;36;4;CNS;8
73;40;6;FPA;6
73;42;5;FPS;16
73;44;5;CNA;20
73;48;6;CNA;16
73;52;6;FPA;10
73;56;5;CNS;7
73;62;6;FPS;20
73;64;6;FPA;7
73;66;6;CNS;9
73;70;6;FPS;18
73;78;4;CNA;18
73;80;6;CNA;19
73;90;6;FPA;8
73;92;2;CNS;10
73;94;6;FPS;19
74;18;5;FPA;6
74;22;5;CNA;17
74;28;5;FPS;16
74;30;2;CNS;9
74;32;5;FPS;20
74;36;4;CNA;18
74;40;2;FPA;9
74;46;0;CNS;10
74;52;6;CNA;19
74;54;6;FPS;18
74;56;0;FPA;10
74;60;1;CNS;6
74;66;5;FPA;8
74;74;0;CNS;8
74;76;4;CNA;16
74;78;4;FPS;17
74;84;1;CNS;7
74;88;0;FPA;7
74;92;5;CNA;20
74;94;6;FPS;19
75;20;6;FPA;7
75;22;5;CNA;18
75;28;6;FPS;20
75;34;3;FPS;19
75;36;2;FPA;9
75;44;6;CNA;19
75;46;1;CNS;10
75;48;4;FPS;18
75;54;5;CNA;17
75;58;1;CNS;6
75;60;2;FPA;10
75;66;5;CNA;20
75;70;4;CNS;7
75;72;3;FPA;8
75;78;5;FPS;16
75;80;2;FPS;17
75;84;5;FPA;6
75;90;5;CNS;9
75;92;4;CNA;16
76;16;1;CNS;6
76;18;4;FPS;18
76;20;4;FPA;7
76;30;5;CNA;19
76;32;1;CNS;10
76;36;4;CNA;18
76;38;5;FPS;17
76;40;5;FPA;8
76;50;6;CNA;20
76;52;0;CNS;8
76;60;6;FPA;9
76;68;5;CNA;17
76;70;5;FPA;10
76;72;0;CNS;7
76;78;5;FPS;20
76;82;0;FPA;6
76;86;5;CNA;16
76;88;6;CNS;9
76;90;3;FPS;16
77;16;6;CNA;16
77;24;4;FPS;17
77;26;6;CNS;8
77;28;6;FPA;9
77;32;4;CNS;6
77;34;5;CNA;18
77;38;6;FPS;20
77;42;5;FPA;8
77;50;6;FPA;6
77;52;6;FPS;16
77;54;6;CNA;17
77;62;6;CNS;9
77;66;4;FPA;7
77;68;5;CNA;20
77;70;6;CNS;10
77;76;5;FPS;19
77;80;4;CNS;7
77;82;5;FPA;10
77;84;5;FPS;18
77;88;5;CNA;19
78;18;5;FPA;7
78;20;4;CNA;18
78;22;4;FPS;18
78;26;4;CNS;10
78;38;4;FPA;6
78;42;6;FPS;19
78;44;4;CNA;19
78;48;6;CNS;6
78;54;4;FPS;17
78;56;4;CNA;17
78;60;4;FPA;9
78;64;0;CNS;7
78;66;5;FPS;16
78;72;5;FPA;10
78;78;5;CNA;16
78;82;6;FPS;20
78;84;0;CNS;8
78;86;6;CNA;20
78;88;6;FPA;8
79;16;6;CNA;16
79;18;5;FPA;6
79;28;4;CNS;6
79;30;3;FPS;16
79;32;2;CNS;10
79;42;5;CNA;19
79;46;5;FPA;8
79;54;1;CNS;9
79;56;5;FPA;9
79;60;5;FPS;20
79;62;3;CNA;20
79;70;5;FPS;19
79;74;4;FPA;7
79;76;0;CNS;8
79;78;5;CNA;17
79;82;5;CNA;18
79;84;0;CNS;7
79;86;2;FPS;17
79;94;3;FPA;10
80;22;6;CNA;19
80;24;2;CNS;6
80;28;4;FPA;9
80;30;6;FPS;20
80;36;5;FPA;7
80;40;6;FPS;18
80;44;0;CNS;9
80;46;6;CNA;18
80;48;6;CNA;16
80;50;1;CNS;10
80;62;3;FPS;16
80;70;5;CNA;17
80;74;2;CNS;7
80;78;6;FPA;6
80;80;5;CNA;20
80;88;4;CNS;8
80;90;5;FPS;17
80;92;6;FPA;8
81;16;4;FPA;7
81;20;4;FPS;18
81;22;2;CNS;10
81;30;6;CNA;19
81;32;3;CNS;9
81;34;5;FPA;9
81;36;5;FPS;19
81;38;4;CNA;20
81;48;4;CNA;18
81;50;5;FPS;20
81;58;2;FPA;8
81;60;4;CNS;7
81;66;5;FPS;16
81;72;4;CNA;16
81;74;2;CNS;8
81;76;6;FPA;6
81;80;5;CNA;17
81;84;2;CNS;6
81;86;4;FPA;10
81;94;5;FPS;17
82;18;4;CNS;9
82;20;3;FPS;17
82;22;6;CNA;16
82;26;3;FPA;8
82;32;3;FPA;7
82;40;3;CNA;17
82;42;4;FPS;18
82;44;0;CNS;8
82;48;1;CNS;7
82;50;0;CNA;19
82;52;2;FPS;20
82;64;3;FPS;16
82;70;0;CNS;6
82;72;0;CNA;18
82;84;4;FPA;10
82;88;2;FPS;19
82;90;0;CNS;10
82;94;3;CNA;20
83;20;5;CNA;16
83;22;5;FPS;19
83;24;4;FPA;10
83;26;1;CNS;9
83;36;0;CNS;6
83;38;6;FPS;16
83;40;3;CNA;18
83;42;6;FPA;6
83;56;3;FPA;7
83;58;4;CNA;19
83;60;1;CNS;8
83;62;3;FPS;17
83;66;4;CNA;20
83;70;2;CNS;7
83;76;5;FPS;18
83;78;5;FPA;9
83;84;5;FPA;8
83;86;4;CNS;10
83;88;6;CNA;17
83;92;6;FPS;20
84;16;6;FPA;12
84;24;5;FPS;2
84;26;2;CNS;11
84;30;5;CNA;5
84;40;4;CNA;2
84;44;3;FPA;14
84;48;5;FPA;11
84;50;3;FPS;3
84;52;2;CNS;12
84;62;2;CNA;1
84;64;2;FPS;5
84;72;4;FPA;13
84;74;3;CNS;13
84;76;3;CNA;4
84;82;4;CNA;3
84;84;4;FPS;4
84;86;4;FPA;15
84;90;4;CNS;15
85;18;2;CNS;14
85;32;5;CNA;5
85;38;2;CNS;13
85;46;4;FPA;15
85;48;6;FPS;4
85;50;6;FPA;13
85;56;1;CNS;15
85;64;6;FPA;12
85;70;1;CNS;12
85;72;6;CNA;2
85;74;4;FPS;5
85;82;0;CNS;11
85;84;0;CNA;4
85;90;6;FPA;14
85;94;1;FPS;1
86;20;6;FPS;2
86;22;1;FPA;15
86;26;3;CNA;5
86;38;3;FPS;3
86;40;4;FPA;14
86;44;5;CNA;1
86;46;0;CNS;15
86;50;5;FPA;11
86;52;6;CNA;4
86;58;5;CNS;13
86;60;5;FPS;4
86;66;4;FPS;5
86;74;5;CNA;2
86;76;5;FPA;12
86;78;2;CNS;11
86;80;6;CNA;3
86;88;1;CNS;14
86;90;1;FPS;1
86;94;6;FPA;13
87;16;3;CNS;15
87;18;3;FPA;15
87;22;6;CNA;4
87;24;4;FPS;3
87;34;6;CNA;1
87;38;5;FPA;11
87;44;1;FPS;1
87;46;1;CNS;13
87;48;0;CNS;11
87;50;0;FPS;5
87;54;1;FPA;13
87;56;5;CNA;5
87;64;5;FPA;12
87;66;2;CNS;12
87;70;4;CNA;3
87;74;5;FPS;2
87;80;3;CNA;2
87;88;1;FPA;14
87;90;4;FPS;4
87;94;1;CNS;14
88;16;6;FPA;15
88;20;6;FPS;4
88;26;3;CNA;3
88;28;2;CNS;11
88;36;6;FPA;13
88;44;6;FPS;2
88;46;6;CNA;4
88;50;6;CNS;12
88;54;6;CNA;1
88;60;6;FPA;14
88;72;6;CNS;15
88;74;6;FPA;11
88;78;6;CNA;2
88;82;6;FPA;12
88;86;6;CNA;5
88;92;6;FPS;1
88;94;2;CNS;13
89;24;4;CNA;5
89;28;2;FPA;12
89;30;5;FPS;2
89;32;1;CNS;15
89;34;6;CNA;1
89;40;3;FPA;14
89;42;0;FPS;1
89;54;6;CNA;2
89;56;1;CNS;11
89;58;2;FPA;13
89;60;6;FPS;4
89;64;2;CNS;14
89;68;6;CNA;3
89;72;5;FPA;11
89;74;6;FPS;5
89;80;3;CNS;13
89;84;6;FPS;3
89;86;6;CNA;4
89;92;6;FPA;15
90;18;6;FPA;11
90;22;3;FPS;1
90;28;4;CNS;15
90;34;6;FPS;3
90;36;6;CNA;5
90;40;4;CNS;12
90;46;5;FPA;15
90;54;6;FPS;5
90;56;6;FPA;12
90;62;6;CNA;3
90;68;6;FPS;4
90;74;6;CNA;4
90;76;3;CNS;13
90;78;6;FPA;13
90;80;5;FPA;14
90;88;3;CNA;2
90;90;2;CNS;11
90;92;6;FPS;2
91;16;6;FPS;4
91;18;4;FPA;13
91;24;5;CNA;1
91;30;2;CNS;12
91;36;6;CNS;15
91;40;6;FPS;1
91;44;6;CNA;4
91;46;4;FPA;11
91;52;5;FPS;2
91;54;0;FPA;14
91;58;0;CNA;2
91;64;6;FPS;5
91;70;6;FPA;12
91;72;0;CNS;11
91;76;6;CNA;5
91;82;6;FPS;3
91;86;6;FPA;15
91;90;6;CNS;13
91;94;6;CNA;3
92;24;3;CNS;14
92;26;3;CNA;5
92;30;4;FPA;12
92;32;3;CNA;2
92;36;0;CNS;12
92;40;3;FPA;14
92;42;3;FPS;1
92;52;1;CNS;11
92;54;5;FPA;13
92;60;6;CNA;1
92;62;5;FPS;2
92;66;6;CNA;4
92;68;4;FPA;15
92;70;5;FPS;3
92;72;2;CNS;15
92;80;5;FPA;11
92;82;6;FPS;4
92;86;4;CNS;13
93;16;1;CNS;11
93;18;5;CNA;2
93;20;6;FPA;12
93;24;3;FPS;5
93;36;6;CNA;3
93;38;6;FPA;15
93;40;4;FPS;1
93;46;1;CNS;15
93;48;5;FPA;13
93;52;2;CNS;13
93;60;6;CNA;5
93;62;5;FPS;3
93;64;5;CNA;1
93;66;6;FPS;2
93;70;2;CNS;14
93;76;6;FPA;11
93;82;6;FPA;14
93;86;5;CNS;12
93;88;4;FPS;4
93;94;6;CNA;4
94;16;5;FPA;15
94;24;4;FPS;1
94;26;6;CNA;5
94;28;2;CNS;14
94;32;2;FPS;5
94;34;5;FPA;12
94;38;6;CNA;3
94;44;2;CNS;13
94;50;4;CNA;2
94;52;1;CNS;11
94;56;2;FPA;13
94;58;4;FPS;3
94;68;2;CNS;15
94;74;3;FPA;11
94;76;4;CNA;1
94;78;5;FPS;2
94;80;5;CNS;12
94;84;5;FPS;4
94;88;4;CNA;4
94;94;5;FPA;14
95;18;2;CNS;11
95;20;6;FPS;4
95;22;5;CNA;2
95;36;4;CNA;3
95;38;5;FPS;2
95;42;2;CNS;12
95;46;5;FPA;12
95;50;5;FPA;15
95;60;5;FPS;3
95;62;5;CNA;1
95;64;3;CNS;15
95;66;6;FPA;13
95;68;5;CNA;5
95;76;2;FPS;1
95;80;3;FPA;14
95;90;6;CNA;4
95;92;2;CNS;14
95;94;4;FPS;5
96;18;6;FPS;4
96;20;5;FPA;12
96;26;0;CNS;14
96;28;4;CNA;1
96;34;2;CNS;15
96;40;2;FPA;15
96;42;3;FPS;2
96;46;4;CNA;4
96;54;2;FPA;11
96;60;1;FPS;5
96;62;3;CNA;5
96;70;1;FPA;13
96;76;5;CNA;2
96;78;3;FPS;3
96;90;6;CNA;3
96;92;1;FPA;14
96;94;0;CNS;11
97;16;6;FPS;3
97;18;5;CNA;1
97;28;6;FPA;12
97;30;2;CNS;11
97;38;6;CNA;4
97;40;0;CNS;14
97;46;0;FPS;1
97;48;6;FPS;2
97;50;2;CNS;12
97;52;4;FPA;14
97;62;2;CNA;2
97;68;4;CNA;5
97;70;6;FPS;5
97;72;5;FPA;11
97;74;4;CNS;13
97;88;0;CNS;15
97;90;6;CNA;3
97;92;6;FPS;4
98;18;0;CNS;13
98;24;6;CNA;2
98;28;6;FPS;5
98;34;6;FPS;2
98;38;6;CNA;1
98;44;5;FPA;14
98;46;0;CNS;12
98;50;6;CNA;4
98;52;0;CNS;14
98;56;0;FPS;3
98;58;5;FPA;13
98;64;6;CNA;5
98;68;0;CNS;11
98;74;4;FPS;1
98;76;0;FPA;15
98;84;0;CNS;15
98;90;6;FPS;4
98;92;6;FPA;11
98;94;6;CNA;3
99;18;6;CNS;14
99;22;6;FPS;1
99;28;6;FPA;14
99;30;5;CNA;4
99;34;1;FPS;5
99;36;0;CNS;15
99;38;0;FPA;12
99;40;2;CNA;3
99;48;6;FPA;11
99;50;6;FPS;2
99;56;6;CNA;2
99;62;4;CNS;11
99;68;6;CNS;12
99;70;1;CNA;5
99;72;2;FPA;13
99;78;6;FPS;4
99;82;5;CNS;13
99;84;1;FPA;15
99;92;1;FPS;3
99;94;3;CNA;1
100;20;6;FPA;18
100;26;0;CNA;7
100;28;6;FPS;7
100;30;6;CNS;20
100;34;6;FPS;9
100;46;6;CNA;8
100;48;6;FPS;6
100;52;6;FPA;16
100;56;6;CNA;10
100;62;0;CNS;18
100;64;6;FPA;19
100;66;6;CNA;6
100;70;0;FPS;8
100;74;6;CNS;17
100;84;6;FPS;10
100;86;6;CNS;16
100;88;6;CNA;9
100;92;0;FPA;17
101;18;5;FPA;19
101;20;5;CNS;16
101;24;6;CNA;8
101;32;5;FPS;7
101;40;3;CNS;18
101;42;5;CNA;10
101;50;1;CNA;9
101;60;2;FPS;10
101;66;1;FPA;17
101;70;1;CNS;19
101;72;5;FPS;8
101;76;2;CNA;7
101;80;4;FPS;6
101;86;4;FPA;20
101;92;4;CNS;17
101;94;1;CNA;6
102;18;4;CNS;20
102;20;6;FPS;6
102;24;6;CNA;9
102;26;6;FPA;18
102;34;6;FPA;20
102;36;4;FPS;8
102;40;6;CNS;17
102;44;6;CNA;10
102;52;4;FPS;9
102;54;4;CNS;18
102;58;3;FPA;19
102;62;6;CNA;8
102;64;6;FPA;16
102;66;2;CNS;19
102;70;6;FPS;10
102;72;6;CNA;7
102;80;6;CNA;6
102;82;6;CNS;16
102;90;5;FPA;17
102;92;5;FPS;7
103;20;6;CNS;16
103;24;0;FPA;17
103;26;4;CNA;7
103;32;1;CNS;18
103;34;6;CNA;9
103;38;6;FPS;10
103;40;6;FPA;16
103;48;6;CNA;8
103;54;6;FPA;20
103;56;6;FPS;7
103;58;0;CNS;17
103;64;6;FPS;9
103;68;6;FPA;19
103;74;6;CNA;10
103;86;0;CNS;19
103;90;6;FPA;18
103;92;6;FPS;8
103;94;6;CNA;6
104;16;4;FPS;8
104;18;6;FPA;20
104;22;6;CNA;7
104;30;4;CNS;18
104;36;6;CNS;16
104;38;4;FPS;9
104;42;5;CNA;6
104;46;1;FPA;17
104;50;2;CNS;20
104;56;5;FPS;7
104;60;5;CNA;10
104;62;6;FPA;18
104;66;6;FPA;19
104;68;1;CNS;19
104;74;4;CNA;8
104;78;5;FPS;10
104;80;6;CNS;17
104;82;5;FPA;16
104;86;5;CNA;9
104;88;6;FPS;6
105;20;6;FPA;16
105;28;4;CNA;7
105;34;5;CNS;20
105;36;3;CNA;6
105;38;5;FPS;6
105;42;4;FPA;17
105;48;6;FPS;8
105;56;6;FPA;19
105;60;0;CNS;19
105;62;6;CNA;10
105;64;2;FPA;18
105;66;2;CNS;18
105;68;6;CNA;9
105;74;5;FPS;9
105;84;4;FPS;7
105;88;6;CNS;17
105;90;2;CNA;8
105;94;6;FPA;20
106;18;1;CNA;6
106;20;1;FPS;10
106;28;0;CNS;19
106;30;1;FPA;19
106;34;4;FPS;7
106;36;6;FPA;16
106;38;6;CNA;10
106;46;4;CNS;20
106;50;6;CNA;8
106;52;4;CNS;17
106;54;3;FPS;6
106;62;5;FPA;20
106;66;2;CNA;7
106;68;1;CNS;16
106;70;6;FPA;18
106;72;4;FPS;9
106;92;1;FPA;17
107;18;6;FPS;13
107;26;2;CNS;5
107;28;6;FPA;4
107;44;5;FPS;15
107;46;5;CNA;11
107;50;6;FPS;12
107;52;5;CNS;4
107;54;6;CNA;13
107;60;6;FPA;2
107;66;6;FPA;5
107;68;6;CNA;15
107;70;4;CNS;2
107;72;5;FPS;11
107;82;6;CNA;12
107;84;6;FPS;14
107;92;6;FPA;1
108;20;5;FPS;18
108;22;6;CNA;17
108;24;6;FPA;7
108;26;4;CNS;7
108;34;2;CNS;6
108;36;3;FPA;8
108;40;6;FPS;20
108;46;4;CNA;16
108;56;6;FPA;6
108;58;6;CNS;9
108;60;4;FPS;16
108;62;5;CNA;18
108;64;2;CNS;10
108;74;5;FPA;9
108;76;5;CNA;19
108;80;6;CNA;20
108;84;4;FPS;17
108;86;4;CNS;8
108;90;6;FPA;10
109;16;4;FPS;17
109;18;5;CNS;8
109;20;6;CNA;20
109;26;5;FPA;8
109;34;5;CNS;9
109;36;4;CNA;19
109;42;6;FPA;6
109;44;5;FPS;20
109;54;4;CNS;6
109;56;6;FPS;18
109;58;5;FPA;10
109;62;2;CNA;18
109;66;2;CNS;10
109;70;6;FPS;16
109;72;5;CNA;17
109;78;4;FPA;9
109;80;6;CNA;16
109;82;4;CNS;7
109;84;6;FPA;7
109;86;6;FPS;19
110;18;6;FPS;17
110;24;6;FPA;9
110;26;4;CNS;8
110;30;4;CNA;20
110;32;1;CNS;9
110;40;6;FPS;20
110;44;2;FPA;8
110;46;5;CNA;17
110;48;1;CNS;6
110;52;1;CNA;18
110;58;6;FPA;6
110;60;2;FPS;19
110;72;2;FPA;10
110;74;3;FPS;16
110;76;1;CNS;10
110;78;4;CNA;19
110;80;2;CNS;7
110;88;4;CNA;16
110;92;3;FPA;7
110;94;2;FPS;18
111;16;6;CNA;4
111;18;5;FPA;13
111;24;3;CNS;12
111;28;4;FPS;1
111;32;4;CNA;1
111;34;4;FPA;12
111;38;3;CNS;14
111;40;4;FPS;5
111;50;3;CNA;2
111;54;3;FPA;11
111;58;6;FPS;4
111;62;1;CNS;11
111;64;1;CNS;15
111;72;6;FPS;3
111;74;6;CNA;3
111;76;5;FPA;14
111;80;2;FPA;15
111;84;2;CNS;13
111;88;4;FPS;2
111;94;4;CNA;5
112;20;6;FPA;10
112;22;6;FPS;20
112;26;3;CNS;8
112;30;6;CNA;17
112;32;6;CNA;20
112;38;6;FPS;18
112;42;6;FPA;8
112;46;3;CNS;9
112;56;3;CNS;6
112;58;6;CNA;19
112;60;6;FPS;19
112;62;3;FPA;9
112;68;6;FPS;16
112;70;3;CNS;10
112;74;6;FPA;6
112;78;6;CNA;18
112;80;6;FPA;7
112;86;6;FPS;17
112;90;6;CNS;7
112;94;6;CNA;16
113;22;6;FPA;16
113;26;5;CNA;6
113;28;6;CNS;19
113;34;6;CNS;17
113;40;6;FPA;19
113;44;6;FPS;6
113;46;6;CNA;8
113;50;6;CNS;18
113;56;0;FPA;17
113;60;0;CNA;7
113;62;0;FPS;9
113;68;6;FPS;7
113;74;6;CNS;20
113;78;6;CNA;9
113;84;6;CNS;16
113;86;2;FPA;18
113;88;5;FPS;8
113;94;6;CNA;10
114;16;3;FPA;12
114;24;4;FPS;2
114;26;2;CNS;13
114;28;6;CNA;5
114;34;6;CNA;1
114;38;3;FPS;5
114;46;1;FPA;14
114;48;3;CNA;3
114;62;5;FPS;1
114;64;0;FPS;3
114;68;6;CNA;4
114;76;6;CNS;12
115;16;5;CNS;12
115;18;5;CNA;1
115;20;4;FPS;2
115;26;3;FPA;14
115;32;4;FPA;11
115;34;4;FPS;4
115;36;5;CNA;3
115;38;4;CNS;13
115;48;4;FPS;3
115;50;4;CNA;4
115;52;3;FPA;15
115;62;4;CNS;14
115;64;5;FPA;12
115;66;5;FPS;1
115;76;4;CNS;15
115;78;3;CNA;5
115;80;4;FPA;13
115;82;4;CNS;11
115;92;3;FPS;5
115;94;3;CNA;2
116;24;6;FPA;12
116;28;4;CNS;14
116;32;4;FPS;3
116;34;6;FPA;15
116;36;1;CNS;15
116;40;6;CNA;4
116;54;4;CNA;2
116;58;1;CNS;12
116;60;5;FPS;2
116;62;5;FPA;13
116;64;1;CNS;13
116;68;5;FPA;11
116;72;6;FPS;4
116;74;5;CNA;5
116;80;6;CNA;3
116;82;6;FPS;5
116;86;0;CNS;11
116;90;4;FPA;14
117;18;3;CNS;18
117;22;2;CNA;6
117;26;5;FPS;9
117;30;5;FPA;16
117;32;5;FPS;10
117;34;5;CNA;7
117;36;4;CNS;19
117;38;4;FPA;18
117;50;3;CNA;9
117;54;5;FPS;7
117;56;5;CNS;17
117;58;3;FPA;17
117;68;6;FPS;8
117;70;4;CNA;8
117;72;4;FPA;20
117;74;3;CNS;16
117;82;5;CNS;20
117;86;3;FPS;6
117;90;6;CNA;10
117;92;4;FPA;19
118;16;5;FPA;2
118;18;5;CNA;13
118;20;5;FPS;11
118;30;5;CNS;5
118;32;5;CNA;14
118;34;5;FPA;5
118;42;5;FPS;14
118;44;5;CNS;2
118;48;5;CNS;4
118;54;6;FPS;12
118;58;5;FPA;3
118;60;0;CNA;11
118;64;6;FPA;1
118;70;5;CNS;3
118;76;5;CNA;12
118;78;3;FPS;15
118;82;5;CNA;15
118;86;3;CNS;1
118;88;5;FPA;4
118;94;4;FPS;13
119;16;0;FPA;2
119;18;5;FPS;12
119;24;0;CNS;1
119;28;4;CNA;12
119;32;3;FPS;11
119;34;2;FPA;3
119;36;0;CNA;14
119;46;4;CNS;4
119;50;0;CNA;11
119;58;6;FPA;4
119;60;3;FPS;15
119;62;0;CNS;5
119;66;0;FPA;5
119;70;5;CNA;15
119;72;1;CNS;3
119;74;5;FPS;14
119;80;4;CNA;13
119;84;0;CNS;2
119;88;5;FPS;13
119;92;5;FPA;1
120;18;4;CNA;12
120;20;6;FPS;15
120;26;5;FPA;5
120;28;4;CNS;1
120;34;5;FPS;14
120;36;4;CNS;3
120;38;6;FPA;4
120;40;3;CNA;14
120;50;6;FPA;2
120;52;5;CNA;11
120;56;5;FPS;11
120;62;5;CNS;4
120;64;5;FPA;3
120;66;2;CNS;2
120;76;5;CNA;15
120;78;5;FPS;13
120;80;3;CNA;13
120;84;6;FPA;1
120;92;6;FPS;12
120;94;4;CNS;5
121;18;4;CNS;2
121;22;3;FPA;4
121;24;3;CNA;14
121;26;2;FPS;14
121;32;3;FPA;1
121;34;3;FPS;11
121;38;1;CNS;3
121;44;3;CNA;13
121;54;3;CNA;15
121;56;1;CNS;1
121;58;3;FPS;12
121;64;4;CNA;12
121;68;2;FPA;2
121;70;0;FPS;15
121;76;1;CNS;5
121;80;2;CNA;11
121;82;0;FPA;5
121;90;1;FPS;13
121;92;2;CNS;4
122;20;6;CNA;13
122;24;4;FPS;15
122;34;5;CNA;11
122;36;4;FPS;13
122;42;6;CNS;5
122;44;3;FPA;4
122;50;2;FPS;14
122;52;4;FPA;3
122;58;5;CNA;14
122;60;3;CNS;4
122;64;3;FPA;2
122;66;4;FPS;12
122;74;3;CNS;3
122;78;6;CNA;15
122;80;4;CNS;2
122;82;2;FPA;5
122;86;3;FPS;11
122;94;4;CNA;12
123;20;5;FPA;3
123;22;2;CNS;2
123;26;1;CNA;13
123;30;3;FPS;12
123;34;3;FPA;2
123;40;2;CNS;3
123;42;2;FPS;11
123;46;6;CNA;15
123;48;3;FPS;15
123;50;3;CNA;14
123;54;3;FPA;5
123;58;2;CNS;5
123;72;2;FPA;4
123;74;1;CNA;11
123;78;1;FPS;14
123;80;2;FPS;13
123;86;6;FPA;1
123;88;6;CNA;12
123;94;4;CNS;4
124;24;6;FPS;12
124;26;3;CNA;11
124;28;3;FPA;1
124;34;4;FPA;5
124;36;6;FPS;11
124;38;5;CNA;13
124;42;3;CNS;5
124;48;5;CNA;15
124;50;6;FPA;3
124;52;5;FPS;14
