subject;index;acceptability;condition;idnumber
185;90;5;CNA;13
185;94;3;FPA;3
186;18;3;CNS;4
186;20;1;CNA;14
186;28;0;FPS;11
186;34;5;CNS;2
186;38;6;FPS;12
186;42;3;FPA;3
186;44;5;CNA;11
186;48;6;CNS;5
186;50;6;FPS;13
186;56;5;CNA;12
186;58;5;FPA;2
186;68;6;FPA;1
186;70;3;FPS;14
186;74;0;CNA;15
186;80;6;FPA;5
186;82;6;CNA;13
186;86;4;FPS;15
187;26;5;FPA;5
187;28;6;CNA;12
187;32;1;CNS;5
187;34;5;FPA;2
187;38;6;FPS;12
187;44;2;CNA;13
187;56;6;CNS;4
187;58;6;FPA;1
187;62;4;CNA;14
187;64;3;FPS;15
187;66;6;CNA;15
187;70;4;CNS;3
187;74;6;FPA;4
187;84;6;FPS;13
187;88;2;CNA;11
187;90;6;FPA;3
188;18;2;CNA;14
188;24;6;FPS;14
188;28;4;FPA;1
188;32;0;CNS;5
188;34;6;CNA;15
188;36;3;FPS;15
188;38;6;FPA;4
188;48;6;CNS;3
188;50;6;CNA;12
188;54;6;FPA;3
188;62;6;FPS;12
188;64;6;FPA;2
188;66;6;CNS;4
188;68;6;CNA;13
188;78;6;FPS;13
188;80;2;CNA;11
188;86;6;FPA;5
188;90;6;FPS;11
188;94;6;CNS;1
189;16;6;CNA;11
189;20;6;FPA;5
189;22;6;FPS;13
189;26;2;CNS;2
189;32;6;FPS;11
189;34;6;FPA;1
189;36;6;CNS;4
189;38;1;CNA;14
189;48;6;FPS;12
189;50;1;CNA;13
189;52;5;CNS;3
189;62;5;FPA;3
189;64;5;CNS;1
189;66;0;CNA;15
189;68;6;FPA;2
189;72;5;FPS;14
189;84;4;CNS;5
189;90;6;FPS;15
189;92;5;CNA;12
189;94;5;FPA;4
190;22;2;CNS;5
190;26;3;CNA;14
190;28;4;FPA;2
190;30;5;FPS;14
190;36;3;FPS;15
190;40;2;CNS;1
190;42;4;CNA;13
190;44;4;FPA;1
190;48;3;CNS;2
190;54;1;FPS;12
190;60;3;FPA;3
190;62;5;CNA;12
190;64;4;CNS;3
190;66;3;CNA;15
190;72;5;FPA;5
190;76;5;FPS;13
190;80;4;FPS;11
190;84;4;CNS;4
190;86;1;CNA;11
190;90;5;FPA;4
191;16;6;FPA;1
191;18;5;CNA;15
191;20;4;FPS;14
191;32;6;CNA;13
191;34;5;FPS;11
191;42;4;FPA;3
191;48;0;CNA;11
191;50;6;FPA;4
191;52;6;FPS;12
191;54;3;CNS;2
191;64;5;FPS;13
191;66;4;FPA;5
191;68;0;CNS;5
191;74;5;CNA;12
191;80;0;FPS;15
191;86;5;CNA;14
191;88;4;FPA;2
191;90;5;CNS;4
192;18;3;FPA;4
192;22;6;CNA;12
192;30;2;CNS;3
192;34;5;CNS;4
192;36;5;CNA;15
192;42;4;FPS;13
192;44;4;FPA;2
192;48;2;FPS;11
192;52;2;CNA;13
192;56;5;FPA;5
192;60;4;CNS;5
192;70;2;CNS;2
192;72;5;FPA;3
192;74;1;FPS;12
192;76;5;CNA;14
192;84;4;FPS;15
192;88;1;CNA;11
192;92;4;FPA;1
193;16;3;FPS;11
193;18;5;FPA;4
193;20;5;CNS;4
193;28;4;CNA;15
193;36;4;CNA;12
193;38;4;FPA;3
193;42;4;FPS;13
193;48;3;CNS;5
193;58;3;CNA;11
193;60;4;FPS;12
193;62;3;FPA;1
193;68;1;CNS;2
193;72;3;FPS;14
193;74;4;CNA;14
193;78;2;FPA;2
193;80;4;CNA;13
193;88;3;FPS;15
193;90;3;FPA;5
193;94;1;CNS;1
194;16;6;FPS;13
194;18;6;FPA;2
194;24;5;CNS;4
194;26;6;CNA;14
194;34;6;CNA;12
194;38;6;FPS;15
194;42;4;FPA;5
194;50;6;FPS;14
194;52;6;CNS;2
194;58;6;FPA;3
194;62;6;CNA;15
194;66;2;CNA;11
194;74;6;FPA;1
194;76;6;FPS;12
194;78;1;CNS;5
194;80;4;CNS;1
194;88;4;CNA;13
194;90;6;FPS;11
194;94;6;FPA;4
195;16;5;FPA;5
195;20;6;CNS;2
195;24;6;CNA;13
195;30;5;FPS;11
195;32;4;CNS;3
195;34;6;FPA;4
195;38;3;FPS;15
195;46;6;CNA;12
195;48;6;CNA;15
195;50;6;CNS;4
195;56;6;FPS;13
195;60;4;FPA;3
195;64;5;FPS;14
195;66;4;CNS;5
195;72;4;FPA;2
195;78;0;CNA;11
195;86;4;FPA;1
195;88;3;CNS;1
195;90;4;CNA;14
195;92;6;FPS;12
196;20;6;CNS;2
196;22;6;CNA;13
196;26;6;FPS;12
196;38;6;FPA;4
196;40;6;FPS;13
196;46;4;CNA;11
196;50;2;FPS;15
196;54;6;CNS;4
196;58;6;CNA;15
196;60;6;FPA;1
196;68;6;FPS;11
196;70;3;CNS;3
196;72;6;CNA;12
196;76;6;FPA;2
196;80;4;CNA;14
196;86;6;FPS;14
196;90;2;CNS;5
196;92;5;FPA;5
197;16;3;FPS;17
197;24;5;CNS;7
197;28;5;FPA;8
197;30;2;CNA;18
197;32;6;FPA;6
197;34;6;CNA;17
197;40;4;FPS;19
197;46;6;CNS;6
197;50;6;CNS;9
197;56;4;FPA;10
197;58;4;CNA;19
197;62;5;FPS;18
197;66;0;CNS;8
197;70;4;FPA;9
197;72;4;FPS;16
197;74;4;CNA;20
197;80;4;CNA;16
197;82;3;CNS;10
197;90;6;FPA;7
197;92;5;FPS;20
198;18;5;FPS;17
198;20;5;FPA;6
198;28;6;CNA;20
198;30;4;CNS;10
198;36;5;CNS;8
198;38;6;FPS;16
198;42;6;CNA;17
198;46;6;FPA;10
198;48;6;FPS;20
198;52;6;FPA;9
198;54;6;CNS;7
198;56;6;CNA;16
198;64;6;CNA;18
198;68;6;FPS;19
198;72;6;FPA;7
198;76;3;CNS;6
198;86;6;FPS;18
198;88;6;CNA;19
198;90;6;FPA;8
198;94;6;CNS;9
199;22;5;FPS;18
199;26;5;CNA;18
199;28;5;FPA;8
199;30;3;CNS;7
199;32;5;FPA;9
199;34;5;FPS;19
199;40;4;CNS;8
199;42;6;CNA;20
199;50;6;FPS;20
199;52;6;CNA;16
199;60;6;FPA;6
199;62;6;CNS;6
199;68;6;CNA;19
199;70;6;CNS;9
199;72;6;FPS;16
199;74;6;FPA;10
199;80;6;FPS;17
199;82;6;CNS;10
199;86;6;CNA;17
199;88;6;FPA;7
200;16;6;CNA;20
200;20;6;CNS;10
200;24;6;FPS;20
200;28;6;FPA;6
200;34;6;FPA;8
200;36;6;FPS;18
200;38;6;CNS;9
200;44;6;CNA;19
200;50;6;CNS;7
200;54;6;CNA;16
200;58;0;FPS;16
200;60;6;FPA;9
200;66;6;FPS;17
200;70;5;CNA;18
200;76;6;FPA;10
200;78;6;CNS;8
200;80;6;FPA;7
200;82;6;FPS;19
200;86;6;CNS;6
200;94;6;CNA;17
201;22;6;FPS;16
201;24;2;CNS;7
201;26;6;FPA;8
201;28;4;CNA;19
201;34;6;FPA;7
201;36;6;CNA;17
201;38;2;CNS;8
201;40;6;FPS;19
201;50;6;FPA;6
201;52;5;CNA;16
201;54;5;CNS;6
201;60;6;FPS;18
201;64;6;FPS;17
201;70;2;FPA;9
201;74;6;CNA;18
201;80;6;CNA;20
201;82;6;FPA;10
201;84;6;CNS;9
201;90;6;FPS;20
202;16;5;CNA;16
202;18;5;FPA;6
202;26;3;FPS;18
202;32;6;FPA;7
202;34;6;FPS;16
202;38;4;CNS;9
202;42;4;CNA;17
202;50;5;FPA;10
202;56;4;CNS;7
202;58;5;CNA;18
202;62;5;FPS;20
202;66;6;CNA;20
202;72;6;FPS;19
202;74;4;FPA;8
202;76;6;CNS;10
202;80;4;FPA;9
202;84;5;FPS;17
202;86;4;CNS;6
203;18;2;CNS;6
203;22;6;CNA;20
203;26;6;FPA;9
203;28;3;FPS;16
203;32;4;FPA;7
203;34;3;CNA;18
203;42;2;FPS;18
203;46;5;CNS;9
203;48;1;FPS;17
203;52;4;CNS;7
203;58;6;CNA;16
203;62;6;FPA;10
203;70;5;CNS;10
203;72;4;FPS;19
203;74;6;FPA;8
203;76;6;CNA;19
203;80;5;FPS;20
203;82;1;CNS;8
203;88;6;CNA;17
203;92;6;FPA;6
204;18;4;CNS;9
204;22;3;FPS;17
204;28;1;CNA;19
204;30;5;FPA;6
204;34;5;FPS;19
204;36;3;FPA;8
204;38;0;CNS;8
204;44;5;CNA;16
204;48;5;FPS;20
204;50;1;FPA;9
204;52;3;CNS;7
204;62;4;CNA;17
204;64;5;FPA;7
204;66;5;FPS;16
204;68;4;CNA;18
204;82;3;FPA;10
204;90;2;CNS;6
204;94;5;FPS;18
205;20;5;CNS;9
205;26;5;FPA;10
205;28;6;CNA;19
205;30;6;FPS;19
205;32;5;CNS;8
205;36;5;FPS;18
205;40;6;CNA;17
205;44;6;FPA;6
205;48;5;FPS;16
205;50;4;CNS;7
205;58;3;CNA;20
205;62;2;FPA;7
205;64;2;FPA;9
205;66;2;CNS;10
205;72;5;FPS;17
205;74;4;CNA;18
205;80;6;FPA;8
205;82;6;CNA;16
205;84;3;CNS;6
205;86;6;FPS;20
206;18;4;CNA;17
206;22;5;CNS;7
206;24;3;FPA;10
206;28;4;FPS;18
206;40;5;FPS;20
206;44;2;CNS;8
206;46;2;CNA;20
206;48;3;FPS;17
206;52;1;CNA;19
206;54;5;FPA;8
206;60;4;CNS;9
206;64;2;CNS;10
206;68;4;CNA;16
206;76;2;FPA;9
206;78;3;FPS;19
206;84;1;CNA;18
206;86;5;FPA;6
206;88;2;FPS;16
206;90;1;CNS;6
207;38;1;CNS;6
207;42;2;CNA;19
207;44;3;FPA;9
207;50;1;CNA;18
207;52;1;CNS;9
207;54;4;FPS;18
207;56;2;FPA;10
207;64;4;CNA;20
207;66;3;FPS;19
207;68;0;CNS;10
207;74;5;FPA;6
207;86;5;CNS;7
207;88;6;CNA;17
207;92;5;FPA;7
207;94;5;FPS;20
208;16;6;CNS;10
208;18;4;CNA;18
208;22;4;FPA;9
208;26;3;FPS;18
208;34;4;CNA;16
208;36;6;FPA;6
208;38;4;CNS;8
208;40;6;FPS;20
208;52;3;CNS;6
208;54;5;FPS;19
208;56;4;CNA;20
208;58;4;FPA;7
208;70;5;CNS;9
208;72;5;FPS;16
208;76;3;CNA;17
208;78;5;FPA;10
208;80;5;FPS;17
208;82;4;FPA;8
208;86;5;CNA;19
208;90;5;CNS;7
209;18;4;FPS;17
209;22;6;CNA;19
209;24;4;CNS;10
209;28;6;FPA;10
209;40;6;FPA;8
209;42;4;CNS;6
209;44;6;CNA;18
209;46;5;FPS;16
209;50;6;FPS;18
209;52;6;FPA;7
209;60;4;CNS;7
209;62;6;CNA;16
209;66;6;CNA;17
209;68;6;FPS;19
209;74;6;FPA;6
209;76;3;CNS;8
209;80;6;CNA;20
209;82;6;FPA;9
209;86;6;FPS;20
210;20;6;FPS;20
210;24;2;CNS;9
210;28;6;FPA;9
210;30;6;CNA;19
210;36;6;CNA;20
210;38;4;CNS;7
210;44;6;FPS;18
210;46;6;FPA;6
210;48;6;FPS;19
210;50;5;CNS;8
210;54;6;FPA;10
210;58;6;CNA;17
210;68;6;FPS;17
210;70;6;FPA;7
210;74;6;CNA;16
210;76;2;CNS;10
210;84;6;FPS;16
210;86;1;CNS;6
210;88;5;CNA;18
210;90;6;FPA;8
211;24;6;CNS;12
211;26;1;FPA;14
211;28;5;CNA;3
211;30;5;FPS;1
211;32;5;CNA;2
211;34;0;FPS;2
211;42;6;FPA;11
211;46;0;CNS;11
211;50;4;FPA;15
211;52;3;CNS;14
211;58;5;FPS;5
211;62;0;CNA;5
211;66;4;FPS;4
211;70;6;FPA;12
211;72;6;CNA;4
211;74;3;CNS;13
211;80;5;FPA;13
211;92;6;CNA;1
211;94;1;CNS;15
212;20;2;CNA;1
212;24;0;FPA;15
212;30;6;FPS;2
212;32;3;FPA;12
212;36;5;CNS;15
212;40;4;CNA;2
212;42;2;FPS;3
212;48;4;CNS;13
212;52;2;CNA;5
212;54;5;FPS;4
212;58;4;FPA;14
212;64;4;CNA;4
212;72;4;FPA;13
212;74;4;CNS;14
212;78;5;FPS;5
212;80;3;FPA;11
212;84;0;FPS;1
212;86;5;CNA;3
212;90;0;CNS;11
213;30;6;FPS;4
213;34;5;CNA;4
213;40;4;FPA;13
213;50;4;FPA;14
213;56;2;CNS;13
213;60;5;FPS;5
213;62;5;CNA;2
213;68;6;CNA;5
213;72;5;FPA;11
213;74;0;CNS;11
213;76;4;FPS;3
213;80;5;FPA;15
213;84;4;FPS;2
213;86;5;CNA;3
213;92;0;CNS;12
214;16;2;CNS;13
214;18;1;FPS;1
214;22;5;CNA;2
214;28;6;FPA;11
214;32;5;CNA;1
214;36;1;CNS;14
214;38;6;FPA;15
214;46;6;FPS;4
214;48;6;CNA;4
214;50;6;CNS;11
214;56;6;FPS;3
214;62;6;FPA;12
214;66;6;CNA;3
214;70;1;CNS;15
214;72;5;FPS;2
214;74;3;FPA;13
214;80;6;CNS;12
214;82;5;FPS;5
214;90;6;CNA;5
214;94;4;FPA;14
215;18;5;CNA;5
215;26;5;FPA;13
215;30;3;CNS;15
215;32;3;CNS;12
215;34;3;FPS;2
215;40;3;FPA;11
215;44;4;CNA;4
215;48;2;CNS;11
215;58;3;CNA;3
215;60;2;FPA;15
215;68;4;FPS;1
215;70;4;FPA;12
215;72;2;CNS;14
215;74;1;CNA;1
215;82;2;CNS;13
215;88;5;FPA;14
215;92;5;CNA;2
215;94;5;FPS;4
216;18;5;FPS;5
216;22;6;CNA;5
216;24;6;FPA;15
216;26;4;CNS;14
216;34;3;FPS;3
216;36;0;CNS;15
216;40;5;CNA;2
216;46;6;FPA;12
216;50;4;CNA;4
216;56;6;FPA;11
216;60;1;CNS;11
216;62;5;FPS;1
216;64;6;FPS;4
216;72;6;FPA;13
216;76;1;CNS;13
216;78;6;CNA;1
216;80;6;CNA;3
216;86;5;CNS;12
216;90;5;FPA;14
216;94;5;FPS;2
217;18;4;FPS;2
217;26;6;FPA;11
217;30;6;CNA;1
217;32;5;FPA;15
217;38;5;CNA;3
217;42;3;FPS;5
217;44;4;CNS;13
217;48;3;CNA;5
217;50;1;CNS;11
217;52;6;FPA;13
217;56;3;FPS;1
217;66;6;FPA;14
217;70;5;CNS;12
217;72;5;FPS;4
217;78;6;CNA;2
217;84;4;FPS;3
217;92;6;CNS;15
217;94;6;CNA;4
218;16;5;CNA;5
218;20;6;FPS;3
218;24;6;FPA;13
218;28;6;CNS;12
218;32;6;CNS;15
218;34;6;FPA;15
218;38;4;CNA;4
218;46;6;FPS;4
218;48;3;CNS;14
218;52;5;FPS;2
218;54;5;CNA;2
218;62;5;FPA;12
218;64;5;FPS;5
218;66;4;CNA;3
218;74;5;CNS;11
218;78;4;FPA;14
218;84;4;FPA;11
218;86;5;CNA;1
218;92;3;CNS;13
218;94;5;FPS;1
219;16;6;FPS;3
219;22;5;CNS;12
219;24;5;FPA;11
219;30;3;CNA;1
219;38;4;FPS;1
219;40;5;FPA;12
219;42;2;CNS;14
219;44;5;CNA;3
219;48;4;CNA;5
219;50;0;CNS;11
219;52;3;FPS;4
219;54;6;FPA;14
219;64;4;FPA;15
219;68;5;CNA;2
219;76;0;CNS;15
219;78;4;FPS;5
219;82;4;CNA;4
219;84;0;CNS;13
219;86;6;FPA;13
219;88;6;FPS;2
220;16;3;CNS;12
220;18;4;CNA;4
220;22;4;FPA;13
220;30;2;FPS;5
220;32;2;CNS;11
220;38;3;FPS;2
220;42;2;FPA;11
220;44;3;CNA;3
220;48;2;FPA;14
220;50;4;CNS;13
220;60;4;CNA;5
220;62;4;FPS;1
220;64;5;CNS;14
220;70;4;FPA;15
220;74;4;FPS;3
220;78;2;CNA;1
220;84;4;CNA;2
220;88;2;CNS;15
220;90;3;FPA;12
220;94;6;FPS;4
221;16;6;CNA;3
221;18;5;FPS;5
221;22;4;CNS;13
221;28;5;FPA;13
221;34;4;FPS;3
221;36;6;FPA;15
221;42;6;CNA;5
221;46;6;CNS;12
221;50;6;FPA;11
221;52;4;FPS;1
221;54;1;CNS;15
221;56;6;CNA;4
221;68;4;CNS;14
221;70;6;FPA;14
221;72;6;CNA;1
221;74;5;FPS;2
221;84;6;CNA;2
221;88;6;FPA;12
221;90;6;FPS;4
221;94;2;CNS;11
222;16;6;FPS;4
222;20;6;CNA;5
222;26;4;CNS;12
222;28;6;FPA;12
222;32;6;FPA;14
222;34;5;FPS;3
222;42;6;CNS;15
222;46;3;CNA;1
222;48;6;FPS;1
222;50;3;CNA;2
222;58;5;FPA;11
222;60;0;CNS;14
222;64;6;CNA;3
222;66;6;FPA;13
222;70;0;CNS;11
222;76;6;FPS;2
222;80;6;FPA;15
222;84;6;FPS;5
222;88;0;CNS;13
222;94;6;CNA;4
223;16;6;CNS;12
223;18;6;FPS;2
223;22;6;CNA;2
223;24;6;FPA;11
223;34;6;FPA;12
223;36;4;CNS;14
223;42;6;CNA;5
223;44;6;FPS;3
223;48;6;FPA;15
223;50;6;CNA;3
223;56;6;FPS;4
223;58;6;CNS;13
223;64;4;CNS;11
223;68;6;CNA;1
223;70;6;FPA;13
223;74;6;FPS;5
223;80;6;CNS;15
223;84;6;FPA;14
223;90;3;FPS;1
223;92;6;CNA;4
224;16;6;FPA;14
224;20;3;CNS;13
224;22;4;FPS;5
224;26;4;CNA;5
224;34;4;FPS;1
224;36;5;FPA;11
224;42;3;CNA;1
224;46;2;CNS;14
224;48;4;CNA;3
224;52;3;CNS;15
224;58;6;FPS;4
224;62;5;FPA;15
224;70;2;CNA;4
224;72;3;FPA;13
224;76;1;CNS;11
224;78;6;FPS;2
224;80;4;CNS;12
224;84;6;FPA;12
224;92;5;FPS;3
224;94;4;CNA;2
225;18;6;FPA;19
225;22;6;FPS;10
225;26;5;CNS;19
225;28;6;CNA;7
225;32;6;CNS;16
225;36;5;CNA;10
225;38;5;FPS;9
225;46;6;FPA;16
225;48;6;CNA;8
225;52;6;FPS;6
225;54;6;FPA;18
225;60;3;CNS;20
225;64;6;FPS;7
225;66;6;CNA;9
225;76;6;CNS;17
225;78;6;FPA;20
225;80;2;CNS;18
225;84;6;FPA;17
225;86;6;FPS;8
225;94;3;CNA;6
226;20;3;FPA;20
226;22;4;CNA;7
226;28;5;CNS;16
226;34;2;FPA;17
226;36;3;CNA;9
226;38;2;CNS;18
226;40;2;FPS;8
226;48;5;FPS;6
226;50;3;FPA;18
226;58;6;CNS;17
226;62;4;CNA;6
226;64;2;FPA;19
226;68;6;CNS;19
226;70;4;CNA;10
226;74;6;FPS;10
226;84;3;FPA;16
226;86;2;CNS;20
226;90;3;FPS;7
226;94;4;CNA;8
227;16;5;CNS;19
227;20;5;CNA;7
227;22;5;FPA;20
227;30;5;FPS;7
227;32;4;CNS;20
227;38;6;CNA;9
227;42;5;FPA;16
227;44;4;FPS;9
227;48;4;CNA;8
227;54;6;CNS;17
227;56;6;FPA;17
227;62;5;FPS;10
227;66;5;FPS;8
227;70;6;CNA;10
227;74;5;FPA;19
227;78;3;CNS;18
227;84;5;CNS;16
227;86;5;CNA;6
227;88;5;FPS;6
227;94;4;FPA;18
228;18;4;FPA;19
228;22;6;CNS;17
228;24;6;CNA;9
228;26;6;FPS;7
228;34;4;CNS;18
228;36;5;FPS;6
228;44;6;CNA;8
228;46;5;FPA;20
228;52;4;CNS;19
228;54;5;FPS;10
228;56;6;CNA;7
228;60;5;FPA;16
228;70;2;FPS;9
228;72;5;CNA;10
228;74;6;CNS;16
228;76;5;FPA;17
228;82;3;CNA;6
228;84;5;FPA;18
228;86;6;FPS;8
228;94;1;CNS;20
229;18;6;CNS;16
229;20;6;FPA;20
229;22;6;FPS;7
229;28;5;CNA;9
229;32;6;FPA;16
229;38;5;FPS;8
229;44;4;CNS;18
229;46;6;CNA;7
229;52;5;CNS;20
229;56;6;CNA;6
229;60;5;FPS;9
229;62;5;FPA;17
229;64;6;CNS;17
229;66;6;FPS;6
229;72;4;CNA;8
229;76;6;FPA;18
229;80;5;CNS;19
229;84;6;CNA;10
229;86;6;FPS;10
229;92;6;FPA;19
230;18;5;FPA;16
230;20;6;FPS;10
230;28;5;CNA;8
230;32;6;FPA;20
230;34;6;CNA;9
230;38;6;CNS;17
230;44;6;FPS;7
230;48;2;CNS;20
230;50;6;CNA;7
230;52;6;FPS;8
230;54;6;FPA;19
230;66;6;FPA;18
230;70;6;CNA;10
230;72;5;FPS;9
230;76;6;CNS;16
230;80;6;FPS;6
230;84;6;FPA;17
230;86;4;CNS;19
230;92;4;CNA;6
231;18;3;CNS;20
231;20;4;FPS;7
231;26;3;CNA;6
231;30;6;FPA;16
231;32;4;CNA;8
231;40;6;FPS;10
231;44;6;FPA;19
231;46;0;CNS;19
231;48;6;FPA;18
231;52;6;FPS;6
231;56;6;CNS;17
231;60;6;CNA;7
231;64;3;CNS;18
231;66;6;CNA;9
231;68;6;FPS;9
231;72;6;FPA;17
231;80;6;FPA;20
231;88;6;CNA;10
231;90;6;FPS;8
231;94;6;CNS;16
232;16;6;FPA;4
232;18;6;FPS;13
232;26;1;CNS;5
232;30;5;CNA;14
232;38;5;FPA;3
232;40;5;CNS;4
232;42;6;FPS;14
232;44;6;CNA;15
232;48;6;CNA;13
232;52;5;FPS;12
232;54;3;FPA;5
232;58;3;CNS;2
232;70;3;CNA;12
232;74;4;FPA;2
232;76;5;CNS;3
232;78;2;FPS;15
232;80;3;FPS;11
232;86;2;FPA;1
232;92;4;CNA;11
232;94;2;CNS;1
233;18;5;CNA;15
233;22;4;FPA;5
233;30;1;FPS;14
233;32;2;FPA;1
233;36;2;CNS;5
233;38;5;CNA;13
233;42;6;FPS;11
233;54;6;FPA;2
233;56;4;CNS;3
233;58;6;FPS;12
233;62;0;CNA;11
233;66;3;FPS;15
233;72;0;CNA;14
233;76;6;CNS;4
233;78;6;FPA;4
233;84;4;CNS;2
233;86;4;FPA;3
233;90;6;CNA;12
233;92;4;FPS;13
234;16;6;FPA;4
234;26;5;FPS;11
234;28;5;CNA;15
234;34;6;FPS;15
234;40;0;CNA;14
234;42;4;FPA;1
234;50;5;FPS;14
234;54;6;CNA;12
234;60;1;CNS;5
234;62;6;FPA;2
234;64;3;CNS;2
234;68;3;CNA;13
234;70;4;FPS;12
234;74;5;FPA;3
234;80;3;CNS;4
234;82;1;CNA;11
234;86;5;FPA;5
235;16;6;CNS;4
235;22;6;FPS;13
235;28;5;FPA;3
235;30;6;CNA;15
235;32;3;CNS;2
235;38;5;FPA;2
235;44;6;FPS;14
235;50;6;CNA;14
235;52;6;FPS;11
235;62;6;FPA;5
235;64;4;CNS;3
235;70;6;FPA;4
235;74;6;FPS;12
235;76;6;CNA;12
235;82;6;FPS;15
235;86;3;CNS;5
235;92;6;FPA;1
235;94;6;CNA;11
236;20;3;FPA;2
236;24;4;FPS;15
236;26;2;CNA;14
236;34;3;CNA;13
236;36;5;FPA;5
236;42;5;FPS;11
236;44;1;CNS;1
236;48;5;CNA;12
236;54;5;CNS;5
236;56;6;FPS;13
236;58;6;FPA;3
236;64;3;CNS;3
236;66;4;FPS;14
236;68;5;FPA;1
236;70;4;CNA;11
236;84;6;FPS;12
236;88;5;FPA;4
236;90;5;CNA;15
236;94;5;CNS;4
237;18;5;FPA;2
237;20;6;CNS;4
237;26;1;FPS;15
237;30;0;CNA;11
237;32;6;FPS;11
237;34;4;FPA;3
237;40;1;CNS;1
237;46;4;CNA;12
237;50;3;CNA;15
237;52;4;CNS;3
237;56;5;FPS;12
237;60;4;FPA;1
237;64;0;CNS;2
237;70;0;FPA;4
237;74;4;FPS;13
237;78;0;CNA;14
237;80;5;FPS;14
237;84;3;FPA;5
237;90;1;CNS;5
237;92;0;CNA;13
238;18;4;FPA;3
238;22;6;FPS;14
238;26;2;CNS;5
238;30;1;CNA;14
238;38;1;CNS;1
238;40;6;CNA;15
238;42;5;FPS;11
238;44;6;FPA;2
238;48;2;CNA;11
238;58;5;FPS;12
238;60;5;FPA;1
238;62;4;CNS;4
238;66;6;FPA;4
238;68;0;CNS;2
238;70;2;FPS;15
238;74;3;CNA;13
238;82;5;FPA;5
238;84;6;CNA;12
238;86;4;FPS;13
238;88;3;CNS;3
239;20;6;FPS;11
239;24;6;FPA;4
239;26;3;CNS;5
239;32;6;FPS;13
239;42;3;CNS;2
239;44;6;FPA;5
239;48;6;CNA;15
239;54;6;FPA;3
239;62;6;FPS;12
239;70;1;FPS;15
239;76;6;FPA;2
239;78;6;CNA;14
239;88;5;FPS;14
239;92;6;CNA;12
240;22;6;FPA;4
240;24;6;CNA;13
240;26;5;FPS;15
240;36;6;FPS;11
240;38;6;CNA;15
240;46;6;CNS;4
240;50;6;FPS;13
240;54;1;CNS;1
240;60;6;FPA;2
240;64;0;CNS;2
240;66;5;CNA;11
240;76;5;FPS;14
240;78;6;FPA;5
240;82;6;CNA;12
240;84;6;CNS;3
240;86;6;FPS;12
240;88;6;FPA;1
241;16;6;FPA;4
241;26;6;FPS;14
241;28;6;CNS;2
241;30;6;CNA;12
241;38;6;FPS;13
241;42;6;FPA;2
241;44;6;CNA;11
241;48;5;CNS;3
241;52;5;FPA;1
241;58;6;FPS;12
241;60;6;CNA;15
241;64;2;CNS;5
241;68;5;FPS;15
241;72;5;FPA;3
241;74;5;CNA;13
241;80;6;CNS;4
241;86;6;FPA;5
241;88;5;CNA;14
241;90;6;FPS;11
242;16;5;FPA;8
242;18;0;CNS;10
242;20;6;CNA;16
242;22;6;FPS;19
242;36;0;CNS;6
242;38;1;FPA;7
242;44;5;FPS;16
242;46;2;CNA;19
242;50;2;FPS;17
242;56;6;FPA;6
242;60;0;CNS;7
242;62;6;CNA;17
242;64;0;CNS;8
242;66;6;FPA;10
242;74;6;FPS;18
242;76;0;CNA;18
242;82;6;FPS;20
242;84;0;CNA;20
242;86;2;CNS;9
242;90;6;FPA;9
243;20;4;CNA;19
243;22;3;CNS;7
243;26;4;FPA;9
243;28;5;FPS;16
243;32;5;FPS;20
243;36;0;CNS;9
243;38;5;CNA;18
243;50;3;CNA;16
243;54;5;FPS;19
243;56;0;CNS;6
243;60;4;FPA;10
243;64;3;CNA;20
243;66;4;FPS;18
243;76;0;CNS;8
243;82;5;FPA;8
243;86;5;FPS;17
243;88;2;CNS;10
243;94;6;CNA;17
244;18;3;FPA;9
244;20;3;CNS;10
244;22;0;CNA;17
244;26;3;FPS;16
244;40;4;CNS;7
244;42;4;CNA;18
244;44;0;FPS;17
244;46;4;FPA;8
244;50;6;FPS;20
244;52;6;FPA;7
244;54;1;CNS;8
244;58;6;CNA;19
244;64;6;CNA;16
244;66;6;FPA;10
244;68;6;CNS;9
244;78;6;FPS;18
244;80;6;FPS;19
244;84;6;FPA;6
244;88;4;CNA;20
244;92;2;CNS;6
245;16;5;CNS;7
245;20;6;CNA;18
245;22;5;FPS;19
245;26;4;FPA;6
245;32;3;FPS;17
245;36;6;CNA;17
245;44;3;CNS;10
245;46;6;FPA;10
245;48;6;FPA;8
245;52;6;CNA;16
245;54;5;FPS;20
245;62;6;CNS;9
245;72;5;CNA;20
245;74;5;CNS;8
245;76;4;FPA;7
245;78;5;FPS;18
245;84;6;CNA;19
245;88;6;FPS;16
245;90;5;CNS;6
245;92;6;FPA;9
246;16;3;FPS;18
246;20;4;CNA;19
246;26;5;FPA;10
246;30;3;CNS;7
246;32;5;CNA;16
246;34;6;FPS;20
246;40;0;CNS;9
246;44;5;FPA;8
246;48;0;CNS;8
246;52;4;FPS;16
246;54;5;FPA;9
246;60;2;CNA;18
246;66;4;FPA;6
246;70;0;CNS;6
246;76;6;CNA;17
246;78;6;FPS;17
246;80;3;CNA;20
246;82;5;FPS;19
246;88;6;FPA;7
246;92;0;CNS;10
247;18;3;CNA;3
247;20;4;FPA;11
247;22;6;CNS;12
