"subject";"latinsqr";"preg_class";"is_correct";"idnumber"
6427;1;1;1;28
6427;1;1;1;3
6427;1;0;1;27
6427;1;1;1;10
6427;1;0;1;29
6427;1;1;1;39
6427;1;0;1;12
6427;1;1;1;32
6427;1;0;1;18
6427;1;0;1;25
6427;1;1;1;38
6427;1;1;1;14
6427;1;0;1;31
6519;1;0;1;38
6519;1;0;1;14
6519;1;0;1;31
6519;1;1;1;28
6519;1;0;1;12
6519;1;1;1;3
6519;1;1;1;32
6519;1;1;1;29
6519;1;0;1;18
6519;1;1;1;27
6519;1;1;1;25
6519;1;1;1;10
6519;1;1;1;39
7253;1;0;1;32
7253;1;1;1;38
7253;1;1;1;14
7253;1;1;1;31
7253;1;1;1;12
7253;1;0;1;25
7253;1;0;1;18
7253;1;0;1;39
7253;1;1;1;3
7253;1;1;1;27
7253;1;1;1;10
7253;1;0;1;28
7253;1;1;1;29
8169;1;1;1;3
8169;1;1;1;29
8169;1;1;1;31
8169;1;0;1;25
8169;1;0;1;32
8169;1;0;1;12
8169;1;0;1;14
8169;1;1;1;27
8169;1;1;1;39
8169;1;0;1;18
8169;1;1;1;28
8169;1;0;1;10
8169;1;0;1;38
8488;1;0;1;29
8488;1;0;1;39
8488;1;0;1;25
8488;1;0;1;27
8488;1;1;1;12
8488;1;0;1;3
8488;1;0;1;18
8488;1;0;1;10
8488;1;0;1;31
8488;1;0;1;38
8488;1;0;1;28
8488;1;0;1;32
8488;1;0;1;14
8616;1;0;1;31
8616;1;1;1;28
8616;1;1;1;38
8616;1;0;1;29
8616;1;0;1;12
8616;1;0;1;14
8616;1;0;1;25
8616;1;0;1;18
8616;1;0;1;10
8616;1;1;0;27
8616;1;1;1;32
8616;1;0;1;3
8616;1;1;1;39
9410;1;0;1;10
9410;1;0;1;32
9410;1;0;1;18
9410;1;0;1;27
9410;1;0;1;38
9410;1;1;1;31
9410;1;1;1;29
9410;1;0;1;14
9410;1;1;1;3
9410;1;1;1;12
9410;1;0;1;39
9410;1;0;1;25
9410;1;1;1;28
9664;1;1;1;31
9664;1;0;1;32
9664;1;0;1;29
9664;1;1;1;27
9664;1;0;1;28
9664;1;0;1;18
9664;1;0;1;14
9664;1;0;1;12
9664;1;0;1;25
9664;1;1;1;39
9664;1;0;1;3
9664;1;1;1;38
9664;1;1;1;10
9884;1;1;1;18
9884;1;0;1;32
9884;1;1;1;10
9884;1;0;1;25
9884;1;1;1;39
9884;1;1;1;12
9884;1;1;1;28
9884;1;1;1;31
9884;1;0;0;38
9884;1;1;1;14
9884;1;1;1;27
9884;1;1;1;29
9884;1;1;1;3
1139;2;1;1;3
1139;2;0;1;31
1139;2;0;1;28
1139;2;1;1;25
1139;2;0;1;18
1139;2;0;1;12
1139;2;1;1;10
1139;2;1;1;29
1139;2;1;1;38
1139;2;0;1;39
1139;2;1;1;14
1139;2;0;1;32
1139;2;0;1;27
1240;2;1;1;28
1240;2;0;0;38
1240;2;0;1;32
1240;2;1;1;3
1240;2;0;1;12
1240;2;1;1;10
1240;2;1;1;39
1240;2;0;1;18
1240;2;0;1;31
1240;2;0;1;29
1240;2;1;1;14
1240;2;0;1;25
1240;2;1;1;27
1616;2;0;1;18
1616;2;0;1;28
1616;2;0;1;25
1616;2;0;1;29
1616;2;1;1;14
1616;2;0;1;38
1616;2;1;1;27
1616;2;1;1;3
1616;2;1;1;12
1616;2;0;1;32
1616;2;0;1;39
1616;2;1;1;31
1616;2;1;0;10
1968;2;0;1;10
1968;2;1;1;28
1968;2;1;1;32
1968;2;1;1;3
1968;2;1;1;12
1968;2;0;1;14
1968;2;1;1;18
1968;2;0;1;39
1968;2;0;1;31
1968;2;1;0;25
1968;2;0;1;38
1968;2;1;1;27
1968;2;1;1;29
2512;2;1;1;28
2512;2;1;1;38
2512;2;0;1;25
2512;2;0;1;39
2512;2;0;0;12
2512;2;1;1;29
2512;2;1;1;27
2512;2;1;1;10
2512;2;0;1;3
2512;2;1;1;31
2512;2;1;1;18
2512;2;0;1;32
2512;2;1;1;14
2665;2;0;1;25
2665;2;1;1;28
2665;2;0;1;39
2665;2;0;1;14
2665;2;1;1;32
2665;2;1;1;18
2665;2;0;1;31
2665;2;1;1;29
2665;2;0;1;12
2665;2;1;1;3
2665;2;0;1;27
2665;2;0;1;38
2665;2;0;1;10
2723;2;0;1;12
2723;2;1;1;27
2723;2;0;1;10
2723;2;0;1;18
2723;2;0;1;3
2723;2;1;1;32
2723;2;0;1;39
2723;2;0;1;28
2723;2;0;1;14
2723;2;1;1;25
2723;2;0;0;31
2723;2;1;1;29
2723;2;1;1;38
3029;2;1;1;28
3029;2;1;1;31
3029;2;0;1;10
3029;2;1;1;27
3029;2;1;1;32
3029;2;1;1;25
3029;2;1;1;12
3029;2;1;1;38
3029;2;0;1;18
3029;2;0;1;39
3029;2;1;1;14
3029;2;0;1;3
3029;2;0;1;29
3166;2;0;1;39
3166;2;1;1;18
3166;2;0;1;25
3166;2;0;1;38
3166;2;0;1;28
3166;2;1;1;10
3166;2;0;1;3
3166;2;0;1;12
3166;2;1;1;27
3166;2;1;1;29
3166;2;1;1;14
3166;2;1;1;31
3166;2;1;1;32
3742;2;1;1;39
3742;2;1;1;27
3742;2;0;1;29
3742;2;1;1;31
3742;2;0;1;38
3742;2;0;1;28
3742;2;0;1;10
3742;2;0;1;25
3742;2;1;1;12
3742;2;0;1;18
3742;2;1;1;3
3742;2;1;1;14
3742;2;1;0;32
3860;2;0;1;3
3860;2;0;1;28
3860;2;0;1;25
3860;2;1;1;10
3860;2;1;1;14
3860;2;1;1;32
3860;2;1;1;18
3860;2;1;1;29
3860;2;1;1;31
3860;2;0;1;38
3860;2;0;1;27
3860;2;0;1;12
3860;2;0;1;39
4613;2;1;1;27
4613;2;0;1;38
4613;2;1;1;28
4613;2;0;1;14
4613;2;1;1;18
4613;2;0;1;25
4613;2;1;1;3
4613;2;1;1;12
4613;2;1;0;32
4613;2;1;1;31
4613;2;0;1;10
4613;2;1;1;39
4613;2;0;1;29
4910;2;0;1;28
4910;2;0;1;3
4910;2;1;0;39
4910;2;0;1;10
4910;2;0;1;32
4910;2;1;1;12
4910;2;1;1;31
4910;2;0;1;27
4910;2;0;1;38
4910;2;1;1;14
4910;2;1;1;29
4910;2;1;1;18
4910;2;0;1;25
5250;2;1;1;28
5250;2;0;1;31
5250;2;1;1;29
5250;2;0;1;12
5250;2;0;0;3
5250;2;1;1;38
5250;2;1;1;39
5250;2;1;1;18
5250;2;1;1;14
5250;2;0;1;10
5250;2;1;1;27
5250;2;0;1;25
5250;2;1;1;32
5943;2;0;1;27
5943;2;1;1;32
5943;2;1;1;31
5943;2;0;1;29
5943;2;0;1;39
5943;2;0;1;3
5943;2;1;1;38
5943;2;1;1;14
5943;2;1;1;10
5943;2;0;1;12
5943;2;0;0;25
5943;2;0;1;18
5943;2;0;1;28
6650;2;0;1;18
6650;2;1;1;39
6650;2;0;1;14
6650;2;0;1;25
6650;2;0;1;28
6650;2;0;1;31
6650;2;1;1;32
6650;2;1;1;38
6650;2;0;1;10
6650;2;0;1;27
6650;2;0;1;3
6650;2;1;1;29
6650;2;1;1;12
6771;2;1;1;39
6771;2;1;1;29
6771;2;1;1;27
6771;2;0;1;14
6771;2;1;1;3
6771;2;1;1;31
6771;2;0;1;12
6771;2;0;1;28
6771;2;1;1;18
6771;2;1;1;38
6771;2;0;1;25
6771;2;1;1;10
6771;2;1;1;32
7987;2;1;1;18
7987;2;0;1;10
7987;2;1;1;38
7987;2;0;1;25
7987;2;1;0;29
7987;2;0;1;39
7987;2;0;1;14
7987;2;0;1;32
7987;2;0;1;3
7987;2;1;1;12
7987;2;0;1;27
7987;2;1;1;28
7987;2;1;1;31
8596;2;0;1;3
8596;2;0;1;18
8596;2;1;1;25
8596;2;0;1;10
8596;2;1;1;31
8596;2;0;1;27
8596;2;1;1;29
8596;2;1;1;32
8596;2;0;1;12
8596;2;0;1;38
8596;2;0;1;28
8596;2;1;1;39
8596;2;0;1;14
8755;2;0;1;10
8755;2;1;1;29
8755;2;1;1;38
8755;2;1;1;3
8755;2;1;1;18
8755;2;1;1;31
8755;2;1;1;39
8755;2;1;1;27
8755;2;0;1;28
8755;2;1;1;14
8755;2;0;1;25
8755;2;0;1;12
8755;2;0;1;32
880;2;1;1;38
880;2;1;1;32
880;2;1;1;18
880;2;1;1;10
880;2;1;1;25
880;2;0;1;31
880;2;1;1;29
880;2;1;1;14
880;2;0;1;39
880;2;1;1;3
880;2;1;1;28
880;2;1;0;12
880;2;1;1;27
8891;2;1;1;31
8891;2;0;1;3
8891;2;1;1;32
8891;2;0;1;39
8891;2;1;1;29
8891;2;0;1;25
8891;2;1;1;10
8891;2;1;1;28
8891;2;0;1;18
8891;2;0;1;14
8891;2;0;1;38
8891;2;0;1;12
8891;2;1;0;27
8901;2;1;1;18
8901;2;0;1;28
8901;2;1;1;12
8901;2;0;1;14
8901;2;1;1;25
8901;2;1;1;3
8901;2;1;1;31
8901;2;1;1;39
8901;2;0;1;29
8901;2;1;1;38
8901;2;0;1;27
8901;2;0;1;32
8901;2;0;1;10
891;2;1;1;28
891;2;1;1;25
891;2;0;1;32
891;2;0;0;27
891;2;0;1;29
891;2;1;1;38
891;2;1;1;10
891;2;1;1;18
891;2;1;1;12
891;2;0;1;31
891;2;1;1;39
891;2;0;1;3
891;2;1;1;14
9169;2;0;1;14
9169;2;1;1;25
9169;2;0;1;3
9169;2;1;1;28
9169;2;0;1;38
9169;2;1;1;39
9169;2;0;1;10
9169;2;1;1;18
9169;2;0;1;32
9169;2;1;1;27
9169;2;0;1;29
9169;2;0;1;12
9169;2;1;1;31
9392;2;1;1;27
9392;2;0;1;3
9392;2;1;1;38
9392;2;1;1;12
9392;2;0;1;28
9392;2;0;1;39
9392;2;1;1;31
9392;2;0;1;25
9392;2;1;1;10
9392;2;1;1;18
9392;2;1;1;14
9392;2;0;1;32
9392;2;0;1;29
9427;2;0;1;38
9427;2;0;1;18
9427;2;0;1;29
9427;2;0;1;25
9427;2;1;1;39
9427;2;1;1;31
9427;2;0;0;12
9427;2;1;1;3
9427;2;1;1;27
9427;2;0;1;32
9427;2;1;1;10
9427;2;0;1;14
9427;2;0;1;28
959;2;0;1;39
959;2;0;1;38
959;2;1;1;27
959;2;1;1;12
959;2;0;1;32
959;2;0;1;25
959;2;0;1;28
959;2;1;1;29
959;2;0;1;10
959;2;0;1;14
959;2;1;1;31
959;2;1;1;3
959;2;0;1;18
1227;2;0;1;39
1227;2;1;1;12
1227;2;1;1;25
1227;2;0;1;28
1227;2;0;1;14
1227;2;1;1;27
1227;2;1;1;29
1227;2;0;1;38
1227;2;1;1;31
1227;2;1;1;3
1227;2;0;1;32
1227;2;0;1;18
1227;2;0;1;10
1833;2;1;1;32
1833;2;1;1;28
1833;2;1;1;25
1833;2;0;1;10
1833;2;0;1;39
1833;2;0;1;27
1833;2;1;1;29
1833;2;0;1;14
1833;2;0;1;38
1833;2;0;1;18
1833;2;1;1;31
1833;2;0;1;12
1833;2;1;1;3
2202;2;0;1;12
2202;2;0;1;31
2202;2;1;1;32
2202;2;0;1;3
2202;2;1;1;14
2202;2;0;1;39
2202;2;1;1;29
2202;2;0;1;27
2202;2;1;1;25
2202;2;0;1;18
2202;2;0;1;38
2202;2;1;1;28
2202;2;0;1;10
2419;2;0;1;29
2419;2;0;1;28
2419;2;1;1;27
2419;2;0;1;12
2419;2;1;0;32
2419;2;0;1;31
2419;2;1;0;18
2419;2;1;0;14
2419;2;0;1;10
2419;2;1;1;25
2419;2;0;1;3
2419;2;0;1;39
2419;2;1;1;38
2467;2;0;1;12
2467;2;1;1;27
2467;2;1;1;18
2467;2;0;1;28
2467;2;0;1;39
2467;2;1;1;38
2467;2;1;1;29
2467;2;0;1;31
2467;2;0;1;3
2467;2;0;1;32
2467;2;1;1;14
2467;2;0;1;10
2467;2;1;1;25
2530;2;0;1;27
2530;2;1;1;3
2530;2;1;0;25
2530;2;1;1;38
2530;2;0;1;29
2530;2;0;1;28
2530;2;0;1;18
2530;2;0;1;12
2530;2;1;1;10
2530;2;1;1;31
2530;2;1;1;32
2530;2;1;1;39
2530;2;1;1;14
2831;2;0;1;18
2831;2;0;1;39
2831;2;0;1;3
2831;2;1;1;25
2831;2;1;1;27
2831;2;0;1;28
2831;2;0;1;10
2831;2;1;1;38
2831;2;0;1;29
2831;2;0;1;32
2831;2;0;1;31
2831;2;1;1;12
2831;2;1;1;14
3317;2;0;1;10
3317;2;1;1;31
3317;2;1;1;28
3317;2;1;1;12
3317;2;1;1;25
3317;2;0;0;39
3317;2;1;1;3
3317;2;0;0;38
3317;2;0;1;27
3317;2;0;1;32
3317;2;1;1;18
3317;2;1;1;29
3317;2;1;1;14
41;2;1;0;32
41;2;1;1;25
41;2;1;1;12
41;2;0;1;14
41;2;1;1;3
41;2;1;1;39
41;2;1;1;10
41;2;0;1;29
41;2;1;1;31
41;2;1;1;38
41;2;0;1;18
41;2;1;1;28
41;2;0;1;27
4583;2;1;1;38
4583;2;0;1;39
4583;2;0;1;32
4583;2;0;1;18
4583;2;1;1;29
4583;2;1;1;10
4583;2;0;1;14
4583;2;1;1;28
4583;2;0;1;25
4583;2;1;1;3
4583;2;0;1;12
4583;2;1;1;31
4583;2;0;1;27
4839;2;1;1;3
4839;2;0;1;32
4839;2;0;1;31
4839;2;1;1;28
4839;2;1;1;12
4839;2;0;1;27
4839;2;1;1;25
4839;2;0;1;14
4839;2;0;1;18
4839;2;0;1;29
4839;2;1;1;10
4839;2;1;1;38
4839;2;1;1;39
5122;2;1;0;25
5122;2;0;1;29
5122;2;1;1;28
5122;2;1;1;31
5122;2;1;1;12
5122;2;0;1;32
5122;2;0;1;27
5122;2;1;1;39
5122;2;1;0;10
5122;2;0;1;14
5122;2;0;1;3
5122;2;0;1;38
5122;2;0;1;18
5772;2;1;0;39
5772;2;0;1;10
5772;2;1;1;32
5772;2;0;1;27
5772;2;0;1;29
5772;2;0;1;31
5772;2;0;0;28
5772;2;1;1;3
5772;2;0;1;14
5772;2;1;1;25
5772;2;1;1;18
5772;2;1;1;38
5772;2;0;1;12
5910;2;0;1;29
5910;2;1;1;14
5910;2;1;1;27
5910;2;0;0;39
5910;2;0;1;32
5910;2;1;0;12
5910;2;0;1;10
5910;2;1;0;25
5910;2;0;1;3
5910;2;1;1;38
5910;2;1;1;18
5910;2;0;1;31
5910;2;1;1;28
6538;2;0;1;18
6538;2;0;1;32
6538;2;1;1;39
6538;2;0;1;12
6538;2;1;1;25
6538;2;0;1;10
6538;2;0;1;14
6538;2;0;1;29
6538;2;1;1;27
6538;2;0;1;28
6538;2;0;1;3
6538;2;0;1;31
6538;2;0;1;38
7075;2;1;1;18
7075;2;0;1;3
7075;2;1;1;14
7075;2;1;0;32
7075;2;0;1;29
7075;2;0;1;39
7075;2;1;1;31
7075;2;1;1;28
7075;2;1;1;10
7075;2;0;1;38
7075;2;1;1;27
7075;2;0;1;25
7075;2;1;1;12
7166;2;0;1;12
7166;2;0;1;14
7166;2;1;1;29
7166;2;0;1;25
7166;2;0;1;39
7166;2;1;1;10
7166;2;1;1;27
