"subject";"latinsqr";"preg_class";"is_correct";"idnumber"
7166;2;0;0;38
7166;2;1;1;28
7166;2;0;1;18
7166;2;1;1;31
7166;2;0;1;3
7166;2;0;1;32
7493;2;1;1;27
7493;2;0;1;3
7493;2;0;1;18
7493;2;1;1;39
7493;2;0;1;38
7493;2;0;1;29
7493;2;0;1;12
7493;2;0;1;10
7493;2;0;1;25
7493;2;0;1;31
7493;2;0;1;14
7493;2;1;1;28
7493;2;0;1;32
7547;2;0;1;25
7547;2;1;1;28
7547;2;1;1;12
7547;2;0;1;32
7547;2;1;1;3
7547;2;0;1;14
7547;2;1;1;18
7547;2;0;1;29
7547;2;0;1;10
7547;2;1;1;31
7547;2;1;1;39
7547;2;1;1;38
7547;2;0;1;27
78112;2;1;1;18
78112;2;0;1;29
78112;2;1;1;31
78112;2;1;1;12
78112;2;1;1;39
78112;2;1;1;27
78112;2;0;1;38
78112;2;0;1;14
78112;2;0;1;3
78112;2;0;1;28
78112;2;1;1;25
78112;2;0;1;32
78112;2;0;1;10
7811;2;0;1;14
7811;2;0;1;39
7811;2;0;1;12
7811;2;1;1;38
7811;2;1;1;10
7811;2;1;1;31
7811;2;0;1;25
7811;2;0;1;29
7811;2;0;1;32
7811;2;0;1;27
7811;2;1;1;18
7811;2;0;1;28
7811;2;0;1;3
7976;2;1;1;12
7976;2;1;1;32
7976;2;1;1;10
7976;2;1;1;27
7976;2;0;1;38
7976;2;1;1;25
7976;2;1;1;31
7976;2;0;1;28
7976;2;1;1;3
7976;2;1;1;29
7976;2;0;1;39
7976;2;1;1;14
7976;2;1;1;18
8338;2;0;1;29
8338;2;1;1;10
8338;2;1;1;27
8338;2;0;1;31
8338;2;1;1;39
8338;2;0;1;32
8338;2;1;1;12
8338;2;1;1;38
8338;2;1;1;18
8338;2;0;1;14
8338;2;0;1;28
8338;2;1;1;3
8338;2;0;1;25
8391;2;1;1;12
8391;2;1;1;28
8391;2;0;0;14
8391;2;0;1;32
8391;2;0;1;18
8391;2;1;1;10
8391;2;1;1;25
8391;2;0;0;39
8391;2;1;1;29
8391;2;0;1;27
8391;2;1;1;38
8391;2;1;1;3
8391;2;1;1;31
9803;2;0;1;3
9803;2;1;1;10
9803;2;0;1;29
9803;2;1;1;28
9803;2;1;1;32
9803;2;0;1;31
9803;2;1;1;14
9803;2;0;1;18
9803;2;0;1;27
9803;2;0;1;25
9803;2;1;1;38
9803;2;0;1;39
9803;2;1;1;12
1833;3;0;1;38
1833;3;0;1;28
1833;3;1;1;39
1833;3;1;1;31
1833;3;0;1;29
1833;3;0;1;27
1833;3;1;0;32
1833;3;1;1;10
1833;3;1;1;18
1833;3;0;1;3
1833;3;0;0;25
1833;3;0;1;14
1833;3;0;1;12
1983;3;1;1;27
1983;3;0;1;28
1983;3;0;1;32
1983;3;1;1;31
1983;3;0;1;39
1983;3;1;1;14
1983;3;0;1;38
1983;3;1;1;29
1983;3;0;1;10
1983;3;0;1;3
1983;3;1;0;25
1983;3;0;1;12
1983;3;1;1;18
2070;3;1;1;38
2070;3;1;1;39
2070;3;1;1;3
2070;3;0;1;14
2070;3;0;1;32
2070;3;0;1;25
2070;3;1;1;28
2070;3;1;1;29
2070;3;0;1;31
2070;3;0;1;12
2070;3;1;1;18
2070;3;0;1;27
2070;3;1;1;10
2215;3;1;0;29
2215;3;0;1;10
2215;3;0;1;27
2215;3;0;1;25
2215;3;1;1;32
2215;3;0;1;39
2215;3;0;1;12
2215;3;0;1;3
2215;3;1;1;31
2215;3;0;1;28
2215;3;1;1;18
2215;3;0;1;38
2215;3;1;0;14
238;3;0;1;38
238;3;1;1;18
238;3;1;1;27
238;3;0;1;39
238;3;1;1;32
238;3;0;1;10
238;3;0;1;25
238;3;0;1;3
238;3;1;1;12
238;3;1;0;31
238;3;0;1;28
238;3;1;1;29
238;3;1;1;14
2737;3;1;1;38
2737;3;0;1;39
2737;3;0;0;29
2737;3;1;1;18
2737;3;0;1;10
2737;3;0;1;3
2737;3;0;1;31
2737;3;1;1;25
2737;3;1;1;28
2737;3;0;1;27
2737;3;1;1;14
2737;3;0;1;32
2737;3;1;1;12
3618;3;1;1;14
3618;3;1;1;29
3618;3;1;1;10
3618;3;1;1;12
3618;3;1;1;38
3618;3;0;1;3
3618;3;1;1;27
3618;3;0;0;39
3618;3;1;1;31
3618;3;0;1;25
3618;3;1;1;18
3618;3;1;1;32
3618;3;1;1;28
3925;3;0;1;10
3925;3;0;0;27
3925;3;0;1;28
3925;3;0;1;29
3925;3;0;1;39
3925;3;1;1;38
3925;3;0;1;25
3925;3;0;1;32
3925;3;0;1;12
3925;3;0;1;14
3925;3;1;1;18
3925;3;1;1;31
3925;3;1;1;3
5033;3;1;1;32
5033;3;1;1;10
5033;3;0;1;28
5033;3;1;1;31
5033;3;1;1;18
5033;3;1;1;27
5033;3;0;1;12
5033;3;1;1;14
5033;3;1;1;29
5033;3;0;1;25
5033;3;1;1;38
5033;3;0;1;39
5033;3;1;1;3
5734;3;0;1;25
5734;3;0;1;12
5734;3;0;1;32
5734;3;0;1;18
5734;3;0;1;29
5734;3;0;1;14
5734;3;1;1;10
5734;3;1;1;3
5734;3;1;1;28
5734;3;0;1;31
5734;3;1;1;27
5734;3;1;1;39
5734;3;1;1;38
6254;3;0;1;14
6254;3;1;1;29
6254;3;1;1;31
6254;3;1;1;25
6254;3;0;1;28
6254;3;0;1;18
6254;3;0;1;3
6254;3;1;1;32
6254;3;1;1;10
6254;3;0;1;27
6254;3;1;1;38
6254;3;0;1;39
6254;3;1;1;12
6320;3;0;1;32
6320;3;0;1;25
6320;3;1;1;14
6320;3;1;1;29
6320;3;0;1;38
6320;3;0;1;28
6320;3;1;1;10
6320;3;1;1;31
6320;3;1;1;39
6320;3;1;1;3
6320;3;0;1;27
6320;3;0;1;12
6320;3;0;1;18
6386;3;0;1;14
6386;3;0;1;25
6386;3;1;1;29
6386;3;0;1;18
6386;3;0;1;12
6386;3;1;1;3
6386;3;1;1;31
6386;3;1;1;39
6386;3;0;1;28
6386;3;1;1;38
6386;3;0;1;32
6386;3;0;1;27
6386;3;1;1;10
6436;3;0;1;29
6436;3;0;1;12
6436;3;1;1;38
6436;3;1;1;39
6436;3;1;1;28
6436;3;1;1;27
6436;3;0;1;32
6436;3;0;1;3
6436;3;0;1;10
6436;3;1;1;25
6436;3;1;1;18
6436;3;0;1;31
6436;3;0;1;14
6442;3;0;1;25
6442;3;1;1;27
6442;3;1;1;18
6442;3;0;1;32
6442;3;1;1;14
6442;3;0;1;3
6442;3;0;1;38
6442;3;0;1;28
6442;3;1;0;10
6442;3;0;1;29
6442;3;0;1;12
6442;3;0;1;31
6442;3;0;1;39
6606;3;0;1;3
6606;3;0;1;29
6606;3;0;1;38
6606;3;1;1;14
6606;3;1;1;39
6606;3;0;1;25
6606;3;0;0;32
6606;3;0;1;10
6606;3;1;1;27
6606;3;0;1;12
6606;3;1;1;18
6606;3;1;1;31
6606;3;1;1;28
7360;3;0;1;39
7360;3;1;0;12
7360;3;1;1;32
7360;3;1;1;27
7360;3;0;1;25
7360;3;0;1;18
7360;3;0;1;28
7360;3;0;1;10
7360;3;1;1;14
7360;3;0;1;31
7360;3;0;1;29
7360;3;0;1;3
7360;3;1;1;38
7504;3;0;1;25
7504;3;1;0;31
7504;3;1;1;10
7504;3;0;0;3
7504;3;0;1;32
7504;3;1;1;27
7504;3;0;1;18
7504;3;0;1;29
7504;3;1;1;38
7504;3;0;1;28
7504;3;1;1;12
7504;3;1;1;14
7504;3;0;1;39
7676;3;0;1;18
7676;3;0;1;3
7676;3;1;1;12
7676;3;0;1;29
7676;3;0;1;38
7676;3;1;1;25
7676;3;0;1;31
7676;3;1;1;39
7676;3;0;1;14
7676;3;1;1;32
7676;3;1;1;28
7676;3;0;1;10
7676;3;0;1;27
7908;3;0;1;3
7908;3;1;1;25
7908;3;0;1;12
7908;3;0;1;10
7908;3;0;1;39
7908;3;1;1;28
7908;3;0;1;14
7908;3;1;0;32
7908;3;0;1;27
7908;3;1;1;18
7908;3;1;1;38
7908;3;0;1;29
7908;3;1;1;31
8716;3;0;1;14
8716;3;0;1;25
8716;3;1;1;38
8716;3;1;1;3
8716;3;0;1;12
8716;3;1;1;39
8716;3;1;1;31
8716;3;0;1;28
8716;3;1;1;27
8716;3;1;1;32
8716;3;0;1;29
8716;3;1;1;18
8716;3;1;1;10
8753;3;1;1;12
8753;3;0;1;14
8753;3;1;1;38
8753;3;1;1;31
8753;3;0;1;39
8753;3;0;1;28
8753;3;1;1;25
8753;3;0;1;3
8753;3;1;1;27
8753;3;1;1;29
8753;3;1;1;18
8753;3;0;1;10
8753;3;0;1;32
887;3;0;1;12
887;3;0;1;31
887;3;0;1;3
887;3;0;1;32
887;3;0;1;18
887;3;1;1;14
887;3;1;1;10
887;3;0;1;38
887;3;0;1;39
887;3;1;1;27
887;3;0;1;29
887;3;0;1;28
887;3;1;1;25
9039;3;1;1;31
9039;3;0;1;3
9039;3;0;1;14
9039;3;1;1;27
9039;3;1;1;10
9039;3;1;1;12
9039;3;0;1;18
9039;3;1;1;28
9039;3;0;1;38
9039;3;1;1;32
9039;3;1;1;25
9039;3;0;1;29
9039;3;0;1;39
9189;3;1;1;3
9189;3;1;1;18
9189;3;0;1;28
9189;3;0;1;29
9189;3;1;1;25
9189;3;1;1;12
9189;3;0;1;31
9189;3;0;1;10
9189;3;0;0;14
9189;3;0;0;38
9189;3;0;1;32
9189;3;1;1;39
9189;3;1;1;27
9269;3;0;1;28
9269;3;1;1;29
9269;3;0;1;27
9269;3;0;0;12
9269;3;0;1;38
9269;3;0;1;10
9269;3;0;1;25
9269;3;1;1;18
9269;3;0;1;3
9269;3;0;1;31
9269;3;0;1;32
9269;3;1;1;14
9269;3;1;1;39
9607;3;0;1;3
9607;3;0;1;18
9607;3;1;0;29
9607;3;0;1;12
9607;3;1;1;38
9607;3;0;1;32
9607;3;0;1;31
9607;3;0;1;27
9607;3;1;1;10
9607;3;0;1;28
9607;3;0;1;25
9607;3;0;1;39
9607;3;1;1;14
9814;3;0;1;28
9814;3;1;1;31
9814;3;1;1;39
9814;3;0;1;3
9814;3;0;1;25
9814;3;1;1;38
9814;3;0;1;10
9814;3;0;1;14
9814;3;1;1;29
9814;3;1;1;32
9814;3;0;1;27
9814;3;0;1;12
9814;3;1;1;18
1404;3;0;1;10
1404;3;1;1;25
1404;3;0;1;31
1404;3;0;1;14
1404;3;1;1;12
1404;3;0;1;28
1404;3;1;1;38
1404;3;1;1;39
1404;3;0;1;27
1404;3;0;1;18
1404;3;0;1;3
1404;3;1;1;32
1404;3;1;1;29
1564;3;1;1;27
1564;3;1;1;31
1564;3;0;1;14
1564;3;1;1;10
1564;3;1;1;28
1564;3;0;1;38
1564;3;0;1;39
1564;3;0;1;18
1564;3;0;1;29
1564;3;0;1;3
1564;3;0;1;25
1564;3;0;1;12
1564;3;0;1;32
1605;3;0;1;31
1605;3;1;1;27
1605;3;1;1;25
1605;3;0;1;3
1605;3;0;1;32
1605;3;1;1;10
1605;3;1;1;39
1605;3;0;1;14
1605;3;1;1;12
1605;3;0;1;38
1605;3;0;1;28
1605;3;0;1;29
1605;3;1;1;18
1689;3;0;1;3
1689;3;0;1;18
1689;3;1;1;28
1689;3;0;1;31
1689;3;0;1;14
1689;3;0;1;29
1689;3;0;1;25
1689;3;0;1;12
1689;3;1;1;38
1689;3;0;1;27
1689;3;1;1;39
1689;3;1;1;10
1689;3;0;1;32
2131;3;1;1;25
2131;3;0;1;18
2131;3;0;1;31
2131;3;0;1;29
2131;3;1;1;39
2131;3;0;1;14
2131;3;1;1;27
2131;3;0;1;32
2131;3;0;1;10
2131;3;1;1;12
2131;3;1;0;38
2131;3;0;1;3
2131;3;1;0;28
2828;3;0;1;25
2828;3;1;1;38
2828;3;0;1;14
2828;3;1;1;12
2828;3;0;1;10
2828;3;1;1;18
2828;3;1;1;3
2828;3;0;1;27
2828;3;1;1;39
2828;3;1;1;31
2828;3;0;1;28
2828;3;0;1;32
2828;3;1;1;29
3044;3;1;1;14
3044;3;0;1;29
3044;3;0;1;31
3044;3;1;1;10
3044;3;1;1;3
3044;3;1;1;27
3044;3;0;1;38
3044;3;0;1;39
3044;3;0;1;12
3044;3;1;1;28
3044;3;1;1;32
3044;3;1;1;25
3044;3;1;1;18
3066;3;1;1;25
3066;3;1;1;3
3066;3;0;1;29
3066;3;0;1;28
3066;3;0;1;38
3066;3;1;1;12
3066;3;0;1;39
3066;3;1;1;27
3066;3;0;1;18
3066;3;1;1;14
3066;3;0;1;10
3066;3;1;1;32
3066;3;0;1;31
3966;3;0;1;31
3966;3;1;1;14
3966;3;0;1;27
3966;3;0;1;32
3966;3;1;1;28
3966;3;1;1;18
3966;3;1;1;29
3966;3;0;1;10
3966;3;1;1;12
3966;3;0;1;38
3966;3;0;1;25
3966;3;0;0;3
3966;3;0;1;39
4073;3;1;1;39
4073;3;1;1;27
4073;3;1;1;25
4073;3;0;1;10
4073;3;0;1;12
4073;3;0;1;29
4073;3;0;1;3
4073;3;1;1;38
4073;3;1;1;28
4073;3;0;1;31
4073;3;1;1;18
4073;3;1;1;14
4073;3;0;1;32
4076;3;1;1;10
4076;3;0;0;12
4076;3;1;1;28
4076;3;1;1;29
4076;3;1;1;38
4076;3;1;1;27
4076;3;0;1;18
4076;3;0;1;25
4076;3;1;1;14
4076;3;1;1;31
4076;3;1;1;3
4076;3;0;1;32
4076;3;1;1;39
4767;3;1;1;31
4767;3;1;1;28
4767;3;1;1;25
4767;3;0;1;10
4767;3;1;1;32
4767;3;1;1;38
4767;3;0;1;3
4767;3;1;1;12
4767;3;1;1;18
4767;3;1;1;39
4767;3;1;1;29
4767;3;0;1;14
4767;3;0;1;27
5322;3;1;1;3
5322;3;1;1;25
5322;3;0;1;12
5322;3;1;1;32
5322;3;1;1;10
5322;3;0;1;29
5322;3;0;1;28
5322;3;0;1;31
5322;3;0;1;27
5322;3;1;1;18
5322;3;1;1;38
5322;3;1;1;39
5322;3;1;1;14
5924;3;0;0;10
5924;3;0;1;28
5924;3;0;1;25
5924;3;1;1;38
5924;3;1;1;39
5924;3;1;1;18
5924;3;0;1;31
5924;3;1;1;27
5924;3;0;1;32
5924;3;1;1;3
5924;3;1;1;29
5924;3;0;1;14
5924;3;0;1;12
6386;3;0;1;28
6386;3;0;1;39
6386;3;0;1;25
6386;3;1;0;32
6386;3;0;1;12
6386;3;1;1;10
6386;3;1;0;31
6386;3;1;1;27
6386;3;0;1;18
6386;3;1;1;14
6386;3;0;1;38
6386;3;0;1;3
6386;3;0;1;29
642;3;0;1;3
642;3;1;1;27
642;3;1;1;18
642;3;1;1;25
642;3;0;1;31
642;3;0;1;14
642;3;0;1;39
642;3;1;1;38
642;3;0;0;32
642;3;1;1;28
642;3;0;1;12
642;3;0;1;10
642;3;1;1;29
7046;3;0;1;29
7046;3;0;1;39
7046;3;0;1;32
7046;3;0;1;10
7046;3;1;1;28
7046;3;0;1;12
7046;3;0;1;18
7046;3;0;1;3
7046;3;0;1;31
7046;3;0;1;38
7046;3;1;1;14
7046;3;1;1;25
7046;3;1;1;27
7818;3;1;1;3
7818;3;1;1;39
7818;3;0;1;18
7818;3;1;1;38
7818;3;1;1;25
7818;3;1;1;10
7818;3;0;1;12
7818;3;1;1;32
7818;3;0;1;28
7818;3;0;1;29
7818;3;0;1;31
7818;3;1;1;14
7818;3;1;1;27
8258;3;1;1;18
8258;3;1;1;32
8258;3;1;1;28
8258;3;1;1;10
8258;3;0;1;38
8258;3;1;1;25
8258;3;0;1;14
8258;3;1;1;12
8258;3;0;0;3
8258;3;0;1;29
8258;3;0;1;39
8258;3;1;1;27
8258;3;0;1;31
8766;3;1;1;12
8766;3;1;1;29
8766;3;1;1;28
8766;3;0;1;18
8766;3;0;1;3
8766;3;1;1;32
8766;3;1;1;27
8766;3;0;1;39
8766;3;0;1;14
8766;3;1;1;25
8766;3;1;1;10
8766;3;0;1;38
8766;3;0;1;31
9204;3;1;1;31
9204;3;0;1;14
9204;3;1;1;39
9204;3;1;0;27
9204;3;1;1;32
9204;3;1;1;28
9204;3;0;1;10
9204;3;1;1;38
9204;3;0;1;25
9204;3;1;1;3
9204;3;0;1;18
9204;3;0;1;29
9204;3;1;1;12
9699;3;1;1;10
9699;3;0;1;14
9699;3;0;1;31
9699;3;0;1;29
9699;3;1;1;25
9699;3;0;1;18
9699;3;1;1;39
9699;3;1;1;12
9699;3;0;1;3
9699;3;0;1;38
9699;3;1;1;28
9699;3;1;1;32
9699;3;0;1;27
9743;3;1;1;25
9743;3;0;1;12
9743;3;0;1;28
9743;3;0;1;38
9743;3;0;1;14
9743;3;1;1;29
9743;3;1;1;18
9743;3;1;1;31
9743;3;0;1;27
9743;3;0;1;32
9743;3;1;1;10
9743;3;0;1;3
9743;3;1;1;39
9894;3;1;1;14
9894;3;1;1;10
9894;3;0;1;29
9894;3;0;1;28
9894;3;1;1;25
9894;3;0;1;32
9894;3;0;1;18
9894;3;0;1;38
9894;3;0;1;3
9894;3;0;1;39
9894;3;0;1;27
9894;3;0;1;12
9894;3;0;1;31
9927;3;0;1;29
9927;3;0;1;32
9927;3;1;1;12
9927;3;1;1;3
9927;3;0;1;38
9927;3;0;1;14
9927;3;0;1;31
9927;3;1;1;10
9927;3;0;1;27
9927;3;0;1;28
9927;3;1;1;39
9927;3;0;1;18
9927;3;0;1;25
1372;4;1;1;32
1372;4;1;1;39
1372;4;1;1;12
1372;4;1;1;25
1372;4;0;1;10
1372;4;1;1;18
1372;4;1;1;14
1372;4;1;1;38
1372;4;0;1;27
1372;4;0;1;29
1372;4;0;1;3
1372;4;0;1;31
1372;4;0;1;28
1454;4;0;1;29
1454;4;0;1;3
1454;4;1;1;27
1454;4;1;1;14
1454;4;1;1;39
1454;4;0;1;25
1454;4;0;1;28
1454;4;1;0;18
1454;4;1;1;12
1454;4;0;1;32
1454;4;0;1;38
1454;4;1;1;10
1454;4;1;1;31
1550;4;0;1;25
1550;4;0;1;10
1550;4;0;1;3
1550;4;0;1;28
1550;4;0;1;27
1550;4;1;1;31
1550;4;0;1;32
1550;4;0;1;38
1550;4;1;1;14
1550;4;1;1;12
1550;4;1;1;29
1550;4;0;1;39
1550;4;1;1;18
1670;4;0;1;27
1670;4;0;1;12
1670;4;0;1;39
1670;4;1;1;31
1670;4;0;1;29
1670;4;0;1;10
1670;4;1;1;28
1670;4;0;1;32
1670;4;0;1;18
1670;4;0;1;14
1670;4;0;0;3
1670;4;1;1;25
1670;4;0;0;38
2098;4;1;1;18
2098;4;0;1;3
2098;4;1;1;29
2098;4;0;1;38
2098;4;1;1;14
2098;4;1;1;32
2098;4;1;1;12
2098;4;1;1;25
2098;4;1;1;10
2098;4;0;1;31
2098;4;0;1;28
2098;4;0;1;39
2098;4;1;1;27
227;4;0;1;18
227;4;0;1;3
227;4;0;1;29
227;4;1;1;32
227;4;0;1;38
227;4;1;1;10
227;4;0;1;12
227;4;1;1;27
227;4;1;1;28
227;4;0;1;39
227;4;0;1;31
227;4;0;1;25
227;4;1;1;14
2434;4;1;1;3
2434;4;0;1;29
2434;4;0;1;25
2434;4;0;1;14
2434;4;0;1;39
2434;4;0;1;18
2434;4;1;1;27
2434;4;1;1;32
2434;4;0;1;38
2434;4;1;1;12
2434;4;0;1;28
2434;4;1;1;10
2434;4;0;1;31
2604;4;1;0;18
2604;4;1;1;31
2604;4;1;1;14
2604;4;0;1;12
2604;4;0;1;3
2604;4;0;1;38
2604;4;0;1;10
2604;4;0;1;27
2604;4;0;1;29
2604;4;1;1;32
2604;4;1;1;28
2604;4;1;1;39
2604;4;0;1;25
2763;4;0;1;14
2763;4;1;1;31
2763;4;0;1;32
2763;4;0;1;39
2763;4;1;1;27
2763;4;0;1;3
2763;4;1;1;29
2763;4;1;1;18
2763;4;1;1;38
2763;4;1;1;12
2763;4;1;1;10
2763;4;1;1;28
2763;4;1;1;25
2782;4;0;1;25
2782;4;1;1;39
2782;4;1;1;18
2782;4;1;1;28
2782;4;0;0;3
2782;4;0;1;10
2782;4;1;1;38
2782;4;0;1;31
2782;4;1;1;27
2782;4;0;1;29
2782;4;1;1;12
2782;4;0;1;14
2782;4;0;1;32
3109;4;0;1;12
3109;4;1;1;32
3109;4;0;1;28
3109;4;1;1;29
3109;4;1;1;10
3109;4;1;1;38
3109;4;1;1;18
3109;4;1;1;27
3109;4;0;1;39
3109;4;1;1;14
3109;4;1;1;31
3109;4;0;1;25
3109;4;0;1;3
4088;4;0;1;3
4088;4;1;1;29
4088;4;0;1;32
4088;4;0;1;38
4088;4;1;1;39
4088;4;1;1;18
4088;4;0;1;14
4088;4;0;1;25
4088;4;0;1;31
4088;4;1;1;10
4088;4;1;1;12
4088;4;0;1;28
4088;4;0;1;27
4634;4;0;1;29
4634;4;0;1;32
4634;4;1;1;38
4634;4;1;1;14
4634;4;0;1;25
4634;4;0;1;39
4634;4;0;1;12
4634;4;1;1;18
4634;4;1;0;27
4634;4;1;1;10
4634;4;1;1;31
4634;4;0;1;3
4634;4;1;1;28
4688;4;1;1;14
4688;4;1;1;27
4688;4;1;1;28
4688;4;0;1;25
4688;4;0;1;18
4688;4;0;1;38
4688;4;0;1;39
4688;4;1;1;10
4688;4;1;1;3
4688;4;1;1;29
4688;4;0;1;31
4688;4;1;1;12
4688;4;1;1;32
5194;4;1;1;29
5194;4;0;1;18
5194;4;0;1;32
5194;4;1;1;31
5194;4;1;1;3
5194;4;1;1;12
5194;4;1;0;14
5194;4;1;1;28
5194;4;1;1;27
5194;4;0;1;25
5194;4;1;1;39
5194;4;0;1;38
5194;4;1;1;10
6085;4;1;1;29
6085;4;0;1;25
6085;4;0;1;10
6085;4;0;1;28
6085;4;0;1;18
6085;4;0;1;31
6085;4;1;1;32
6085;4;0;1;12
6085;4;0;1;14
6085;4;0;1;39
6085;4;1;1;3
6085;4;1;1;27
6085;4;1;1;38
6156;4;0;1;31
6156;4;1;1;10
6156;4;1;1;28
6156;4;1;1;29
6156;4;1;1;12
6156;4;0;1;38
6156;4;0;1;18
6156;4;0;1;14
6156;4;0;1;32
6156;4;0;1;39
6156;4;0;1;25
6156;4;1;1;3
6156;4;1;1;27
6251;4;0;1;29
6251;4;0;1;28
6251;4;0;1;38
6251;4;1;1;10
6251;4;1;1;32
6251;4;1;1;18
6251;4;1;1;12
6251;4;1;1;31
6251;4;0;1;3
6251;4;0;1;14
6251;4;1;1;25
6251;4;0;1;27
6251;4;1;1;39
6325;4;1;1;39
6325;4;0;1;31
6325;4;1;1;10
6325;4;1;1;3
6325;4;0;0;25
6325;4;1;1;28
6325;4;1;1;14
6325;4;0;1;18
6325;4;1;1;27
6325;4;0;1;32
6325;4;1;1;29
6325;4;0;1;12
6325;4;0;0;38
6694;4;1;1;10
6694;4;0;1;28
6694;4;1;1;32
6694;4;0;1;38
6694;4;1;1;25
6694;4;1;1;29
6694;4;1;1;31
6694;4;1;1;14
6694;4;0;1;39
6694;4;0;1;3
6694;4;1;1;27
6694;4;0;1;12
6694;4;1;1;18
7065;4;1;1;3
7065;4;0;1;14
7065;4;1;1;27
7065;4;0;1;28
7065;4;0;1;12
7065;4;0;1;39
7065;4;0;1;25
7065;4;1;1;38
7065;4;0;1;32
7065;4;0;1;10
7065;4;0;1;29
7065;4;0;0;31
7065;4;1;1;18
737;4;0;1;39
737;4;1;1;28
737;4;0;1;18
737;4;1;1;10
737;4;1;1;29
737;4;0;1;27
737;4;1;1;31
737;4;0;1;32
737;4;0;1;14
737;4;1;1;25
737;4;0;1;38
737;4;1;1;12
737;4;1;1;3
7569;4;0;1;32
7569;4;1;1;3
7569;4;0;1;25
7569;4;1;1;38
7569;4;0;1;27
7569;4;1;1;18
7569;4;1;1;12
7569;4;1;1;14
7569;4;0;1;31
7569;4;1;1;39
7569;4;0;1;10
7569;4;0;1;29
7569;4;0;1;28
7620;4;0;1;12
7620;4;1;1;38
7620;4;0;1;39
7620;4;0;1;29
7620;4;1;1;28
7620;4;1;0;32
7620;4;1;1;27
7620;4;1;1;14
7620;4;1;1;10
7620;4;1;1;31
7620;4;0;1;18
7620;4;1;1;25
7620;4;1;1;3
8276;4;0;1;31
8276;4;0;0;28
8276;4;1;1;39
8276;4;0;1;25
8276;4;0;1;29
8276;4;1;1;32
8276;4;0;1;38
8276;4;1;1;12
8276;4;1;1;27
8276;4;0;1;3
8276;4;0;1;14
8276;4;0;1;18
8276;4;1;1;10
8407;4;0;1;39
8407;4;0;1;31
8407;4;0;1;29
8407;4;1;1;28
8407;4;0;1;32
8407;4;1;0;10
8407;4;1;1;14
8407;4;0;1;25
8407;4;1;1;38
8407;4;0;1;27
8407;4;1;1;12
8407;4;0;1;3
8407;4;0;1;18
8433;4;1;1;31
8433;4;0;1;12
8433;4;1;1;25
8433;4;1;1;14
8433;4;1;1;10
8433;4;0;1;27
8433;4;1;1;32
8433;4;0;0;28
8433;4;0;1;39
8433;4;1;1;3
8433;4;0;1;29
8433;4;1;1;18
8433;4;0;1;38
8526;4;0;1;39
8526;4;1;1;32
8526;4;1;1;28
8526;4;0;1;31
8526;4;1;1;14
8526;4;0;1;27
8526;4;1;1;12
8526;4;0;1;3
8526;4;0;1;38
8526;4;0;1;29
8526;4;1;1;18
8526;4;1;1;25
8526;4;0;1;10
8740;4;0;1;27
8740;4;0;1;38
8740;4;0;1;12
8740;4;0;1;39
8740;4;1;1;25
8740;4;0;1;14
8740;4;1;1;3
8740;4;1;1;32
8740;4;1;1;28
8740;4;0;1;18
8740;4;1;1;29
8740;4;1;1;10
8740;4;1;1;31
9269;4;0;1;29
9269;4;0;1;39
9269;4;1;1;38
9269;4;1;1;31
9269;4;1;1;32
9269;4;1;1;14
9269;4;0;1;25
9269;4;1;1;12
9269;4;0;1;27
9269;4;1;1;10
9269;4;1;1;3
9269;4;0;1;18
9269;4;1;1;28
930;4;1;1;27
930;4;0;1;18
930;4;0;0;12
930;4;0;1;38
930;4;0;1;39
930;4;0;1;3
930;4;0;1;25
930;4;0;1;14
930;4;0;1;31
930;4;0;1;32
930;4;1;0;10
930;4;0;0;28
930;4;0;1;29
9795;4;1;1;31
9795;4;1;1;12
9795;4;1;1;14
9795;4;0;1;25
9795;4;0;1;29
9795;4;1;1;10
9795;4;0;0;18
9795;4;0;1;32
9795;4;1;1;38
9795;4;0;1;39
9795;4;1;1;3
9795;4;0;1;27
9795;4;0;1;28
1165;4;0;1;32
1165;4;1;1;39
1165;4;0;1;38
1165;4;1;1;12
1165;4;0;1;25
1165;4;1;1;28
1165;4;1;1;10
1165;4;0;1;27
1165;4;1;1;31
1165;4;1;1;14
1165;4;0;1;18
1165;4;0;1;29
1165;4;0;1;3
1347;4;0;1;38
1347;4;1;1;29
1347;4;1;1;32
1347;4;1;0;25
1347;4;0;1;3
1347;4;0;1;14
1347;4;1;1;10
1347;4;0;1;18
1347;4;1;1;39
1347;4;1;1;27
1347;4;0;1;28
1347;4;1;1;12
1347;4;0;1;31
1984;4;0;1;12
1984;4;1;1;18
1984;4;0;0;38
1984;4;0;1;29
1984;4;0;1;25
1984;4;0;1;3
1984;4;1;1;28
1984;4;1;1;39
1984;4;1;1;10
1984;4;1;1;32
1984;4;0;1;31
1984;4;1;1;14
1984;4;0;1;27
2086;4;0;1;3
2086;4;1;1;14
2086;4;0;1;27
2086;4;0;1;12
2086;4;1;1;25
2086;4;1;1;38
2086;4;0;1;39
2086;4;1;1;29
2086;4;1;0;10
2086;4;0;1;31
2086;4;1;1;18
2086;4;1;1;28
2086;4;0;1;32
2225;4;1;1;10
2225;4;0;1;29
2225;4;0;1;38
2225;4;1;1;39
2225;4;1;1;18
2225;4;1;1;28
2225;4;0;1;27
2225;4;0;1;31
2225;4;1;1;25
2225;4;1;1;3
