"subject";"index";"acceptability";"idnumber";"condition"
77;36;0;15;"EIC"
77;37;6;19;"EAC"
77;38;6;10;"EAC"
78;1;6;18;"EAC"
78;2;6;20;"EAC"
78;3;0;15;"EIC"
78;4;5;16;"EAC"
78;5;0;17;"EIC"
78;6;2;11;"EAC"
78;7;0;2;"EIC"
78;8;2;12;"EIC"
78;9;6;17;"EAC"
78;10;5;2;"EAC"
78;11;0;13;"EIC"
78;12;6;8;"EAC"
78;13;6;5;"EAC"
78;14;4;6;"EAC"
78;15;0;7;"EIC"
78;16;0;11;"EIC"
78;17;0;14;"EIC"
78;18;0;5;"EIC"
78;19;6;14;"EAC"
78;20;0;8;"EIC"
78;21;3;3;"EIC"
78;22;6;10;"EAC"
78;23;0;6;"EIC"
78;24;1;10;"EIC"
78;25;5;3;"EAC"
78;26;6;7;"EAC"
78;27;0;16;"EIC"
78;28;6;15;"EAC"
78;29;2;20;"EIC"
78;30;6;12;"EAC"
78;31;0;19;"EIC"
78;32;0;9;"EIC"
78;33;6;13;"EAC"
78;34;6;4;"EAC"
78;35;0;18;"EIC"
78;36;6;9;"EAC"
78;37;4;19;"EAC"
78;38;4;1;"EAC"
78;39;0;4;"EIC"
78;40;0;1;"EIC"
79;1;0;15;"EIC"
79;2;6;17;"EAC"
79;3;0;4;"EIC"
79;4;5;15;"EAC"
79;5;0;12;"EIC"
79;6;6;13;"EAC"
79;7;3;7;"EAC"
79;8;0;2;"EIC"
79;9;0;9;"EIC"
79;10;3;11;"EAC"
79;11;6;3;"EAC"
79;12;6;16;"EAC"
79;13;6;6;"EAC"
79;14;5;19;"EAC"
79;15;6;4;"EAC"
79;16;0;11;"EIC"
79;17;0;7;"EIC"
79;18;5;10;"EAC"
79;19;0;1;"EIC"
79;20;3;8;"EAC"
79;21;1;8;"EIC"
79;22;0;10;"EIC"
79;23;0;19;"EIC"
79;24;5;5;"EAC"
79;25;0;3;"EIC"
79;26;0;6;"EIC"
79;27;5;18;"EAC"
79;28;0;5;"EIC"
79;29;0;13;"EIC"
79;30;6;9;"EAC"
79;31;5;14;"EAC"
79;32;0;18;"EIC"
79;33;6;20;"EAC"
79;34;0;20;"EIC"
79;35;0;14;"EIC"
79;36;0;16;"EIC"
79;37;0;17;"EIC"
79;38;5;1;"EAC"
79;39;6;2;"EAC"
79;40;5;12;"EAC"
80;1;0;20;"EIC"
80;2;1;7;"EIC"
80;3;5;11;"EAC"
80;4;6;1;"EAC"
80;5;5;15;"EAC"
80;6;0;9;"EIC"
80;7;0;8;"EIC"
80;8;6;6;"EAC"
80;9;4;4;"EAC"
80;10;0;3;"EIC"
80;11;5;12;"EAC"
80;12;0;8;"EAC"
80;13;5;13;"EAC"
80;14;0;11;"EIC"
80;15;3;10;"EIC"
80;16;0;12;"EIC"
80;17;6;7;"EAC"
80;18;6;10;"EAC"
80;19;3;3;"EAC"
80;20;0;16;"EIC"
80;21;0;18;"EIC"
80;22;2;18;"EAC"
80;23;0;13;"EIC"
80;24;4;19;"EAC"
80;25;6;9;"EAC"
80;26;0;2;"EIC"
80;27;5;17;"EAC"
80;28;0;19;"EIC"
80;29;6;20;"EAC"
80;30;0;17;"EIC"
80;31;4;5;"EAC"
80;32;0;1;"EIC"
80;33;6;14;"EAC"
80;34;0;15;"EIC"
80;35;0;14;"EIC"
80;36;0;6;"EIC"
80;37;6;2;"EAC"
80;38;0;5;"EIC"
80;39;0;4;"EIC"
80;40;5;16;"EAC"
81;1;6;13;"EAC"
81;2;0;20;"EIC"
81;3;0;8;"EIC"
81;4;0;19;"EIC"
81;5;0;18;"EIC"
81;6;6;1;"EAC"
81;7;5;3;"EAC"
81;8;1;10;"EIC"
81;9;6;5;"EAC"
81;10;4;14;"EAC"
81;11;0;14;"EIC"
81;12;5;7;"EAC"
81;13;6;20;"EAC"
81;14;6;6;"EAC"
81;15;5;8;"EAC"
81;16;0;15;"EIC"
81;17;0;2;"EIC"
81;18;3;13;"EIC"
81;19;1;6;"EIC"
81;20;5;19;"EAC"
81;21;0;12;"EIC"
81;22;5;15;"EAC"
81;23;0;1;"EIC"
81;24;0;11;"EIC"
81;25;0;9;"EIC"
81;26;5;4;"EAC"
81;27;6;10;"EAC"
81;28;6;12;"EAC"
81;29;6;2;"EAC"
81;30;6;11;"EAC"
81;31;5;17;"EAC"
81;32;6;18;"EAC"
81;33;6;16;"EAC"
81;34;0;3;"EIC"
81;35;0;16;"EIC"
81;36;5;9;"EAC"
81;37;1;7;"EIC"
81;38;0;17;"EIC"
81;39;0;4;"EIC"
81;40;0;5;"EIC"
82;1;1;15;"EIC"
82;2;0;4;"EIC"
82;3;0;6;"EIC"
82;4;6;14;"EAC"
82;5;0;5;"EIC"
82;6;0;1;"EAC"
82;7;6;8;"EAC"
82;8;6;10;"EAC"
82;9;6;11;"EAC"
82;10;0;1;"EIC"
82;11;6;9;"EAC"
82;12;0;10;"EIC"
82;13;6;3;"EAC"
82;14;0;17;"EIC"
82;15;0;7;"EIC"
82;16;0;12;"EIC"
82;17;2;2;"EIC"
82;18;0;14;"EIC"
82;19;0;16;"EIC"
82;20;6;6;"EAC"
82;21;5;15;"EAC"
82;22;0;20;"EIC"
82;23;0;13;"EIC"
82;24;0;11;"EIC"
82;25;6;16;"EAC"
82;26;5;12;"EAC"
82;27;6;13;"EAC"
82;28;5;5;"EAC"
82;29;0;9;"EIC"
82;30;5;2;"EAC"
82;31;0;18;"EIC"
82;32;0;19;"EIC"
82;33;4;4;"EAC"
82;34;0;8;"EIC"
82;35;0;3;"EIC"
82;36;2;7;"EAC"
83;1;6;18;"EAC"
83;2;0;13;"EIC"
83;3;0;11;"EIC"
83;4;2;16;"EIC"
83;5;0;18;"EIC"
83;6;4;13;"EAC"
83;7;0;15;"EIC"
83;8;6;14;"EAC"
83;9;6;19;"EAC"
83;10;6;8;"EAC"
83;11;0;9;"EIC"
83;12;4;15;"EAC"
83;13;6;3;"EAC"
83;14;0;1;"EIC"
83;15;6;12;"EAC"
83;16;6;2;"EAC"
83;17;3;20;"EAC"
83;18;0;19;"EIC"
83;19;5;16;"EAC"
83;20;0;3;"EIC"
83;21;6;7;"EAC"
83;22;0;14;"EIC"
83;23;0;10;"EIC"
83;24;6;5;"EAC"
83;25;0;12;"EIC"
83;26;0;4;"EIC"
83;27;3;9;"EAC"
83;28;0;2;"EIC"
83;29;6;17;"EAC"
83;30;0;6;"EIC"
83;31;6;1;"EAC"
83;32;4;6;"EAC"
83;33;0;7;"EIC"
83;34;6;4;"EAC"
83;35;0;17;"EIC"
83;36;0;8;"EIC"
83;37;6;10;"EAC"
83;38;0;20;"EIC"
83;39;6;11;"EAC"
83;40;0;5;"EIC"
84;1;6;9;"EAC"
84;2;6;11;"EAC"
84;3;0;9;"EIC"
84;4;6;13;"EAC"
84;5;3;16;"EAC"
84;6;5;10;"EAC"
84;7;0;15;"EIC"
84;8;5;17;"EAC"
84;9;5;3;"EAC"
84;10;0;2;"EIC"
84;11;6;1;"EAC"
84;12;5;18;"EAC"
84;13;0;3;"EIC"
84;14;3;20;"EAC"
84;15;0;13;"EIC"
84;16;0;16;"EIC"
84;17;2;15;"EAC"
84;18;3;14;"EAC"
84;19;5;6;"EAC"
84;20;0;10;"EIC"
84;21;6;2;"EAC"
84;22;5;8;"EAC"
84;23;0;5;"EIC"
84;24;0;14;"EIC"
84;25;6;7;"EAC"
84;26;0;8;"EIC"
84;27;0;12;"EIC"
84;28;0;18;"EIC"
84;29;2;19;"EAC"
84;30;0;4;"EIC"
84;31;3;1;"EIC"
84;32;6;4;"EAC"
84;33;0;6;"EIC"
84;34;4;11;"EIC"
84;35;0;7;"EIC"
84;36;0;17;"EIC"
84;37;6;12;"EAC"
84;38;0;19;"EIC"
84;39;0;20;"EIC"
84;40;6;5;"EAC"
85;1;0;16;"EIC"
85;2;0;8;"EIC"
85;3;6;6;"EAC"
85;4;5;20;"EAC"
85;5;0;20;"EIC"
85;6;0;2;"EIC"
85;7;0;13;"EIC"
85;8;6;14;"EAC"
85;9;6;12;"EIC"
85;10;0;18;"EIC"
85;11;0;10;"EIC"
85;12;6;1;"EAC"
85;13;6;17;"EAC"
85;14;6;16;"EAC"
85;15;0;4;"EIC"
85;16;0;11;"EIC"
85;17;0;6;"EIC"
85;18;0;17;"EIC"
85;19;6;5;"EAC"
85;20;4;19;"EAC"
85;21;0;19;"EIC"
85;22;0;14;"EIC"
85;23;6;13;"EAC"
85;24;6;12;"EAC"
85;25;6;7;"EAC"
85;26;4;2;"EAC"
85;27;0;9;"EIC"
85;28;0;7;"EIC"
85;29;5;8;"EAC"
85;30;0;3;"EIC"
85;31;0;1;"EIC"
85;32;6;9;"EAC"
85;33;6;10;"EAC"
85;34;6;15;"EAC"
85;35;4;18;"EAC"
85;36;0;15;"EIC"
85;37;0;5;"EIC"
85;38;5;11;"EAC"
85;39;6;4;"EAC"
85;40;6;3;"EAC"
86;1;0;5;"EIC"
86;2;5;8;"EAC"
86;3;5;1;"EAC"
86;4;6;2;"EAC"
86;5;6;20;"EAC"
86;6;0;15;"EIC"
86;7;5;12;"EAC"
86;8;6;4;"EAC"
86;9;0;4;"EIC"
86;10;5;18;"EAC"
86;11;0;9;"EIC"
86;12;0;1;"EIC"
86;13;0;8;"EIC"
86;14;3;14;"EAC"
86;15;0;10;"EIC"
86;16;1;19;"EIC"
86;17;4;6;"EIC"
86;18;6;13;"EAC"
86;19;6;19;"EAC"
86;20;0;3;"EIC"
86;21;0;17;"EIC"
86;22;6;7;"EAC"
86;23;2;12;"EIC"
86;24;5;3;"EAC"
86;25;0;14;"EIC"
86;26;6;6;"EAC"
86;27;0;16;"EIC"
86;28;0;13;"EIC"
86;29;5;17;"EAC"
86;30;0;11;"EIC"
86;31;6;9;"EAC"
86;32;4;11;"EAC"
86;33;6;15;"EAC"
86;34;6;5;"EAC"
86;35;0;18;"EIC"
86;36;4;10;"EAC"
86;37;0;7;"EIC"
86;38;6;16;"EAC"
86;39;0;2;"EIC"
86;40;0;20;"EIC"
87;1;0;15;"EIC"
87;2;0;16;"EIC"
87;3;5;19;"EAC"
87;4;4;12;"EAC"
87;5;6;13;"EAC"
87;6;6;1;"EAC"
87;7;0;3;"EIC"
87;8;1;5;"EIC"
87;9;6;6;"EAC"
87;10;6;20;"EAC"
87;11;0;2;"EIC"
87;12;6;3;"EAC"
87;13;0;8;"EIC"
87;14;6;8;"EAC"
87;15;0;6;"EIC"
87;16;0;19;"EIC"
87;17;5;4;"EAC"
87;18;0;9;"EIC"
87;19;2;15;"EAC"
87;20;5;17;"EAC"
87;21;0;14;"EIC"
87;22;6;14;"EAC"
87;23;6;18;"EAC"
87;24;0;13;"EIC"
87;25;6;7;"EAC"
87;26;6;9;"EAC"
87;27;1;17;"EIC"
87;28;0;10;"EIC"
87;29;0;12;"EIC"
87;30;6;11;"EAC"
87;31;0;7;"EIC"
87;32;6;5;"EAC"
87;33;1;20;"EIC"
87;34;0;11;"EIC"
87;35;6;2;"EAC"
87;36;4;10;"EAC"
87;37;1;4;"EIC"
87;38;0;18;"EIC"
87;39;0;1;"EIC"
87;40;6;16;"EAC"
88;1;5;14;"EAC"
88;2;6;11;"EAC"
88;3;0;19;"EIC"
88;4;0;8;"EIC"
88;5;6;4;"EAC"
88;6;0;13;"EIC"
88;7;6;7;"EAC"
88;8;0;5;"EIC"
88;9;6;5;"EAC"
88;10;0;2;"EIC"
88;11;5;6;"EAC"
88;12;6;16;"EAC"
88;13;0;10;"EIC"
88;14;0;14;"EIC"
88;15;6;9;"EAC"
88;16;0;6;"EIC"
88;17;0;7;"EIC"
88;18;0;12;"EIC"
88;19;6;13;"EAC"
88;20;0;9;"EIC"
88;21;0;3;"EIC"
88;22;6;12;"EAC"
88;23;0;20;"EIC"
88;24;0;15;"EIC"
88;25;0;18;"EIC"
88;26;6;10;"EAC"
88;27;6;15;"EAC"
88;28;0;17;"EIC"
88;29;5;2;"EAC"
88;30;0;1;"EIC"
88;31;4;8;"EAC"
88;32;4;3;"EAC"
88;33;1;16;"EIC"
88;34;6;1;"EAC"
88;35;1;11;"EIC"
88;36;0;4;"EIC"
89;1;6;14;"EAC"
89;2;0;12;"EIC"
89;3;0;3;"EIC"
89;4;6;20;"EAC"
89;5;0;18;"EIC"
89;6;6;19;"EAC"
89;7;6;10;"EAC"
89;8;6;12;"EAC"
89;9;4;7;"EAC"
89;10;6;4;"EAC"
89;11;0;10;"EIC"
89;12;0;4;"EIC"
89;13;0;14;"EIC"
89;14;6;15;"EAC"
89;15;0;9;"EIC"
89;16;0;13;"EIC"
89;17;6;13;"EAC"
89;18;5;2;"EAC"
89;19;0;7;"EIC"
89;20;0;16;"EIC"
89;21;0;5;"EIC"
89;22;0;11;"EIC"
89;23;6;11;"EAC"
89;24;5;5;"EAC"
89;25;0;1;"EIC"
89;26;0;19;"EIC"
89;27;6;1;"EAC"
89;28;0;6;"EIC"
89;29;0;2;"EIC"
89;30;5;6;"EAC"
89;31;0;15;"EIC"
89;32;0;8;"EIC"
89;33;4;17;"EAC"
89;34;4;18;"EAC"
89;35;6;9;"EAC"
89;36;0;17;"EIC"
89;37;5;3;"EAC"
89;38;4;16;"EAC"
89;39;6;8;"EAC"
89;40;0;20;"EIC"
90;1;6;17;"EAC"
90;2;6;2;"EAC"
90;3;5;15;"EAC"
90;4;0;10;"EIC"
90;5;0;3;"EIC"
90;6;0;6;"EIC"
90;7;2;3;"EAC"
90;8;0;11;"EIC"
90;9;0;1;"EIC"
90;10;0;4;"EIC"
90;11;5;9;"EIC"
90;12;6;12;"EAC"
90;13;0;14;"EIC"
90;14;4;7;"EAC"
90;15;3;4;"EAC"
90;16;6;11;"EAC"
90;17;5;8;"EAC"
90;18;6;6;"EAC"
90;19;4;10;"EAC"
90;20;0;7;"EIC"
90;21;1;9;"EAC"
90;22;2;13;"EIC"
90;23;0;15;"EIC"
90;24;6;19;"EAC"
90;25;5;5;"EAC"
90;26;6;18;"EAC"
90;27;6;20;"EAC"
90;28;0;5;"EIC"
90;29;6;16;"EAC"
90;30;0;2;"EIC"
90;31;1;8;"EIC"
90;32;0;12;"EIC"
90;33;6;14;"EAC"
90;34;4;1;"EAC"
90;35;3;16;"EIC"
90;36;6;13;"EAC"
91;1;6;15;"EAC"
91;2;0;1;"EIC"
91;3;6;17;"EAC"
91;4;5;16;"EAC"
91;5;3;6;"EAC"
91;6;6;18;"EAC"
91;7;6;7;"EAC"
91;8;0;3;"EIC"
91;9;5;5;"EAC"
91;10;2;1;"EAC"
91;11;0;2;"EIC"
91;12;0;16;"EIC"
91;13;0;20;"EIC"
91;14;6;2;"EAC"
91;15;0;5;"EIC"
91;16;6;9;"EAC"
91;17;0;11;"EIC"
91;18;0;17;"EIC"
91;19;0;18;"EIC"
91;20;6;19;"EAC"
91;21;0;6;"EIC"
91;22;0;9;"EIC"
91;23;6;12;"EAC"
91;24;0;4;"EIC"
91;25;0;10;"EIC"
91;26;6;8;"EAC"
91;27;5;10;"EAC"
91;28;6;14;"EAC"
91;29;0;8;"EIC"
91;30;5;13;"EAC"
91;31;0;15;"EIC"
91;32;0;19;"EIC"
91;33;4;4;"EAC"
91;34;1;14;"EIC"
91;35;0;12;"EIC"
91;36;0;13;"EIC"
91;37;6;3;"EAC"
91;38;2;7;"EIC"
91;39;6;11;"EAC"
91;40;5;20;"EAC"
92;1;6;20;"EAC"
92;2;6;16;"EAC"
92;3;0;4;"EIC"
92;4;5;12;"EAC"
92;5;0;10;"EIC"
92;6;0;18;"EIC"
92;7;0;12;"EIC"
92;8;0;7;"EIC"
92;9;6;6;"EAC"
92;10;6;10;"EAC"
92;11;2;16;"EIC"
92;12;0;11;"EIC"
92;13;6;8;"EAC"
92;14;0;13;"EIC"
92;15;4;18;"EAC"
92;16;0;6;"EIC"
92;17;6;13;"EAC"
92;18;0;8;"EIC"
92;19;0;5;"EIC"
92;20;0;14;"EIC"
92;21;0;15;"EIC"
92;22;0;20;"EIC"
92;23;6;2;"EAC"
92;24;6;9;"EAC"
92;25;6;3;"EAC"
92;26;0;9;"EIC"
92;27;0;3;"EIC"
92;28;5;17;"EAC"
92;29;6;15;"EAC"
92;30;1;2;"EIC"
92;31;6;11;"EAC"
92;32;6;4;"EAC"
92;33;0;17;"EIC"
92;34;0;19;"EIC"
92;35;6;5;"EAC"
92;36;6;19;"EAC"
92;37;6;7;"EAC"
92;38;0;1;"EIC"
92;39;6;14;"EAC"
92;40;6;1;"EAC"
93;1;0;17;"EIC"
93;2;5;11;"EAC"
93;3;0;1;"EIC"
93;4;6;7;"EAC"
93;5;0;8;"EIC"
93;6;0;18;"EIC"
93;7;6;10;"EAC"
93;8;6;9;"EAC"
93;9;0;19;"EIC"
93;10;0;2;"EIC"
93;11;5;6;"EAC"
93;12;0;14;"EIC"
93;13;0;16;"EIC"
93;14;4;16;"EAC"
93;15;6;1;"EAC"
93;16;6;4;"EAC"
93;17;1;4;"EIC"
93;18;5;14;"EAC"
93;19;0;7;"EIC"
93;20;6;19;"EAC"
93;21;5;2;"EAC"
93;22;0;13;"EIC"
93;23;3;18;"EAC"
93;24;5;3;"EAC"
93;25;4;17;"EAC"
93;26;1;12;"EIC"
93;27;0;11;"EIC"
93;28;0;10;"EIC"
93;29;0;6;"EIC"
93;30;6;20;"EAC"
93;31;0;9;"EIC"
93;32;0;20;"EIC"
93;33;6;8;"EAC"
93;34;0;5;"EIC"
93;35;0;3;"EIC"
93;36;6;13;"EAC"
93;37;5;12;"EAC"
93;38;6;15;"EAC"
93;39;4;5;"EAC"
93;40;0;15;"EIC"
94;1;0;8;"EIC"
94;2;0;5;"EIC"
94;3;6;4;"EAC"
94;4;5;5;"EAC"
94;5;0;18;"EIC"
94;6;5;13;"EAC"
94;7;5;16;"EAC"
94;8;6;14;"EAC"
94;9;0;9;"EIC"
94;10;5;9;"EAC"
94;11;6;20;"EAC"
94;12;0;2;"EIC"
94;13;6;2;"EAC"
94;14;2;17;"EIC"
94;15;0;7;"EIC"
94;16;0;16;"EIC"
94;17;0;12;"EIC"
94;18;0;8;"EAC"
94;19;6;10;"EAC"
94;20;0;6;"EIC"
94;21;6;17;"EAC"
94;22;1;11;"EIC"
94;23;6;6;"EAC"
94;24;3;15;"EAC"
94;25;0;14;"EIC"
94;26;6;7;"EAC"
94;27;2;19;"EIC"
94;28;6;19;"EAC"
94;29;0;1;"EIC"
94;30;0;10;"EIC"
94;31;2;20;"EIC"
94;32;0;15;"EIC"
94;33;4;12;"EAC"
94;34;6;1;"EAC"
94;35;6;3;"EAC"
94;36;0;13;"EIC"
94;37;6;18;"EAC"
94;38;0;4;"EIC"
94;39;0;3;"EIC"
94;40;4;11;"EAC"
95;1;5;6;"EAC"
95;2;0;7;"EIC"
95;3;0;10;"EIC"
95;4;5;16;"EAC"
95;5;5;18;"EAC"
95;6;1;5;"EIC"
95;7;6;19;"EAC"
95;8;3;5;"EAC"
95;9;6;10;"EAC"
95;10;6;1;"EAC"
95;11;0;11;"EIC"
95;12;0;17;"EIC"
95;13;0;8;"EIC"
95;14;2;13;"EAC"
95;15;0;14;"EIC"
95;16;0;6;"EIC"
95;17;3;2;"EAC"
95;18;0;4;"EIC"
95;19;4;7;"EAC"
95;20;3;2;"EIC"
95;21;3;12;"EAC"
95;22;0;1;"EIC"
95;23;6;11;"EAC"
95;24;6;9;"EAC"
95;25;0;19;"EIC"
95;26;6;3;"EAC"
95;27;0;18;"EIC"
95;28;0;9;"EIC"
95;29;1;20;"EIC"
95;30;0;15;"EIC"
95;31;0;13;"EIC"
95;32;4;14;"EAC"
95;33;0;16;"EIC"
95;34;5;17;"EAC"
95;35;6;8;"EAC"
95;36;4;15;"EAC"
95;37;0;3;"EIC"
95;38;4;20;"EAC"
95;39;6;4;"EAC"
95;40;0;12;"EIC"
96;1;6;16;"EAC"
96;2;0;1;"EIC"
96;3;0;11;"EIC"
96;4;6;11;"EAC"
96;5;4;6;"EAC"
96;6;0;17;"EIC"
96;7;0;13;"EIC"
96;8;6;13;"EAC"
96;9;0;12;"EIC"
96;10;0;7;"EIC"
96;11;0;9;"EIC"
96;12;0;2;"EIC"
96;13;0;6;"EIC"
96;14;6;1;"EAC"
96;15;6;5;"EAC"
96;16;6;2;"EAC"
96;17;5;15;"EAC"
96;18;0;16;"EIC"
96;19;0;15;"EIC"
96;20;0;20;"EIC"
96;21;0;5;"EIC"
96;22;0;19;"EIC"
96;23;6;12;"EAC"
96;24;6;9;"EAC"
96;25;6;7;"EAC"
96;26;6;8;"EAC"
96;27;6;10;"EAC"
96;28;6;3;"EAC"
96;29;0;18;"EIC"
96;30;0;14;"EIC"
96;31;0;3;"EIC"
96;32;6;14;"EAC"
96;33;2;10;"EIC"
96;34;0;4;"EIC"
96;35;0;8;"EIC"
96;36;6;4;"EAC"
97;1;5;13;"EAC"
97;2;6;3;"EAC"
97;3;6;1;"EAC"
97;4;5;20;"EAC"
97;5;0;11;"EIC"
97;6;5;14;"EAC"
97;7;0;5;"EIC"
97;8;5;12;"EAC"
97;9;6;2;"EAC"
97;10;5;4;"EAC"
97;11;6;19;"EAC"
97;12;1;7;"EIC"
97;13;4;18;"EAC"
97;14;0;9;"EIC"
97;15;0;8;"EIC"
97;16;0;10;"EIC"
97;17;0;17;"EIC"
97;18;6;5;"EAC"
97;19;0;20;"EIC"
97;20;6;6;"EAC"
97;21;0;12;"EIC"
97;22;6;11;"EAC"
97;23;6;8;"EAC"
97;24;6;16;"EAC"
97;25;5;3;"EIC"
97;26;1;16;"EIC"
97;27;0;1;"EIC"
97;28;3;10;"EAC"
97;29;1;6;"EIC"
97;30;0;4;"EIC"
97;31;6;15;"EAC"
97;32;0;15;"EIC"
97;33;0;2;"EIC"
97;34;6;9;"EAC"
97;35;0;19;"EIC"
97;36;6;7;"EAC"
97;37;0;18;"EIC"
97;38;0;14;"EIC"
97;39;5;17;"EAC"
97;40;0;13;"EIC"
98;1;6;13;"EAC"
98;2;1;10;"EIC"
98;3;0;5;"EIC"
98;4;0;1;"EIC"
98;5;0;14;"EIC"
98;6;0;12;"EIC"
98;7;6;6;"EAC"
98;8;6;16;"EAC"
98;9;0;13;"EIC"
98;10;6;1;"EAC"
98;11;0;11;"EAC"
98;12;6;15;"EIC"
98;13;0;6;"EIC"
98;14;4;3;"EAC"
98;15;6;10;"EAC"
98;16;6;15;"EAC"
98;17;0;18;"EIC"
98;18;6;8;"EAC"
98;19;5;2;"EAC"
98;20;4;18;"EAC"
98;21;0;4;"EIC"
98;22;0;2;"EIC"
98;23;6;12;"EAC"
98;24;0;20;"EIC"
98;25;1;3;"EIC"
98;26;0;16;"EIC"
98;27;6;20;"EAC"
98;28;6;4;"EAC"
98;29;0;8;"EIC"
98;30;6;7;"EAC"
98;31;0;11;"EIC"
98;32;0;9;"EIC"
98;33;0;7;"EIC"
98;34;6;14;"EAC"
98;35;5;5;"EAC"
98;36;6;9;"EAC"
98;37;0;19;"EIC"
98;38;0;17;"EIC"
98;39;6;19;"EAC"
98;40;6;17;"EAC"
99;1;1;13;"EIC"
99;2;4;7;"EAC"
99;3;0;8;"EIC"
99;4;0;6;"EIC"
99;5;0;1;"EIC"
99;6;0;4;"EIC"
99;7;6;14;"EAC"
99;8;3;5;"EIC"
99;9;0;7;"EIC"
99;10;6;1;"EAC"
99;11;0;19;"EIC"
99;12;3;3;"EIC"
99;13;6;13;"EAC"
99;14;0;15;"EIC"
99;15;5;2;"EAC"
99;16;6;11;"EAC"
99;17;6;15;"EAC"
99;18;6;17;"EAC"
99;19;1;10;"EIC"
99;20;0;18;"EIC"
99;21;0;16;"EIC"
99;22;6;3;"EAC"
99;23;6;19;"EAC"
99;24;6;12;"EAC"
99;25;1;17;"EIC"
99;26;6;8;"EAC"
99;27;0;9;"EIC"
99;28;6;16;"EAC"
99;29;0;2;"EIC"
99;30;6;9;"EAC"
99;31;6;10;"EAC"
99;32;0;11;"EIC"
99;33;6;5;"EAC"
99;34;6;6;"EAC"
99;35;5;4;"EAC"
99;36;2;20;"EIC"
99;37;0;14;"EIC"
99;38;6;20;"EAC"
99;39;0;12;"EIC"
99;40;6;18;"EAC"
100;1;6;6;"EAC"
100;2;6;15;"EAC"
100;3;5;9;"EAC"
100;4;6;8;"EAC"
100;5;0;16;"EIC"
100;6;0;2;"EIC"
100;7;0;11;"EIC"
100;8;0;15;"EIC"
100;9;6;12;"EAC"
100;10;0;13;"EIC"
100;11;0;10;"EIC"
100;12;0;4;"EIC"
100;13;5;4;"EAC"
100;14;0;17;"EIC"
100;15;0;20;"EIC"
100;16;0;19;"EIC"
100;17;6;16;"EAC"
100;18;5;7;"EAC"
100;19;5;14;"EAC"
100;20;4;13;"EAC"
100;21;3;3;"EAC"
100;22;0;6;"EIC"
100;23;6;11;"EAC"
100;24;6;2;"EAC"
100;25;0;18;"EIC"
100;26;0;9;"EIC"
100;27;6;10;"EAC"
100;28;6;1;"EAC"
100;29;6;5;"EAC"
100;30;0;7;"EIC"
100;31;0;1;"EIC"
100;32;0;8;"EIC"
100;33;0;5;"EIC"
100;34;4;14;"EIC"
100;35;0;12;"EIC"
100;36;0;3;"EIC"
101;1;5;9;"EAC"
101;2;6;15;"EAC"
101;3;5;8;"EAC"
101;4;6;17;"EAC"
101;5;1;10;"EIC"
101;6;0;7;"EIC"
101;7;0;11;"EIC"
101;8;0;1;"EIC"
101;9;6;5;"EAC"
101;10;0;12;"EIC"
101;11;0;19;"EIC"
101;12;0;5;"EIC"
101;13;4;19;"EAC"
101;14;0;15;"EIC"
101;15;6;3;"EAC"
101;16;2;6;"EIC"
101;17;1;18;"EIC"
101;18;0;8;"EIC"
101;19;0;14;"EIC"
101;20;0;13;"EIC"
101;21;0;3;"EIC"
101;22;4;16;"EAC"
101;23;0;2;"EIC"
101;24;0;9;"EIC"
101;25;6;10;"EAC"
101;26;6;6;"EAC"
101;27;6;14;"EAC"
101;28;0;4;"EIC"
101;29;6;2;"EAC"
101;30;6;13;"EAC"
101;31;0;20;"EIC"
101;32;6;4;"EAC"
101;33;3;17;"EIC"
101;34;0;16;"EIC"
101;35;6;11;"EAC"
101;36;6;12;"EAC"
101;37;4;20;"EAC"
101;38;6;1;"EAC"
101;39;6;18;"EAC"
101;40;6;7;"EAC"
102;1;1;12;"EIC"
102;2;0;17;"EIC"
102;3;2;7;"EAC"
102;4;0;8;"EIC"
102;5;6;9;"EAC"
102;6;1;9;"EIC"
102;7;1;14;"EIC"
102;8;6;20;"EAC"
102;9;4;14;"EAC"
102;10;5;8;"EAC"
102;11;0;20;"EIC"
102;12;6;10;"EAC"
102;13;0;3;"EIC"
102;14;4;4;"EAC"
102;15;0;11;"EIC"
102;16;0;19;"EIC"
102;17;6;3;"EAC"
102;18;4;19;"EAC"
102;19;0;15;"EIC"
102;20;0;18;"EIC"
102;21;0;10;"EIC"
102;22;0;6;"EIC"
102;23;0;13;"EIC"
102;24;6;12;"EAC"
102;25;4;15;"EAC"
102;26;6;18;"EAC"
102;27;0;16;"EIC"
102;28;6;2;"EAC"
102;29;0;1;"EIC"
102;30;0;2;"EIC"
102;31;6;13;"EAC"
102;32;6;16;"EAC"
102;33;0;7;"EIC"
102;34;5;11;"EAC"
102;35;3;1;"EAC"
102;36;5;6;"EAC"
102;37;6;5;"EAC"
102;38;0;4;"EIC"
102;39;0;5;"EIC"
102;40;6;17;"EAC"
103;1;0;2;"EIC"
103;2;1;11;"EIC"
103;3;0;1;"EIC"
103;4;0;7;"EIC"
103;5;1;15;"EIC"
103;6;6;20;"EAC"
103;7;6;6;"EAC"
103;8;5;13;"EAC"
103;9;0;16;"EIC"
103;10;5;8;"EAC"
103;11;6;1;"EAC"
103;12;3;9;"EAC"
103;13;0;18;"EIC"
103;14;0;4;"EIC"
103;15;5;3;"EAC"
