"subject";"index";"acceptability";"idnumber";"condition"
25;38;6;12;"EAC"
25;39;6;18;"EAC"
25;40;6;2;"EAC"
26;1;4;16;"EAC"
26;2;0;5;"EIC"
26;3;0;8;"EIC"
26;4;5;7;"EAC"
26;5;1;10;"EIC"
26;6;0;16;"EIC"
26;7;0;15;"EIC"
26;8;0;2;"EAC"
26;9;2;11;"EAC"
26;10;6;12;"EAC"
26;11;6;5;"EAC"
26;12;0;12;"EIC"
26;13;0;3;"EIC"
26;14;0;19;"EIC"
26;15;6;1;"EAC"
26;16;6;4;"EAC"
26;17;3;11;"EIC"
26;18;0;6;"EIC"
26;19;0;1;"EIC"
26;20;6;19;"EAC"
26;21;1;9;"EIC"
26;22;6;13;"EAC"
26;23;6;14;"EAC"
26;24;0;7;"EIC"
26;25;3;6;"EAC"
26;26;0;17;"EIC"
26;27;0;13;"EIC"
26;28;0;2;"EIC"
26;29;6;20;"EAC"
26;30;0;20;"EIC"
26;31;0;4;"EIC"
26;32;0;3;"EAC"
26;33;5;18;"EAC"
26;34;6;10;"EAC"
26;35;6;15;"EAC"
26;36;6;8;"EAC"
26;37;0;18;"EIC"
26;38;2;17;"EAC"
26;39;1;14;"EIC"
26;40;6;9;"EAC"
27;1;0;5;"EIC"
27;2;0;3;"EIC"
27;3;6;7;"EAC"
27;4;5;15;"EAC"
27;5;0;9;"EIC"
27;6;4;17;"EAC"
27;7;6;8;"EAC"
27;8;0;10;"EIC"
27;9;5;3;"EAC"
27;10;6;6;"EAC"
27;11;0;16;"EIC"
27;12;0;2;"EIC"
27;13;0;19;"EIC"
27;14;6;14;"EAC"
27;15;5;18;"EAC"
27;16;6;12;"EAC"
27;17;4;13;"EAC"
27;18;6;20;"EAC"
27;19;5;5;"EAC"
27;20;5;11;"EAC"
27;21;6;16;"EAC"
27;22;0;17;"EIC"
27;23;0;11;"EIC"
27;24;0;1;"EIC"
27;25;0;15;"EIC"
27;26;0;6;"EIC"
27;27;6;4;"EAC"
27;28;0;8;"EIC"
27;29;6;10;"EAC"
27;30;0;18;"EIC"
27;31;1;4;"EIC"
27;32;3;9;"EAC"
27;33;5;19;"EAC"
27;34;0;13;"EIC"
27;35;5;2;"EAC"
27;36;0;20;"EIC"
27;37;5;1;"EAC"
27;38;0;7;"EIC"
27;39;0;12;"EIC"
27;40;0;14;"EIC"
28;1;5;19;"EAC"
28;2;6;20;"EAC"
28;3;3;11;"EAC"
28;4;0;6;"EIC"
28;5;1;16;"EIC"
28;6;4;17;"EAC"
28;7;6;15;"EAC"
28;8;3;13;"EAC"
28;9;0;1;"EIC"
28;10;0;14;"EIC"
28;11;0;19;"EIC"
28;12;4;2;"EAC"
28;13;0;4;"EIC"
28;14;0;9;"EIC"
28;15;6;14;"EAC"
28;16;1;13;"EIC"
28;17;6;8;"EAC"
28;18;2;4;"EAC"
28;19;0;17;"EIC"
28;20;0;12;"EIC"
28;21;4;7;"EIC"
28;22;6;16;"EAC"
28;23;6;6;"EAC"
28;24;1;15;"EIC"
28;25;0;3;"EIC"
28;26;0;5;"EIC"
28;27;6;5;"EAC"
28;28;6;10;"EAC"
28;29;5;7;"EAC"
28;30;0;20;"EIC"
28;31;0;2;"EIC"
28;32;6;12;"EAC"
28;33;6;9;"EAC"
28;34;5;18;"EAC"
28;35;0;18;"EIC"
28;36;5;1;"EAC"
28;37;0;8;"EIC"
28;38;0;11;"EIC"
28;39;6;3;"EAC"
28;40;2;10;"EIC"
29;1;5;11;"EAC"
29;2;5;5;"EAC"
29;3;0;7;"EIC"
29;4;5;7;"EAC"
29;5;0;6;"EIC"
29;6;0;2;"EIC"
29;7;2;11;"EIC"
29;8;0;8;"EIC"
29;9;6;14;"EAC"
29;10;5;17;"EAC"
29;11;0;18;"EIC"
29;12;0;5;"EIC"
29;13;6;8;"EAC"
29;14;0;20;"EIC"
29;15;0;1;"EIC"
29;16;0;13;"EIC"
29;17;1;10;"EIC"
29;18;5;15;"EAC"
29;19;5;4;"EAC"
29;20;6;16;"EAC"
29;21;5;2;"EAC"
29;22;0;9;"EIC"
29;23;6;10;"EAC"
29;24;6;6;"EAC"
29;25;0;12;"EIC"
29;26;5;18;"EAC"
29;27;6;20;"EAC"
29;28;5;19;"EAC"
29;29;0;15;"EIC"
29;30;0;3;"EIC"
29;31;0;17;"EIC"
29;32;5;3;"EAC"
29;33;1;19;"EIC"
29;34;6;12;"EAC"
29;35;0;4;"EIC"
29;36;0;16;"EIC"
29;37;6;13;"EAC"
29;38;6;1;"EAC"
29;39;0;14;"EIC"
29;40;6;9;"EAC"
30;1;0;4;"EIC"
30;2;6;7;"EAC"
30;3;1;11;"EIC"
30;4;0;12;"EIC"
30;5;0;20;"EIC"
30;6;6;10;"EAC"
30;7;6;4;"EAC"
30;8;0;15;"EIC"
30;9;0;18;"EIC"
30;10;0;3;"EIC"
30;11;0;7;"EIC"
30;12;0;9;"EIC"
30;13;0;1;"EIC"
30;14;0;6;"EIC"
30;15;0;5;"EIC"
30;16;6;13;"EAC"
30;17;0;19;"EIC"
30;18;6;15;"EAC"
30;19;6;1;"EAC"
30;20;0;8;"EIC"
30;21;0;16;"EIC"
30;22;0;17;"EIC"
30;23;6;16;"EAC"
30;24;6;2;"EAC"
30;25;6;8;"EAC"
30;26;5;9;"EAC"
30;27;6;6;"EAC"
30;28;4;11;"EAC"
30;29;6;3;"EAC"
30;30;5;5;"EAC"
30;31;0;14;"EIC"
30;32;0;10;"EIC"
30;33;0;2;"EIC"
30;34;6;12;"EAC"
30;35;0;13;"EIC"
30;36;4;14;"EAC"
31;1;0;2;"EIC"
31;2;0;3;"EIC"
31;3;0;16;"EIC"
31;4;6;5;"EAC"
31;5;0;9;"EIC"
31;6;6;4;"EAC"
31;7;0;13;"EIC"
31;8;0;1;"EIC"
31;9;6;3;"EAC"
31;10;6;6;"EAC"
31;11;6;2;"EAC"
31;12;6;15;"EAC"
31;13;0;5;"EIC"
31;14;5;20;"EAC"
31;15;0;10;"EIC"
31;16;6;16;"EAC"
31;17;0;12;"EIC"
31;18;0;4;"EIC"
31;19;5;18;"EAC"
31;20;6;7;"EAC"
31;21;6;12;"EAC"
31;22;4;19;"EAC"
31;23;0;15;"EIC"
31;24;5;11;"EAC"
31;25;6;13;"EAC"
31;26;0;6;"EIC"
31;27;0;18;"EIC"
31;28;5;9;"EAC"
31;29;0;17;"EIC"
31;30;6;10;"EAC"
31;31;6;1;"EAC"
31;32;4;14;"EAC"
31;33;0;14;"EIC"
31;34;0;11;"EIC"
31;35;0;7;"EIC"
31;36;6;8;"EAC"
31;37;5;17;"EAC"
31;38;0;8;"EIC"
32;1;0;16;"EIC"
32;2;0;6;"EIC"
32;3;0;3;"EIC"
32;4;5;19;"EIC"
32;5;3;10;"EAC"
32;6;6;2;"EAC"
32;7;0;7;"EAC"
32;8;6;5;"EAC"
32;9;1;2;"EIC"
32;10;6;11;"EAC"
32;11;0;4;"EIC"
32;12;4;1;"EAC"
32;13;0;10;"EIC"
32;14;6;4;"EAC"
32;15;5;5;"EIC"
32;16;5;8;"EAC"
32;17;6;13;"EAC"
32;18;0;7;"EIC"
32;19;0;9;"EIC"
32;20;0;15;"EIC"
32;21;6;12;"EAC"
32;22;1;17;"EIC"
32;23;4;15;"EAC"
32;24;5;16;"EAC"
32;25;6;3;"EAC"
32;26;3;14;"EAC"
32;27;0;1;"EIC"
32;28;0;13;"EIC"
32;29;0;14;"EIC"
32;30;3;9;"EAC"
32;31;0;12;"EIC"
32;32;0;20;"EIC"
32;33;0;8;"EIC"
32;34;1;11;"EIC"
32;35;0;18;"EIC"
32;36;4;6;"EAC"
33;1;4;6;"EAC"
33;2;0;11;"EIC"
33;3;3;16;"EIC"
33;4;6;11;"EAC"
33;5;0;13;"EIC"
33;6;0;4;"EIC"
33;7;5;3;"EAC"
33;8;6;1;"EAC"
33;9;6;16;"EAC"
33;10;6;8;"EAC"
33;11;5;18;"EAC"
33;12;0;1;"EIC"
33;13;0;6;"EIC"
33;14;6;4;"EAC"
33;15;0;7;"EIC"
33;16;0;14;"EIC"
33;17;6;12;"EAC"
33;18;6;15;"EAC"
33;19;0;3;"EIC"
33;20;6;13;"EAC"
33;21;4;20;"EAC"
33;22;5;14;"EAC"
33;23;0;9;"EIC"
33;24;0;15;"EIC"
33;25;0;2;"EIC"
33;26;1;19;"EIC"
33;27;0;12;"EIC"
33;28;6;10;"EAC"
33;29;6;17;"EAC"
33;30;5;9;"EAC"
33;31;3;5;"EAC"
33;32;0;20;"EIC"
33;33;0;5;"EIC"
33;34;0;18;"EIC"
33;35;6;19;"EAC"
33;36;6;7;"EAC"
33;37;0;10;"EIC"
33;38;0;8;"EIC"
33;39;6;2;"EAC"
33;40;0;17;"EIC"
34;1;0;18;"EIC"
34;2;0;12;"EIC"
34;3;0;20;"EIC"
34;4;5;15;"EAC"
34;5;0;5;"EIC"
34;6;0;8;"EIC"
34;7;0;4;"EIC"
34;8;0;6;"EIC"
34;9;6;14;"EAC"
34;10;3;9;"EIC"
34;11;0;3;"EIC"
34;12;0;16;"EIC"
34;13;2;9;"EAC"
34;14;4;2;"EAC"
34;15;6;10;"EAC"
34;16;6;5;"EAC"
34;17;1;1;"EIC"
34;18;5;12;"EAC"
34;19;1;7;"EIC"
34;20;4;10;"EIC"
34;21;5;18;"EAC"
34;22;5;1;"EAC"
34;23;6;13;"EAC"
34;24;0;19;"EIC"
34;25;6;6;"EAC"
34;26;0;14;"EIC"
34;27;2;17;"EIC"
34;28;6;11;"EAC"
34;29;0;13;"EIC"
34;30;5;7;"EAC"
34;31;6;4;"EAC"
34;32;0;2;"EIC"
34;33;6;19;"EAC"
34;34;5;8;"EAC"
34;35;6;3;"EAC"
34;36;6;16;"EAC"
34;37;0;11;"EIC"
34;38;4;20;"EAC"
34;39;0;15;"EIC"
34;40;5;17;"EAC"
35;1;3;8;"EAC"
35;2;0;2;"EIC"
35;3;0;17;"EIC"
35;4;6;9;"EAC"
35;5;5;1;"EAC"
35;6;6;7;"EAC"
35;7;0;12;"EIC"
35;8;0;9;"EIC"
35;9;6;16;"EAC"
35;10;6;3;"EAC"
35;11;0;15;"EIC"
35;12;6;12;"EAC"
35;13;4;14;"EIC"
35;14;0;16;"EIC"
35;15;6;4;"EAC"
35;16;0;4;"EIC"
35;17;6;6;"EAC"
35;18;5;14;"EAC"
35;19;6;15;"EAC"
35;20;0;18;"EIC"
35;21;0;20;"EIC"
35;22;0;3;"EIC"
35;23;0;10;"EIC"
35;24;6;13;"EAC"
35;25;0;13;"EIC"
35;26;4;11;"EAC"
35;27;5;17;"EAC"
35;28;6;20;"EAC"
35;29;0;1;"EIC"
35;30;0;8;"EIC"
35;31;0;19;"EIC"
35;32;6;19;"EAC"
35;33;6;10;"EAC"
35;34;0;6;"EIC"
35;35;0;5;"EIC"
35;36;6;2;"EAC"
35;37;0;11;"EIC"
35;38;0;7;"EIC"
35;39;3;18;"EAC"
35;40;4;5;"EAC"
36;1;2;11;"EAC"
36;2;6;6;"EAC"
36;3;0;15;"EIC"
36;4;6;10;"EAC"
36;5;0;16;"EIC"
36;6;0;4;"EAC"
36;7;6;14;"EAC"
36;8;0;1;"EIC"
36;9;0;2;"EIC"
36;10;6;12;"EAC"
36;11;0;5;"EIC"
36;12;0;11;"EIC"
36;13;0;3;"EIC"
36;14;6;16;"EAC"
36;15;5;20;"EAC"
36;16;5;7;"EAC"
36;17;2;8;"EIC"
36;18;0;14;"EIC"
36;19;6;13;"EAC"
36;20;6;17;"EAC"
36;21;6;15;"EAC"
36;22;6;1;"EAC"
36;23;1;6;"EIC"
36;24;0;13;"EIC"
36;25;6;2;"EAC"
36;26;0;4;"EIC"
36;27;1;7;"EIC"
36;28;6;9;"EAC"
36;29;0;20;"EIC"
36;30;3;5;"EAC"
36;31;4;19;"EAC"
36;32;6;8;"EAC"
36;33;2;18;"EIC"
36;34;6;3;"EAC"
36;35;0;19;"EIC"
36;36;0;12;"EIC"
36;37;0;17;"EIC"
36;38;0;9;"EIC"
36;39;0;10;"EIC"
36;40;6;18;"EAC"
37;1;6;20;"EAC"
37;2;6;3;"EAC"
37;3;0;12;"EAC"
37;4;0;13;"EIC"
37;5;0;18;"EIC"
37;6;4;13;"EAC"
37;7;0;9;"EIC"
37;8;5;1;"EAC"
37;9;2;15;"EAC"
37;10;4;18;"EAC"
37;11;0;17;"EIC"
37;12;0;10;"EIC"
37;13;0;8;"EIC"
37;14;0;1;"EIC"
37;15;0;3;"EIC"
37;16;0;20;"EIC"
37;17;0;7;"EIC"
37;18;6;9;"EAC"
37;19;5;5;"EAC"
37;20;0;2;"EIC"
37;21;0;5;"EIC"
37;22;6;7;"EAC"
37;23;6;6;"EAC"
37;24;4;14;"EAC"
37;25;4;10;"EAC"
37;26;5;2;"EAC"
37;27;6;8;"EAC"
37;28;0;15;"EIC"
37;29;5;19;"EAC"
37;30;0;12;"EIC"
37;31;0;16;"EIC"
37;32;3;19;"EIC"
37;33;4;16;"EAC"
37;34;2;17;"EAC"
37;35;0;11;"EIC"
37;36;6;4;"EAC"
37;37;1;14;"EIC"
37;38;6;11;"EAC"
37;39;0;4;"EIC"
37;40;0;6;"EIC"
38;1;0;6;"EIC"
38;2;0;13;"EIC"
38;3;0;20;"EIC"
38;4;0;2;"EIC"
38;5;0;8;"EIC"
38;6;6;15;"EAC"
38;7;6;10;"EAC"
38;8;0;9;"EIC"
38;9;6;14;"EAC"
38;10;6;9;"EAC"
38;11;0;11;"EIC"
38;12;0;16;"EIC"
38;13;0;17;"EIC"
38;14;6;20;"EAC"
38;15;0;10;"EIC"
38;16;6;19;"EAC"
38;17;6;12;"EAC"
38;18;6;18;"EAC"
38;19;4;7;"EAC"
38;20;6;13;"EAC"
38;21;6;1;"EAC"
38;22;0;19;"EIC"
38;23;0;3;"EIC"
38;24;5;11;"EAC"
38;25;0;12;"EIC"
38;26;0;7;"EIC"
38;27;0;5;"EIC"
38;28;0;14;"EIC"
38;29;0;15;"EIC"
38;30;6;6;"EAC"
38;31;0;4;"EIC"
38;32;6;16;"EAC"
38;33;6;4;"EAC"
38;34;6;17;"EAC"
38;35;0;18;"EIC"
38;36;6;2;"EAC"
38;37;6;3;"EAC"
38;38;0;1;"EIC"
38;39;6;8;"EAC"
38;40;5;5;"EAC"
39;1;0;11;"EIC"
39;2;0;10;"EIC"
39;3;6;2;"EAC"
39;4;6;9;"EAC"
39;5;6;5;"EAC"
39;6;3;14;"EIC"
39;7;0;3;"EIC"
39;8;6;8;"EAC"
39;9;0;12;"EIC"
39;10;0;9;"EIC"
39;11;0;1;"EIC"
39;12;0;13;"EIC"
39;13;0;16;"EIC"
39;14;2;15;"EAC"
39;15;0;6;"EIC"
39;16;0;18;"EIC"
39;17;0;19;"EIC"
39;18;4;3;"EAC"
39;19;1;7;"EIC"
39;20;6;14;"EAC"
39;21;2;13;"EAC"
39;22;6;7;"EAC"
39;23;0;5;"EIC"
39;24;6;1;"EAC"
39;25;0;17;"EIC"
39;26;6;10;"EAC"
39;27;5;12;"EAC"
39;28;6;4;"EAC"
39;29;0;15;"EIC"
39;30;0;4;"EIC"
39;31;6;6;"EAC"
39;32;5;16;"EAC"
39;33;0;8;"EIC"
39;34;6;11;"EAC"
39;35;0;2;"EIC"
39;36;0;20;"EIC"
40;1;5;8;"EAC"
40;2;4;4;"EAC"
40;3;0;9;"EIC"
40;4;0;17;"EIC"
40;5;2;3;"EIC"
40;6;6;1;"EAC"
40;7;0;7;"EIC"
40;8;0;18;"EIC"
40;9;6;12;"EAC"
40;10;0;12;"EIC"
40;11;4;9;"EAC"
40;12;6;16;"EAC"
40;13;6;7;"EAC"
40;14;0;14;"EIC"
40;15;0;15;"EIC"
40;16;6;14;"EAC"
40;17;6;19;"EAC"
40;18;6;13;"EAC"
40;19;0;10;"EIC"
40;20;5;3;"EAC"
40;21;2;6;"EIC"
40;22;0;5;"EIC"
40;23;6;2;"EAC"
40;24;6;6;"EAC"
40;25;3;5;"EAC"
40;26;5;20;"EAC"
40;27;6;10;"EAC"
40;28;6;18;"EAC"
40;29;1;8;"EIC"
40;30;0;2;"EIC"
40;31;0;11;"EIC"
40;32;1;16;"EIC"
40;33;1;13;"EIC"
40;34;6;15;"EAC"
40;35;6;17;"EAC"
40;36;0;4;"EIC"
40;37;1;11;"EAC"
40;38;0;1;"EIC"
41;1;4;16;"EAC"
41;2;0;1;"EIC"
41;3;0;8;"EIC"
41;4;0;12;"EIC"
41;5;2;13;"EIC"
41;6;6;9;"EAC"
41;7;0;7;"EIC"
41;8;0;14;"EIC"
41;9;0;4;"EIC"
41;10;6;19;"EAC"
41;11;6;14;"EAC"
41;12;6;6;"EAC"
41;13;6;20;"EAC"
41;14;0;3;"EIC"
41;15;0;9;"EIC"
41;16;0;17;"EIC"
41;17;6;8;"EAC"
41;18;4;4;"EAC"
41;19;2;10;"EIC"
41;20;6;12;"EAC"
41;21;3;11;"EAC"
41;22;0;11;"EIC"
41;23;0;16;"EIC"
41;24;6;17;"EAC"
41;25;6;10;"EAC"
41;26;5;15;"EAC"
41;27;6;3;"EAC"
41;28;6;5;"EAC"
41;29;0;20;"EIC"
41;30;6;2;"EAC"
41;31;6;13;"EAC"
41;32;0;18;"EIC"
41;33;6;7;"EAC"
41;34;6;18;"EAC"
41;35;0;6;"EIC"
41;36;0;19;"EIC"
41;37;0;15;"EIC"
41;38;6;1;"EAC"
41;39;0;2;"EIC"
41;40;0;5;"EIC"
42;1;0;19;"EIC"
42;2;0;16;"EIC"
42;3;6;11;"EAC"
42;4;0;2;"EIC"
42;5;6;18;"EAC"
42;6;0;14;"EIC"
42;7;0;11;"EIC"
42;8;0;18;"EIC"
42;9;5;9;"EAC"
42;10;0;4;"EIC"
42;11;6;15;"EAC"
42;12;6;3;"EAC"
42;13;4;10;"EAC"
42;14;6;20;"EAC"
42;15;5;8;"EAC"
42;16;1;5;"EIC"
42;17;6;19;"EAC"
42;18;1;17;"EIC"
42;19;0;1;"EIC"
42;20;5;14;"EAC"
42;21;5;4;"EAC"
42;22;6;7;"EAC"
42;23;5;2;"EAC"
42;24;0;15;"EIC"
42;25;4;12;"EAC"
42;26;4;13;"EAC"
42;27;6;16;"EAC"
42;28;6;5;"EAC"
42;29;0;6;"EIC"
42;30;0;12;"EIC"
42;31;0;9;"EIC"
42;32;0;8;"EIC"
42;33;0;13;"EIC"
42;34;6;1;"EAC"
42;35;5;6;"EAC"
42;36;6;17;"EAC"
42;37;0;3;"EIC"
42;38;0;20;"EIC"
42;39;0;7;"EIC"
42;40;0;10;"EIC"
43;1;0;10;"EIC"
43;2;5;11;"EAC"
43;3;0;5;"EIC"
43;4;4;19;"EAC"
43;5;1;17;"EIC"
43;6;6;10;"EAC"
43;7;0;15;"EIC"
43;8;6;17;"EAC"
43;9;6;1;"EAC"
43;10;4;12;"EAC"
43;11;3;7;"EAC"
43;12;1;4;"EIC"
43;13;5;18;"EAC"
43;14;6;4;"EAC"
43;15;6;16;"EAC"
43;16;6;6;"EAC"
43;17;6;3;"EAC"
43;18;0;20;"EIC"
43;19;5;14;"EAC"
43;20;0;3;"EIC"
43;21;1;19;"EIC"
43;22;0;8;"EIC"
43;23;6;2;"EAC"
43;24;0;12;"EIC"
43;25;6;8;"EAC"
43;26;0;6;"EIC"
43;27;3;2;"EIC"
43;28;2;16;"EIC"
43;29;6;20;"EAC"
43;30;0;14;"EIC"
43;31;0;7;"EIC"
43;32;6;5;"EAC"
43;33;6;15;"EAC"
43;34;0;18;"EIC"
43;35;1;1;"EIC"
43;36;0;11;"EIC"
43;37;0;13;"EIC"
43;38;5;13;"EAC"
43;39;6;9;"EAC"
43;40;0;9;"EIC"
44;1;6;13;"EAC"
44;2;0;15;"EIC"
44;3;6;17;"EAC"
44;4;4;1;"EAC"
44;5;4;19;"EAC"
44;6;6;14;"EAC"
44;7;6;10;"EAC"
44;8;0;2;"EIC"
44;9;0;7;"EIC"
44;10;6;6;"EAC"
44;11;6;4;"EAC"
44;12;0;13;"EIC"
44;13;0;16;"EIC"
44;14;0;14;"EIC"
44;15;6;12;"EAC"
44;16;5;16;"EAC"
44;17;0;8;"EIC"
44;18;6;7;"EAC"
44;19;6;18;"EAC"
44;20;0;19;"EIC"
44;21;6;5;"EAC"
44;22;0;11;"EIC"
44;23;0;4;"EIC"
44;24;0;12;"EIC"
44;25;6;8;"EAC"
44;26;6;11;"EAC"
44;27;0;18;"EIC"
44;28;4;3;"EIC"
44;29;0;6;"EIC"
44;30;0;1;"EIC"
44;31;6;15;"EAC"
44;32;6;20;"EAC"
44;33;0;20;"EIC"
44;34;0;17;"EIC"
44;35;0;9;"EIC"
44;36;0;10;"EIC"
44;37;5;9;"EAC"
44;38;0;5;"EIC"
44;39;5;2;"EAC"
44;40;6;3;"EAC"
45;1;4;13;"EAC"
45;2;0;14;"EIC"
45;3;5;12;"EAC"
45;4;0;15;"EIC"
45;5;0;18;"EIC"
45;6;0;9;"EIC"
45;7;0;6;"EIC"
45;8;6;19;"EAC"
45;9;0;19;"EIC"
45;10;0;2;"EIC"
45;11;0;5;"EIC"
45;12;6;2;"EAC"
45;13;0;12;"EIC"
45;14;0;8;"EIC"
45;15;5;3;"EAC"
45;16;0;10;"EIC"
45;17;0;17;"EIC"
45;18;3;8;"EAC"
45;19;4;9;"EAC"
45;20;6;15;"EAC"
45;21;6;11;"EAC"
45;22;2;17;"EAC"
45;23;0;20;"EIC"
45;24;0;11;"EIC"
45;25;6;5;"EAC"
45;26;6;16;"EAC"
45;27;4;10;"EAC"
45;28;6;6;"EAC"
45;29;0;7;"EIC"
45;30;0;16;"EIC"
45;31;6;1;"EAC"
45;32;0;3;"EIC"
45;33;5;18;"EAC"
45;34;5;7;"EAC"
45;35;0;1;"EIC"
45;36;0;4;"EIC"
45;37;6;14;"EAC"
45;38;3;4;"EAC"
45;39;1;13;"EIC"
45;40;6;20;"EAC"
46;1;5;11;"EAC"
46;2;6;5;"EAC"
46;3;6;14;"EAC"
46;4;4;2;"EAC"
46;5;0;11;"EIC"
46;6;3;13;"EAC"
46;7;0;5;"EIC"
46;8;6;9;"EAC"
46;9;6;6;"EAC"
46;10;6;1;"EAC"
46;11;0;19;"EIC"
46;12;1;9;"EIC"
46;13;5;7;"EAC"
46;14;6;4;"EAC"
46;15;4;15;"EAC"
46;16;0;16;"EIC"
46;17;6;3;"EAC"
46;18;0;4;"EIC"
46;19;0;15;"EIC"
46;20;4;12;"EAC"
46;21;0;8;"EIC"
46;22;0;20;"EIC"
46;23;0;17;"EIC"
46;24;0;6;"EIC"
46;25;1;7;"EIC"
46;26;5;16;"EAC"
46;27;0;3;"EIC"
46;28;1;18;"EIC"
46;29;0;12;"EIC"
46;30;0;1;"EIC"
46;31;0;10;"EIC"
46;32;0;14;"EIC"
46;33;6;10;"EAC"
46;34;0;2;"EIC"
46;35;4;8;"EAC"
46;36;0;13;"EIC"
47;1;5;15;"EAC"
47;2;0;3;"EIC"
47;3;0;13;"EIC"
47;4;6;5;"EAC"
47;5;5;14;"EAC"
47;6;0;1;"EIC"
47;7;5;18;"EAC"
47;8;0;2;"EIC"
47;9;0;20;"EIC"
47;10;4;20;"EAC"
47;11;0;15;"EIC"
47;12;6;12;"EAC"
47;13;0;10;"EIC"
47;14;0;16;"EIC"
47;15;0;18;"EIC"
47;16;4;17;"EAC"
47;17;6;8;"EAC"
47;18;6;3;"EAC"
47;19;0;4;"EIC"
47;20;6;11;"EAC"
47;21;0;14;"EIC"
47;22;6;16;"EAC"
47;23;0;17;"EIC"
47;24;6;7;"EAC"
47;25;0;8;"EIC"
47;26;6;6;"EAC"
47;27;0;12;"EIC"
47;28;0;7;"EIC"
47;29;5;4;"EAC"
47;30;0;9;"EIC"
47;31;0;5;"EIC"
47;32;6;19;"EAC"
47;33;5;1;"EAC"
47;34;6;13;"EAC"
47;35;0;11;"EIC"
47;36;6;2;"EAC"
47;37;0;6;"EIC"
47;38;0;19;"EIC"
47;39;4;10;"EAC"
47;40;6;9;"EAC"
48;1;5;3;"EAC"
48;2;0;3;"EIC"
48;3;0;2;"EIC"
48;4;0;18;"EIC"
48;5;0;15;"EIC"
48;6;0;6;"EIC"
48;7;0;1;"EIC"
48;8;6;2;"EAC"
48;9;5;11;"EAC"
48;10;0;8;"EIC"
48;11;0;11;"EIC"
48;12;6;13;"EAC"
48;13;0;14;"EIC"
48;14;0;20;"EIC"
48;15;6;10;"EAC"
48;16;0;16;"EIC"
48;17;6;9;"EAC"
48;18;5;1;"EAC"
48;19;6;18;"EAC"
48;20;6;4;"EAC"
48;21;4;8;"EAC"
48;22;2;7;"EAC"
48;23;6;17;"EAC"
48;24;0;17;"EIC"
48;25;6;6;"EAC"
48;26;4;5;"EAC"
48;27;0;4;"EIC"
48;28;0;12;"EIC"
48;29;0;19;"EIC"
48;30;6;19;"EAC"
48;31;5;20;"EAC"
48;32;3;14;"EAC"
48;33;0;7;"EIC"
48;34;3;16;"EAC"
48;35;0;5;"EIC"
48;36;0;9;"EIC"
48;37;0;15;"EAC"
48;38;0;13;"EIC"
48;39;0;10;"EIC"
48;40;6;12;"EAC"
49;1;5;11;"EAC"
49;2;5;7;"EAC"
49;3;5;9;"EAC"
49;4;6;10;"EAC"
49;5;3;8;"EAC"
49;6;0;10;"EIC"
49;7;6;17;"EAC"
49;8;0;16;"EIC"
49;9;6;6;"EAC"
49;10;0;6;"EIC"
49;11;4;15;"EAC"
49;12;0;2;"EIC"
49;13;0;3;"EIC"
49;14;5;13;"EAC"
49;15;0;8;"EIC"
49;16;5;14;"EAC"
49;17;0;9;"EIC"
49;18;0;15;"EIC"
49;19;6;19;"EAC"
49;20;0;4;"EIC"
49;21;4;4;"EAC"
49;22;6;12;"EAC"
49;23;0;18;"EIC"
49;24;5;5;"EAC"
49;25;0;19;"EIC"
49;26;0;7;"EIC"
49;27;6;2;"EAC"
49;28;0;14;"EIC"
49;29;5;1;"EAC"
49;30;5;16;"EAC"
49;31;6;3;"EAC"
49;32;6;18;"EAC"
49;33;0;13;"EIC"
49;34;0;20;"EIC"
49;35;0;1;"EIC"
49;36;6;20;"EAC"
49;37;0;5;"EIC"
49;38;2;12;"EIC"
49;39;0;11;"EIC"
49;40;0;17;"EIC"
50;1;6;4;"EAC"
50;2;0;5;"EIC"
50;3;6;2;"EAC"
50;4;1;9;"EIC"
50;5;0;8;"EIC"
50;6;0;7;"EIC"
50;7;5;3;"EAC"
50;8;0;1;"EIC"
50;9;5;5;"EAC"
50;10;0;2;"EIC"
50;11;2;1;"EAC"
50;12;6;7;"EAC"
50;13;3;6;"EIC"
50;14;0;3;"EIC"
50;15;6;8;"EAC"
50;16;4;6;"EAC"
50;17;0;4;"EIC"
50;18;0;10;"EIC"
51;1;1;3;"EIC"
51;2;5;3;"EAC"
51;3;0;13;"EIC"
51;4;6;14;"EAC"
51;5;0;7;"EIC"
51;6;0;17;"EIC"
51;7;6;17;"EAC"
51;8;0;4;"EIC"
51;9;6;18;"EAC"
51;10;0;14;"EIC"
51;11;0;2;"EIC"
51;12;5;8;"EAC"
51;13;5;10;"EAC"
51;14;0;20;"EIC"
51;15;0;12;"EIC"
51;16;0;10;"EIC"
51;17;6;2;"EAC"
51;18;6;11;"EAC"
51;19;6;12;"EAC"
51;20;3;13;"EAC"
51;21;5;1;"EAC"
51;22;5;19;"EAC"
51;23;0;8;"EIC"
51;24;0;5;"EIC"
51;25;6;20;"EAC"
51;26;0;1;"EIC"
51;27;6;6;"EAC"
51;28;1;11;"EIC"
51;29;6;15;"EAC"
51;30;6;9;"EAC"
51;31;1;15;"EIC"
51;32;0;18;"EIC"
51;33;0;19;"EIC"
51;34;0;9;"EIC"
51;35;0;16;"EIC"
51;36;0;6;"EIC"
51;37;6;5;"EAC"
